cohort,module,stratum,metric,point_estimate,valid_replicates,bootstrap_mean,bootstrap_sd,ci_low,bootstrap_median,ci_high
HRS,wealth_by_sex,male,gap_dfle,-5.75395021481451,500,-5.74996196362101,0.331923992003791,-6.38734036439653,-5.74363729482967,-5.08276499346816
HRS,wealth_by_sex,male,high_dfle,21.0420488903476,500,21.0352710040159,0.236450718866841,20.5619212243327,21.0348777695377,21.484255589115
HRS,wealth_by_sex,male,low_dfle,15.2880986755331,500,15.2853090403949,0.235958977046093,14.8148590263862,15.2834662754985,15.7477619289075
HRS,wealth_by_sex,male,recovery_relapse_contribution,-0.98301949455454,500,-0.993739407750628,0.150308165854368,-1.28482628378172,-0.990665343844632,-0.687824560164319
HRS,wealth_by_sex,male,recovery_relapse_percent,17.084254431392,500,17.2876581325251,2.46500591882009,12.4461714823066,17.1785329922526,22.4482795589533
MHAS,wealth_by_sex,female,contribution_onset,-0.948048071066959,497,-1.09445387943096,0.554558055454737,-2.17989670736349,-1.08279464110276,-0.0441013452984417
MHAS,wealth_by_sex,female,contribution_post_disability_mortality,0.0269877395161444,497,0.0120681603476656,0.204292248915225,-0.362056612136803,0.00421810816792269,0.407343345152595
MHAS,wealth_by_sex,female,contribution_pre_disability_mortality,-0.318043260099732,497,-0.305819612372194,0.290031240730862,-0.855112134031535,-0.310752435904282,0.28067908105394
MHAS,wealth_by_sex,female,contribution_recovery,-0.137656164365586,497,-0.13914815520332,0.2835322340718,-0.688125907572068,-0.141022663110497,0.460080429219291
MHAS,wealth_by_sex,female,contribution_relapse,0.460019910160202,497,0.466952791497311,0.347138688737818,-0.182959256897672,0.457215666779438,1.22578720888554
MHAS,wealth_by_sex,female,gap_dfle,-0.916739845855933,497,-1.0604006951615,0.784787929569844,-2.54491334024247,-1.06183252868962,0.440325242971662
MHAS,wealth_by_sex,female,high_dfle,16.1455355573755,497,16.2238048749111,0.602524512657966,14.9119715538372,16.2627080834954,17.393260788417
MHAS,wealth_by_sex,female,low_dfle,15.2287957115195,497,15.1634041797496,0.546171057390181,14.1512089670587,15.1575355064211,16.2689561380681
MHAS,wealth_by_sex,female,recovery_relapse_contribution,0.322363745794616,497,0.327804636293992,0.465776433729897,-0.615776091140107,0.319918118146517,1.28306686858345
MHAS,wealth_by_sex,female,recovery_relapse_percent,-35.1641468680391,497,12.9828498798347,863.121319781057,-532.171600740472,-18.4199999372125,852.077984789331
MHAS,wealth_by_sex,female_minus_male,contribution_onset,-0.093672004256026,497,-0.245150624503647,0.766940264756329,-1.7230032709955,-0.292123372712872,1.41674526388062
MHAS,wealth_by_sex,female_minus_male,contribution_post_disability_mortality,0.150550375503984,497,0.173867087456194,0.308905870977673,-0.425389745513875,0.161137047357477,0.818789448200966
MHAS,wealth_by_sex,female_minus_male,contribution_pre_disability_mortality,0.944233285708938,497,0.882759896428959,0.717741059581945,-0.480538343401685,0.912284660066742,2.35519938719487
MHAS,wealth_by_sex,female_minus_male,contribution_recovery,-0.19571943985715,497,-0.163974418692203,0.422300373053824,-1.06345915702621,-0.151556527194335,0.600475106762838
MHAS,wealth_by_sex,female_minus_male,contribution_relapse,0.878698429109326,497,0.822026830445462,0.468428194661387,-0.158304826873278,0.845391045902956,1.69886954653998
MHAS,wealth_by_sex,female_minus_male,gap_dfle,1.68409064620907,497,1.46952877113477,1.2672481390991,-1.04998011279468,1.47286239056061,3.89713974741083
MHAS,wealth_by_sex,female_minus_male,high_dfle,-2.5239089344506,497,-2.41992314887821,0.973397710979672,-4.47824561570877,-2.39235711312281,-0.590345846274556
MHAS,wealth_by_sex,female_minus_male,low_dfle,-0.839818288241602,497,-0.950394377743442,0.826176901433897,-2.60547078791631,-0.953981846685535,0.682457155908566
MHAS,wealth_by_sex,female_minus_male,recovery_relapse_contribution,0.682978989252176,497,0.658052411753259,0.640379491797721,-0.647891026101044,0.679387616384614,1.81995592635928
MHAS,wealth_by_sex,female_minus_male,recovery_relapse_percent,-49.0295350414621,497,0.642489696624728,866.297379761597,-550.418349473452,-33.0107378763357,853.568316555377
MHAS,wealth_by_sex,male,contribution_onset,-0.854376066810933,497,-0.849303254927312,0.553165779026571,-2.06135782527104,-0.858182828100927,0.131887723218501
MHAS,wealth_by_sex,male,contribution_post_disability_mortality,-0.12356263598784,497,-0.161798927108529,0.24141368216146,-0.672192350725379,-0.160029923161129,0.271886813006231
MHAS,wealth_by_sex,male,contribution_pre_disability_mortality,-1.26227654580867,497,-1.18857950880115,0.665573144777187,-2.45968648265786,-1.22255024319389,0.0659083503915042
MHAS,wealth_by_sex,male,contribution_recovery,0.058063275491564,497,0.0248262634888834,0.312701253816125,-0.575093834540941,0.00737751178749786,0.658766663670846
MHAS,wealth_by_sex,male,contribution_relapse,-0.418678518949124,497,-0.355074038948151,0.314279538472792,-1.0509348062936,-0.362420766548266,0.202712996274597
MHAS,wealth_by_sex,male,gap_dfle,-2.600830492065,497,-2.52992946629626,0.996727641662787,-4.55050336554447,-2.5342245874991,-0.628986207106461
MHAS,wealth_by_sex,male,high_dfle,18.6694444918261,497,18.6437280237893,0.770037045264913,17.1476607283479,18.6178163769709,20.2402907820863
MHAS,wealth_by_sex,male,low_dfle,16.0686139997611,497,16.113798557493,0.655891438216009,14.9519243201516,16.1028800331465,17.5061130062834
MHAS,wealth_by_sex,male,recovery_relapse_contribution,-0.36061524345756,497,-0.330247775459268,0.441856572694225,-1.24916693578416,-0.338739561821972,0.49997669773459
MHAS,wealth_by_sex,male,recovery_relapse_percent,13.865388173423,497,12.34036018321,24.7142407112063,-37.9727608524296,13.356405199635,53.5446044318038
