sensitivity,cohort,exposure,process,finite_hazards,max_annual_hazard,p99_annual_hazard,hazards_gt_10,hazards_gt_100
pre_pandemic_end_before_2020,ELSA,wealth,onset,80,0.300493957179627,0.300493957179627,0,0
pre_pandemic_end_before_2020,ELSA,wealth,recovery,160,0.311501530500677,0.302721005830375,0,0
pre_pandemic_end_before_2020,ELSA,wealth,relapse,80,1.11917090867294,1.11917090867294,0,0
pre_pandemic_end_before_2020,HRS,education,death_post,240,284.814715286609,284.814715286609,220,66
pre_pandemic_end_before_2020,HRS,education,death_pre,80,31.1727435011503,31.1727435011503,23,0
pre_pandemic_end_before_2020,HRS,education,onset,80,0.290942415042855,0.290942415042855,0,0
pre_pandemic_end_before_2020,HRS,education,recovery,160,0.280381996174157,0.275092840860815,0,0
pre_pandemic_end_before_2020,HRS,education,relapse,80,0.316598133506035,0.316047000704266,0,0
pre_pandemic_end_before_2020,HRS,wealth,death_post,240,296.047781957269,296.047781957269,221,67
pre_pandemic_end_before_2020,HRS,wealth,death_pre,80,50.6214619813894,50.6214619813894,32,0
pre_pandemic_end_before_2020,HRS,wealth,onset,80,0.322909978598409,0.322909978598409,0,0
pre_pandemic_end_before_2020,HRS,wealth,recovery,160,0.328957937067415,0.318448785014089,0,0
pre_pandemic_end_before_2020,HRS,wealth,relapse,80,0.304428644170612,0.303984077896933,0,0
pre_pandemic_end_before_2020,MHAS,education,death_post,240,128.826239141643,124.010373961466,139,11
pre_pandemic_end_before_2020,MHAS,education,death_pre,80,41.9048933877805,41.9048933877805,22,0
pre_pandemic_end_before_2020,MHAS,education,onset,80,0.135383692444684,0.134987105445791,0,0
pre_pandemic_end_before_2020,MHAS,education,recovery,160,0.492716181574879,0.446984320083646,0,0
pre_pandemic_end_before_2020,MHAS,education,relapse,80,0.391950371735444,0.391950371735444,0,0
pre_pandemic_end_before_2020,MHAS,wealth,death_post,240,148.79578360431,139.811684284376,138,13
pre_pandemic_end_before_2020,MHAS,wealth,death_pre,80,48.524608969154,48.524608969154,25,0
pre_pandemic_end_before_2020,MHAS,wealth,onset,80,0.153500518864872,0.153385163414433,0,0
pre_pandemic_end_before_2020,MHAS,wealth,recovery,160,0.408600124348035,0.386295021813384,0,0
pre_pandemic_end_before_2020,MHAS,wealth,relapse,80,0.643332739677559,0.643332739677559,0,0
