cohort,exposure,ses,age,process,origin_state,destination,annual_hazard,sensitivity
CHARLS,education,high,60,onset,I0,D1,0.0321115548336288,primary_reproduction
CHARLS,education,high,61,onset,I0,D1,0.0330843271289973,primary_reproduction
CHARLS,education,high,62,onset,I0,D1,0.0340951346414266,primary_reproduction
CHARLS,education,high,63,onset,I0,D1,0.0351544879444278,primary_reproduction
CHARLS,education,high,64,onset,I0,D1,0.0362740909734636,primary_reproduction
CHARLS,education,high,65,onset,I0,D1,0.0374669918308045,primary_reproduction
CHARLS,education,high,66,onset,I0,D1,0.0387477751928065,primary_reproduction
CHARLS,education,high,67,onset,I0,D1,0.0401328042388673,primary_reproduction
CHARLS,education,high,68,onset,I0,D1,0.0416405218081135,primary_reproduction
CHARLS,education,high,69,onset,I0,D1,0.0432918228173927,primary_reproduction
CHARLS,education,high,70,onset,I0,D1,0.0451105129886754,primary_reproduction
CHARLS,education,high,71,onset,I0,D1,0.0471184007702939,primary_reproduction
CHARLS,education,high,72,onset,I0,D1,0.0493175125981186,primary_reproduction
CHARLS,education,high,73,onset,I0,D1,0.051703050046964,primary_reproduction
CHARLS,education,high,74,onset,I0,D1,0.0542677818490492,primary_reproduction
CHARLS,education,high,75,onset,I0,D1,0.0570013859662175,primary_reproduction
CHARLS,education,high,76,onset,I0,D1,0.0598897815637611,primary_reproduction
CHARLS,education,high,77,onset,I0,D1,0.0629144699125428,primary_reproduction
CHARLS,education,high,78,onset,I0,D1,0.0660519105624457,primary_reproduction
CHARLS,education,high,79,onset,I0,D1,0.0692729666226107,primary_reproduction
CHARLS,education,high,80,onset,I0,D1,0.072542460186999,primary_reproduction
CHARLS,education,high,81,onset,I0,D1,0.07581805305866,primary_reproduction
CHARLS,education,high,82,onset,I0,D1,0.0790473886510145,primary_reproduction
CHARLS,education,high,83,onset,I0,D1,0.0821703069164554,primary_reproduction
CHARLS,education,high,84,onset,I0,D1,0.085120213302001,primary_reproduction
CHARLS,education,high,85,onset,I0,D1,0.0878251378782245,primary_reproduction
CHARLS,education,high,86,onset,I0,D1,0.0902092870754434,primary_reproduction
CHARLS,education,high,87,onset,I0,D1,0.0921951052930225,primary_reproduction
CHARLS,education,high,88,onset,I0,D1,0.0937058302225329,primary_reproduction
CHARLS,education,high,89,onset,I0,D1,0.0946684846624364,primary_reproduction
CHARLS,education,high,90,onset,I0,D1,0.0950172010561471,primary_reproduction
CHARLS,education,high,91,onset,I0,D1,0.0947270720073875,primary_reproduction
CHARLS,education,high,92,onset,I0,D1,0.0939063010808267,primary_reproduction
CHARLS,education,high,93,onset,I0,D1,0.0926993972220227,primary_reproduction
CHARLS,education,high,94,onset,I0,D1,0.0912501225076391,primary_reproduction
CHARLS,education,high,95,onset,I0,D1,0.0896968491045036,primary_reproduction
CHARLS,education,high,96,onset,I0,D1,0.0896968491045036,primary_reproduction
CHARLS,education,high,97,onset,I0,D1,0.0896968491045036,primary_reproduction
CHARLS,education,high,98,onset,I0,D1,0.0896968491045036,primary_reproduction
CHARLS,education,high,99,onset,I0,D1,0.0896968491045036,primary_reproduction
CHARLS,education,low,60,onset,I0,D1,0.0750318721848208,primary_reproduction
CHARLS,education,low,61,onset,I0,D1,0.0773048523288588,primary_reproduction
CHARLS,education,low,62,onset,I0,D1,0.0796667055766694,primary_reproduction
CHARLS,education,low,63,onset,I0,D1,0.0821419909386261,primary_reproduction
CHARLS,education,low,64,onset,I0,D1,0.0847580558351279,primary_reproduction
CHARLS,education,low,65,onset,I0,D1,0.0875453884672879,primary_reproduction
CHARLS,education,low,66,onset,I0,D1,0.0905380673958566,primary_reproduction
CHARLS,education,low,67,onset,I0,D1,0.0937743268325211,primary_reproduction
CHARLS,education,low,68,onset,I0,D1,0.0972972603227431,primary_reproduction
CHARLS,education,low,69,onset,I0,D1,0.101155690937792,primary_reproduction
CHARLS,education,low,70,onset,I0,D1,0.105405243137381,primary_reproduction
CHARLS,education,low,71,onset,I0,D1,0.110096874550821,primary_reproduction
CHARLS,education,low,72,onset,I0,D1,0.115235320148998,primary_reproduction
CHARLS,education,low,73,onset,I0,D1,0.120809367929656,primary_reproduction
CHARLS,education,low,74,onset,I0,D1,0.126802121309535,primary_reproduction
CHARLS,education,low,75,onset,I0,D1,0.133189461810048,primary_reproduction
CHARLS,education,low,76,onset,I0,D1,0.139938488147045,primary_reproduction
CHARLS,education,low,77,onset,I0,D1,0.147005976182444,primary_reproduction
CHARLS,education,low,78,onset,I0,D1,0.154336921290852,primary_reproduction
CHARLS,education,low,79,onset,I0,D1,0.161863242201147,primary_reproduction
CHARLS,education,low,80,onset,I0,D1,0.169502742203663,primary_reproduction
CHARLS,education,low,81,onset,I0,D1,0.177156493850051,primary_reproduction
CHARLS,education,low,82,onset,I0,D1,0.184702160718654,primary_reproduction
CHARLS,education,low,83,onset,I0,D1,0.191999172817576,primary_reproduction
CHARLS,education,low,84,onset,I0,D1,0.198891925287029,primary_reproduction
CHARLS,education,low,85,onset,I0,D1,0.205212253160416,primary_reproduction
CHARLS,education,low,86,onset,I0,D1,0.210783057151754,primary_reproduction
CHARLS,education,low,87,onset,I0,D1,0.215423120812815,primary_reproduction
CHARLS,education,low,88,onset,I0,D1,0.218953081302263,primary_reproduction
CHARLS,education,low,89,onset,I0,D1,0.221202420061075,primary_reproduction
CHARLS,education,low,90,onset,I0,D1,0.222017230929537,primary_reproduction
CHARLS,education,low,91,onset,I0,D1,0.221339315275299,primary_reproduction
CHARLS,education,low,92,onset,I0,D1,0.219421501591913,primary_reproduction
CHARLS,education,low,93,onset,I0,D1,0.216601449540796,primary_reproduction
CHARLS,education,low,94,onset,I0,D1,0.213215073649198,primary_reproduction
CHARLS,education,low,95,onset,I0,D1,0.20958569437884,primary_reproduction
CHARLS,education,low,96,onset,I0,D1,0.20958569437884,primary_reproduction
CHARLS,education,low,97,onset,I0,D1,0.20958569437884,primary_reproduction
CHARLS,education,low,98,onset,I0,D1,0.20958569437884,primary_reproduction
CHARLS,education,low,99,onset,I0,D1,0.20958569437884,primary_reproduction
CHARLS,education,high,60,recovery,D1,R1,0.346175236609715,primary_reproduction
CHARLS,education,high,61,recovery,D1,R1,0.33765458345098,primary_reproduction
CHARLS,education,high,62,recovery,D1,R1,0.32920126719436,primary_reproduction
CHARLS,education,high,63,recovery,D1,R1,0.320682116779149,primary_reproduction
CHARLS,education,high,64,recovery,D1,R1,0.311978436147579,primary_reproduction
CHARLS,education,high,65,recovery,D1,R1,0.302986445935094,primary_reproduction
CHARLS,education,high,66,recovery,D1,R1,0.293618091256425,primary_reproduction
CHARLS,education,high,67,recovery,D1,R1,0.283802100063531,primary_reproduction
CHARLS,education,high,68,recovery,D1,R1,0.273485168698326,primary_reproduction
CHARLS,education,high,69,recovery,D1,R1,0.262633143302214,primary_reproduction
CHARLS,education,high,70,recovery,D1,R1,0.25123205977438,primary_reproduction
CHARLS,education,high,71,recovery,D1,R1,0.239315026865477,primary_reproduction
CHARLS,education,high,72,recovery,D1,R1,0.22703013728835,primary_reproduction
CHARLS,education,high,73,recovery,D1,R1,0.214542010484364,primary_reproduction
CHARLS,education,high,74,recovery,D1,R1,0.202000819825574,primary_reproduction
CHARLS,education,high,75,recovery,D1,R1,0.189540721445347,primary_reproduction
CHARLS,education,high,76,recovery,D1,R1,0.177278960993193,primary_reproduction
CHARLS,education,high,77,recovery,D1,R1,0.165315584480876,primary_reproduction
CHARLS,education,high,78,recovery,D1,R1,0.153733667059275,primary_reproduction
CHARLS,education,high,79,recovery,D1,R1,0.142599967561001,primary_reproduction
CHARLS,education,high,80,recovery,D1,R1,0.131965916052272,primary_reproduction
CHARLS,education,high,81,recovery,D1,R1,0.121826928921599,primary_reproduction
CHARLS,education,high,82,recovery,D1,R1,0.112024662514475,primary_reproduction
CHARLS,education,high,83,recovery,D1,R1,0.102417242505515,primary_reproduction
CHARLS,education,high,84,recovery,D1,R1,0.0929227080822518,primary_reproduction
CHARLS,education,high,85,recovery,D1,R1,0.0835141838053994,primary_reproduction
CHARLS,education,high,86,recovery,D1,R1,0.0742144521562297,primary_reproduction
CHARLS,education,high,87,recovery,D1,R1,0.0650888878566979,primary_reproduction
CHARLS,education,high,88,recovery,D1,R1,0.0562361518435229,primary_reproduction
CHARLS,education,high,89,recovery,D1,R1,0.0477765709361488,primary_reproduction
CHARLS,education,high,90,recovery,D1,R1,0.0398387086529433,primary_reproduction
CHARLS,education,high,91,recovery,D1,R1,0.0325774386092661,primary_reproduction
CHARLS,education,high,92,recovery,D1,R1,0.0262060485167954,primary_reproduction
CHARLS,education,high,93,recovery,D1,R1,0.0208228820360641,primary_reproduction
CHARLS,education,high,94,recovery,D1,R1,0.0164103029451069,primary_reproduction
CHARLS,education,high,95,recovery,D1,R1,0.0128798435872284,primary_reproduction
CHARLS,education,high,96,recovery,D1,R1,0.0128798435872284,primary_reproduction
CHARLS,education,high,97,recovery,D1,R1,0.0128798435872284,primary_reproduction
CHARLS,education,high,98,recovery,D1,R1,0.0128798435872284,primary_reproduction
CHARLS,education,high,99,recovery,D1,R1,0.0128798435872284,primary_reproduction
CHARLS,education,low,60,recovery,D1,R1,0.248760496157294,primary_reproduction
CHARLS,education,low,61,recovery,D1,R1,0.242637580121735,primary_reproduction
CHARLS,education,low,62,recovery,D1,R1,0.236563052183903,primary_reproduction
CHARLS,education,low,63,recovery,D1,R1,0.230441216015374,primary_reproduction
CHARLS,education,low,64,recovery,D1,R1,0.224186776981814,primary_reproduction
CHARLS,education,low,65,recovery,D1,R1,0.217725159540294,primary_reproduction
CHARLS,education,low,66,recovery,D1,R1,0.210993087711972,primary_reproduction
CHARLS,education,low,67,recovery,D1,R1,0.203939345614951,primary_reproduction
CHARLS,education,low,68,recovery,D1,R1,0.196525629398957,primary_reproduction
CHARLS,education,low,69,recovery,D1,R1,0.18872739620271,primary_reproduction
CHARLS,education,low,70,recovery,D1,R1,0.180534611464869,primary_reproduction
CHARLS,education,low,71,recovery,D1,R1,0.171971067035249,primary_reproduction
CHARLS,education,low,72,recovery,D1,R1,0.163143181897153,primary_reproduction
CHARLS,education,low,73,recovery,D1,R1,0.154169251091879,primary_reproduction
CHARLS,education,low,74,recovery,D1,R1,0.145157188758255,primary_reproduction
CHARLS,education,low,75,recovery,D1,R1,0.136203399094992,primary_reproduction
CHARLS,education,low,76,recovery,D1,R1,0.127392134477359,primary_reproduction
CHARLS,education,low,77,recovery,D1,R1,0.118795287672064,primary_reproduction
CHARLS,education,low,78,recovery,D1,R1,0.110472556235619,primary_reproduction
CHARLS,education,low,79,recovery,D1,R1,0.102471912866725,primary_reproduction
CHARLS,education,low,80,recovery,D1,R1,0.0948303150581098,primary_reproduction
CHARLS,education,low,81,recovery,D1,R1,0.0875444690401806,primary_reproduction
CHARLS,education,low,82,recovery,D1,R1,0.0805005895334229,primary_reproduction
CHARLS,education,low,83,recovery,D1,R1,0.0735967260692812,primary_reproduction
CHARLS,education,low,84,recovery,D1,R1,0.0667739818515133,primary_reproduction
CHARLS,education,low,85,recovery,D1,R1,0.0600130442693244,primary_reproduction
CHARLS,education,low,86,recovery,D1,R1,0.0533302847460447,primary_reproduction
CHARLS,education,low,87,recovery,D1,R1,0.0467726813625706,primary_reproduction
CHARLS,education,low,88,recovery,D1,R1,0.0404111315747971,primary_reproduction
CHARLS,education,low,89,recovery,D1,R1,0.0343321018775525,primary_reproduction
CHARLS,education,low,90,recovery,D1,R1,0.0286279776330308,primary_reproduction
CHARLS,education,low,91,recovery,D1,R1,0.0234100505609286,primary_reproduction
CHARLS,education,low,92,recovery,D1,R1,0.0188315885769433,primary_reproduction
CHARLS,education,low,93,recovery,D1,R1,0.0149632611432459,primary_reproduction
CHARLS,education,low,94,recovery,D1,R1,0.011792394923149,primary_reproduction
CHARLS,education,low,95,recovery,D1,R1,0.00925541732148661,primary_reproduction
CHARLS,education,low,96,recovery,D1,R1,0.00925541732148661,primary_reproduction
CHARLS,education,low,97,recovery,D1,R1,0.00925541732148661,primary_reproduction
CHARLS,education,low,98,recovery,D1,R1,0.00925541732148661,primary_reproduction
CHARLS,education,low,99,recovery,D1,R1,0.00925541732148661,primary_reproduction
CHARLS,education,high,60,recovery,D2,R1,0.394166265122263,primary_reproduction
CHARLS,education,high,61,recovery,D2,R1,0.384464375221434,primary_reproduction
CHARLS,education,high,62,recovery,D2,R1,0.374839157284411,primary_reproduction
CHARLS,education,high,63,recovery,D2,R1,0.36513897845572,primary_reproduction
CHARLS,education,high,64,recovery,D2,R1,0.355228687584076,primary_reproduction
CHARLS,education,high,65,recovery,D2,R1,0.344990118145131,primary_reproduction
CHARLS,education,high,66,recovery,D2,R1,0.334323008012714,primary_reproduction
CHARLS,education,high,67,recovery,D2,R1,0.323146204539223,primary_reproduction
CHARLS,education,high,68,recovery,D2,R1,0.311399014464127,primary_reproduction
CHARLS,education,high,69,recovery,D2,R1,0.299042549104879,primary_reproduction
CHARLS,education,high,70,recovery,D2,R1,0.286060908486894,primary_reproduction
CHARLS,education,high,71,recovery,D2,R1,0.272491791299182,primary_reproduction
CHARLS,education,high,72,recovery,D2,R1,0.258503820670552,primary_reproduction
CHARLS,education,high,73,recovery,D2,R1,0.244284437594777,primary_reproduction
CHARLS,education,high,74,recovery,D2,R1,0.230004634306206,primary_reproduction
CHARLS,education,high,75,recovery,D2,R1,0.215817165295743,primary_reproduction
CHARLS,education,high,76,recovery,D2,R1,0.201855530233157,primary_reproduction
CHARLS,education,high,77,recovery,D2,R1,0.188233644727152,primary_reproduction
CHARLS,education,high,78,recovery,D2,R1,0.175046100818072,primary_reproduction
CHARLS,education,high,79,recovery,D2,R1,0.162368912261179,primary_reproduction
CHARLS,education,high,80,recovery,D2,R1,0.150260638985008,primary_reproduction
CHARLS,education,high,81,recovery,D2,R1,0.138716061942007,primary_reproduction
CHARLS,education,high,82,recovery,D2,R1,0.127554885951288,primary_reproduction
CHARLS,education,high,83,recovery,D2,R1,0.116615568340127,primary_reproduction
CHARLS,education,high,84,recovery,D2,R1,0.105804785889759,primary_reproduction
CHARLS,education,high,85,recovery,D2,R1,0.095091937360099,primary_reproduction
CHARLS,education,high,86,recovery,D2,R1,0.0845029636175166,primary_reproduction
CHARLS,education,high,87,recovery,D2,R1,0.0741123024243393,primary_reproduction
CHARLS,education,high,88,recovery,D2,R1,0.0640322922982522,primary_reproduction
CHARLS,education,high,89,recovery,D2,R1,0.0543999412282691,primary_reproduction
CHARLS,education,high,90,recovery,D2,R1,0.0453616357738743,primary_reproduction
CHARLS,education,high,91,recovery,D2,R1,0.037093720017707,primary_reproduction
CHARLS,education,high,92,recovery,D2,R1,0.0298390502123749,primary_reproduction
CHARLS,education,high,93,recovery,D2,R1,0.0237096036146871,primary_reproduction
CHARLS,education,high,94,recovery,D2,R1,0.0186852990547393,primary_reproduction
CHARLS,education,high,95,recovery,D2,R1,0.0146654044115248,primary_reproduction
CHARLS,education,high,96,recovery,D2,R1,0.0146654044115248,primary_reproduction
CHARLS,education,high,97,recovery,D2,R1,0.0146654044115248,primary_reproduction
CHARLS,education,high,98,recovery,D2,R1,0.0146654044115248,primary_reproduction
CHARLS,education,high,99,recovery,D2,R1,0.0146654044115248,primary_reproduction
CHARLS,education,low,60,recovery,D2,R1,0.283246706611856,primary_reproduction
CHARLS,education,low,61,recovery,D2,R1,0.276274957364192,primary_reproduction
CHARLS,education,low,62,recovery,D2,R1,0.269358304361842,primary_reproduction
CHARLS,education,low,63,recovery,D2,R1,0.262387784685531,primary_reproduction
CHARLS,education,low,64,recovery,D2,R1,0.255266279119629,primary_reproduction
CHARLS,education,low,65,recovery,D2,R1,0.247908873550946,primary_reproduction
CHARLS,education,low,66,recovery,D2,R1,0.240243519913602,primary_reproduction
CHARLS,education,low,67,recovery,D2,R1,0.232211902156227,primary_reproduction
CHARLS,education,low,68,recovery,D2,R1,0.223770406282189,primary_reproduction
CHARLS,education,low,69,recovery,D2,R1,0.214891086999792,primary_reproduction
CHARLS,education,low,70,recovery,D2,R1,0.205562518634556,primary_reproduction
CHARLS,education,low,71,recovery,D2,R1,0.195811791352357,primary_reproduction
CHARLS,education,low,72,recovery,D2,R1,0.185760077232394,primary_reproduction
CHARLS,education,low,73,recovery,D2,R1,0.175542070815694,primary_reproduction
CHARLS,education,low,74,recovery,D2,R1,0.165280646613655,primary_reproduction
CHARLS,education,low,75,recovery,D2,R1,0.155085573549438,primary_reproduction
CHARLS,education,low,76,recovery,D2,R1,0.145052784088961,primary_reproduction
CHARLS,education,low,77,recovery,D2,R1,0.135264137650071,primary_reproduction
CHARLS,education,low,78,recovery,D2,R1,0.12578760779182,primary_reproduction
CHARLS,education,low,79,recovery,D2,R1,0.11667781777282,primary_reproduction
CHARLS,education,low,80,recovery,D2,R1,0.107976848583668,primary_reproduction
CHARLS,education,low,81,recovery,D2,R1,0.0996809498323058,primary_reproduction
CHARLS,education,low,82,recovery,D2,R1,0.0916605619376044,primary_reproduction
CHARLS,education,low,83,recovery,D2,R1,0.0837996008150652,primary_reproduction
CHARLS,education,low,84,recovery,D2,R1,0.0760310046770518,primary_reproduction
CHARLS,education,low,85,recovery,D2,R1,0.068332783563389,primary_reproduction
CHARLS,education,low,86,recovery,D2,R1,0.0607235785035506,primary_reproduction
CHARLS,education,low,87,recovery,D2,R1,0.0532568802523084,primary_reproduction
CHARLS,education,low,88,recovery,D2,R1,0.0460134149345884,primary_reproduction
CHARLS,education,low,89,recovery,D2,R1,0.0390916360840934,primary_reproduction
CHARLS,education,low,90,recovery,D2,R1,0.0325967366473919,primary_reproduction
CHARLS,education,low,91,recovery,D2,R1,0.0266554369581547,primary_reproduction
CHARLS,education,low,92,recovery,D2,R1,0.0214422527977107,primary_reproduction
CHARLS,education,low,93,recovery,D2,R1,0.017037650689994,primary_reproduction
CHARLS,education,low,94,recovery,D2,R1,0.0134272003659951,primary_reproduction
CHARLS,education,low,95,recovery,D2,R1,0.0105385160229451,primary_reproduction
CHARLS,education,low,96,recovery,D2,R1,0.0105385160229451,primary_reproduction
CHARLS,education,low,97,recovery,D2,R1,0.0105385160229451,primary_reproduction
CHARLS,education,low,98,recovery,D2,R1,0.0105385160229451,primary_reproduction
CHARLS,education,low,99,recovery,D2,R1,0.0105385160229451,primary_reproduction
CHARLS,education,high,60,relapse,R1,D2,0.121348494351515,primary_reproduction
CHARLS,education,high,61,relapse,R1,D2,0.122068730581971,primary_reproduction
CHARLS,education,high,62,relapse,R1,D2,0.122854714830808,primary_reproduction
CHARLS,education,high,63,relapse,R1,D2,0.123769590939759,primary_reproduction
CHARLS,education,high,64,relapse,R1,D2,0.124878644000327,primary_reproduction
CHARLS,education,high,65,relapse,R1,D2,0.126250134068832,primary_reproduction
CHARLS,education,high,66,relapse,R1,D2,0.127956496513975,primary_reproduction
CHARLS,education,high,67,relapse,R1,D2,0.130075952716115,primary_reproduction
CHARLS,education,high,68,relapse,R1,D2,0.132694596078099,primary_reproduction
CHARLS,education,high,69,relapse,R1,D2,0.135909047301116,primary_reproduction
CHARLS,education,high,70,relapse,R1,D2,0.139829811860567,primary_reproduction
CHARLS,education,high,71,relapse,R1,D2,0.144535517994504,primary_reproduction
CHARLS,education,high,72,relapse,R1,D2,0.149912897325756,primary_reproduction
CHARLS,education,high,73,relapse,R1,D2,0.155779025888803,primary_reproduction
CHARLS,education,high,74,relapse,R1,D2,0.161920004952016,primary_reproduction
CHARLS,education,high,75,relapse,R1,D2,0.168085224549009,primary_reproduction
CHARLS,education,high,76,relapse,R1,D2,0.173985093743575,primary_reproduction
CHARLS,education,high,77,relapse,R1,D2,0.179293268278621,primary_reproduction
CHARLS,education,high,78,relapse,R1,D2,0.183654398001651,primary_reproduction
CHARLS,education,high,79,relapse,R1,D2,0.18669816763863,primary_reproduction
CHARLS,education,high,80,relapse,R1,D2,0.188059864478905,primary_reproduction
CHARLS,education,high,81,relapse,R1,D2,0.187521028554306,primary_reproduction
CHARLS,education,high,82,relapse,R1,D2,0.185370247315121,primary_reproduction
CHARLS,education,high,83,relapse,R1,D2,0.182040980138234,primary_reproduction
CHARLS,education,high,84,relapse,R1,D2,0.177967324508626,primary_reproduction
CHARLS,education,high,85,relapse,R1,D2,0.173562635425394,primary_reproduction
CHARLS,education,high,86,relapse,R1,D2,0.169207631425922,primary_reproduction
CHARLS,education,high,87,relapse,R1,D2,0.165247268699408,primary_reproduction
CHARLS,education,high,88,relapse,R1,D2,0.161995203117973,primary_reproduction
CHARLS,education,high,89,relapse,R1,D2,0.159744689011795,primary_reproduction
CHARLS,education,high,90,relapse,R1,D2,0.158785191813879,primary_reproduction
CHARLS,education,high,91,relapse,R1,D2,0.159316172589859,primary_reproduction
CHARLS,education,high,92,relapse,R1,D2,0.16113855986174,primary_reproduction
CHARLS,education,high,93,relapse,R1,D2,0.1639669815429,primary_reproduction
CHARLS,education,high,94,relapse,R1,D2,0.167516734843089,primary_reproduction
CHARLS,education,high,95,relapse,R1,D2,0.171487486002375,primary_reproduction
CHARLS,education,high,96,relapse,R1,D2,0.171487486002375,primary_reproduction
CHARLS,education,high,97,relapse,R1,D2,0.171487486002375,primary_reproduction
CHARLS,education,high,98,relapse,R1,D2,0.171487486002375,primary_reproduction
CHARLS,education,high,99,relapse,R1,D2,0.171487486002375,primary_reproduction
CHARLS,education,low,60,relapse,R1,D2,0.177714449775157,primary_reproduction
CHARLS,education,low,61,relapse,R1,D2,0.178769233240642,primary_reproduction
CHARLS,education,low,62,relapse,R1,D2,0.179920304451378,primary_reproduction
CHARLS,education,low,63,relapse,R1,D2,0.181260137344924,primary_reproduction
CHARLS,education,low,64,relapse,R1,D2,0.182884341711724,primary_reproduction
CHARLS,education,low,65,relapse,R1,D2,0.184892884167888,primary_reproduction
CHARLS,education,low,66,relapse,R1,D2,0.187391846060048,primary_reproduction
CHARLS,education,low,67,relapse,R1,D2,0.19049578232888,primary_reproduction
CHARLS,education,low,68,relapse,R1,D2,0.194330776464731,primary_reproduction
CHARLS,education,low,69,relapse,R1,D2,0.199038329149916,primary_reproduction
CHARLS,education,low,70,relapse,R1,D2,0.204780275270503,primary_reproduction
CHARLS,education,low,71,relapse,R1,D2,0.211671765608848,primary_reproduction
CHARLS,education,low,72,relapse,R1,D2,0.219546919018807,primary_reproduction
CHARLS,education,low,73,relapse,R1,D2,0.228137843986301,primary_reproduction
CHARLS,education,low,74,relapse,R1,D2,0.237131286559543,primary_reproduction
CHARLS,education,low,75,relapse,R1,D2,0.246160229310565,primary_reproduction
CHARLS,education,low,76,relapse,R1,D2,0.254800567316083,primary_reproduction
CHARLS,education,low,77,relapse,R1,D2,0.262574370541639,primary_reproduction
CHARLS,education,low,78,relapse,R1,D2,0.268961229919401,primary_reproduction
CHARLS,education,low,79,relapse,R1,D2,0.273418820012864,primary_reproduction
CHARLS,education,low,80,relapse,R1,D2,0.275413020320196,primary_reproduction
CHARLS,education,low,81,relapse,R1,D2,0.27462389697449,primary_reproduction
CHARLS,education,low,82,relapse,R1,D2,0.271474085297376,primary_reproduction
CHARLS,education,low,83,relapse,R1,D2,0.266598385045331,primary_reproduction
CHARLS,education,low,84,relapse,R1,D2,0.260632530481927,primary_reproduction
CHARLS,education,low,85,relapse,R1,D2,0.254181878571985,primary_reproduction
CHARLS,education,low,86,relapse,R1,D2,0.247803990295161,primary_reproduction
CHARLS,education,low,87,relapse,R1,D2,0.24200405279603,primary_reproduction
CHARLS,education,low,88,relapse,R1,D2,0.237241414013192,primary_reproduction
CHARLS,education,low,89,relapse,R1,D2,0.23394554389772,primary_reproduction
CHARLS,education,low,90,relapse,R1,D2,0.232540363573896,primary_reproduction
CHARLS,education,low,91,relapse,R1,D2,0.233317983081652,primary_reproduction
CHARLS,education,low,92,relapse,R1,D2,0.235986862930803,primary_reproduction
CHARLS,education,low,93,relapse,R1,D2,0.240129076688671,primary_reproduction
CHARLS,education,low,94,relapse,R1,D2,0.245327678104797,primary_reproduction
CHARLS,education,low,95,relapse,R1,D2,0.25114282942775,primary_reproduction
CHARLS,education,low,96,relapse,R1,D2,0.25114282942775,primary_reproduction
CHARLS,education,low,97,relapse,R1,D2,0.25114282942775,primary_reproduction
CHARLS,education,low,98,relapse,R1,D2,0.25114282942775,primary_reproduction
CHARLS,education,low,99,relapse,R1,D2,0.25114282942775,primary_reproduction
CHARLS,education,high,60,death_pre,I0,DEAD,0.00385769347327465,primary_reproduction
CHARLS,education,high,61,death_pre,I0,DEAD,0.00439158266964962,primary_reproduction
CHARLS,education,high,62,death_pre,I0,DEAD,0.00499584851505791,primary_reproduction
CHARLS,education,high,63,death_pre,I0,DEAD,0.00567527831701656,primary_reproduction
CHARLS,education,high,64,death_pre,I0,DEAD,0.00643353435269199,primary_reproduction
CHARLS,education,high,65,death_pre,I0,DEAD,0.00727263000442091,primary_reproduction
CHARLS,education,high,66,death_pre,I0,DEAD,0.00819233350509449,primary_reproduction
CHARLS,education,high,67,death_pre,I0,DEAD,0.00918952086210241,primary_reproduction
CHARLS,education,high,68,death_pre,I0,DEAD,0.0102575130500476,primary_reproduction
CHARLS,education,high,69,death_pre,I0,DEAD,0.0113854475391457,primary_reproduction
CHARLS,education,high,70,death_pre,I0,DEAD,0.0125577492063325,primary_reproduction
CHARLS,education,high,71,death_pre,I0,DEAD,0.01375778390613,primary_reproduction
CHARLS,education,high,72,death_pre,I0,DEAD,0.0149826031603669,primary_reproduction
CHARLS,education,high,73,death_pre,I0,DEAD,0.0162361021919257,primary_reproduction
CHARLS,education,high,74,death_pre,I0,DEAD,0.0175261116524948,primary_reproduction
CHARLS,education,high,75,death_pre,I0,DEAD,0.0188648024794825,primary_reproduction
CHARLS,education,high,76,death_pre,I0,DEAD,0.0202691451537122,primary_reproduction
CHARLS,education,high,77,death_pre,I0,DEAD,0.0217614924724731,primary_reproduction
CHARLS,education,high,78,death_pre,I0,DEAD,0.0233703699801921,primary_reproduction
CHARLS,education,high,79,death_pre,I0,DEAD,0.0251315778589582,primary_reproduction
CHARLS,education,high,80,death_pre,I0,DEAD,0.0270897360943703,primary_reproduction
CHARLS,education,high,81,death_pre,I0,DEAD,0.0292876282533342,primary_reproduction
CHARLS,education,high,82,death_pre,I0,DEAD,0.0317220674106384,primary_reproduction
CHARLS,education,high,83,death_pre,I0,DEAD,0.034367664841341,primary_reproduction
CHARLS,education,high,84,death_pre,I0,DEAD,0.0371846103537077,primary_reproduction
CHARLS,education,high,85,death_pre,I0,DEAD,0.0401157138647634,primary_reproduction
CHARLS,education,high,86,death_pre,I0,DEAD,0.043084127617724,primary_reproduction
CHARLS,education,high,87,death_pre,I0,DEAD,0.0459922843292432,primary_reproduction
CHARLS,education,high,88,death_pre,I0,DEAD,0.0487226571434946,primary_reproduction
CHARLS,education,high,89,death_pre,I0,DEAD,0.0511409353127525,primary_reproduction
CHARLS,education,high,90,death_pre,I0,DEAD,0.0531020753428717,primary_reproduction
CHARLS,education,high,91,death_pre,I0,DEAD,0.0544962567526604,primary_reproduction
CHARLS,education,high,92,death_pre,I0,DEAD,0.0553753748370044,primary_reproduction
CHARLS,education,high,93,death_pre,I0,DEAD,0.0558518813970077,primary_reproduction
CHARLS,education,high,94,death_pre,I0,DEAD,0.056053966495714,primary_reproduction
CHARLS,education,high,95,death_pre,I0,DEAD,0.0561175367022878,primary_reproduction
CHARLS,education,high,96,death_pre,I0,DEAD,0.0561175367022878,primary_reproduction
CHARLS,education,high,97,death_pre,I0,DEAD,0.0561175367022878,primary_reproduction
CHARLS,education,high,98,death_pre,I0,DEAD,0.0561175367022878,primary_reproduction
CHARLS,education,high,99,death_pre,I0,DEAD,0.0561175367022878,primary_reproduction
CHARLS,education,low,60,death_pre,I0,DEAD,0.0051489660208124,primary_reproduction
CHARLS,education,low,61,death_pre,I0,DEAD,0.00586156212261726,primary_reproduction
