cohort,exposure,ses,age,process,origin_state,destination,annual_hazard,sensitivity
CHARLS,wealth,high,88,relapse,R1,D2,0.261700787439779,exclude_explicit_proxy
CHARLS,wealth,high,89,relapse,R1,D2,0.265635729961075,exclude_explicit_proxy
CHARLS,wealth,high,90,relapse,R1,D2,0.272553413908288,exclude_explicit_proxy
CHARLS,wealth,high,91,relapse,R1,D2,0.283072277007088,exclude_explicit_proxy
CHARLS,wealth,high,92,relapse,R1,D2,0.29705920493255,exclude_explicit_proxy
CHARLS,wealth,high,93,relapse,R1,D2,0.314169241310456,exclude_explicit_proxy
CHARLS,wealth,high,94,relapse,R1,D2,0.333990638544159,exclude_explicit_proxy
CHARLS,wealth,high,95,relapse,R1,D2,0.355983538711361,exclude_explicit_proxy
CHARLS,wealth,high,96,relapse,R1,D2,0.355983538711361,exclude_explicit_proxy
CHARLS,wealth,high,97,relapse,R1,D2,0.355983538711361,exclude_explicit_proxy
CHARLS,wealth,high,98,relapse,R1,D2,0.355983538711361,exclude_explicit_proxy
CHARLS,wealth,high,99,relapse,R1,D2,0.355983538711361,exclude_explicit_proxy
CHARLS,wealth,low,60,relapse,R1,D2,0.170732448353726,exclude_explicit_proxy
CHARLS,wealth,low,61,relapse,R1,D2,0.172503276071172,exclude_explicit_proxy
CHARLS,wealth,low,62,relapse,R1,D2,0.174369240750203,exclude_explicit_proxy
CHARLS,wealth,low,63,relapse,R1,D2,0.176410692994814,exclude_explicit_proxy
CHARLS,wealth,low,64,relapse,R1,D2,0.178711987994607,exclude_explicit_proxy
CHARLS,wealth,low,65,relapse,R1,D2,0.181362488622274,exclude_explicit_proxy
CHARLS,wealth,low,66,relapse,R1,D2,0.184458000966218,exclude_explicit_proxy
CHARLS,wealth,low,67,relapse,R1,D2,0.188102700209795,exclude_explicit_proxy
CHARLS,wealth,low,68,relapse,R1,D2,0.192411627504745,exclude_explicit_proxy
CHARLS,wealth,low,69,relapse,R1,D2,0.197513869536022,exclude_explicit_proxy
CHARLS,wealth,low,70,relapse,R1,D2,0.203556574167472,exclude_explicit_proxy
CHARLS,wealth,low,71,relapse,R1,D2,0.210648460509745,exclude_explicit_proxy
CHARLS,wealth,low,72,relapse,R1,D2,0.218662300342322,exclude_explicit_proxy
CHARLS,wealth,low,73,relapse,R1,D2,0.227385081504754,exclude_explicit_proxy
CHARLS,wealth,low,74,relapse,R1,D2,0.236566050866194,exclude_explicit_proxy
CHARLS,wealth,low,75,relapse,R1,D2,0.245909459262462,exclude_explicit_proxy
CHARLS,wealth,low,76,relapse,R1,D2,0.255070584515034,exclude_explicit_proxy
CHARLS,wealth,low,77,relapse,R1,D2,0.263656093472313,exclude_explicit_proxy
CHARLS,wealth,low,78,relapse,R1,D2,0.271229864359816,exclude_explicit_proxy
CHARLS,wealth,low,79,relapse,R1,D2,0.277325256986186,exclude_explicit_proxy
CHARLS,wealth,low,80,relapse,R1,D2,0.281464437389465,exclude_explicit_proxy
CHARLS,wealth,low,81,relapse,R1,D2,0.283348994680391,exclude_explicit_proxy
CHARLS,wealth,low,82,relapse,R1,D2,0.283382649291955,exclude_explicit_proxy
CHARLS,wealth,low,83,relapse,R1,D2,0.282175660514226,exclude_explicit_proxy
CHARLS,wealth,low,84,relapse,R1,D2,0.280350825203228,exclude_explicit_proxy
CHARLS,wealth,low,85,relapse,R1,D2,0.278523216262502,exclude_explicit_proxy
CHARLS,wealth,low,86,relapse,R1,D2,0.277293391041334,exclude_explicit_proxy
CHARLS,wealth,low,87,relapse,R1,D2,0.277253776582594,exclude_explicit_proxy
CHARLS,wealth,low,88,relapse,R1,D2,0.279007923498069,exclude_explicit_proxy
CHARLS,wealth,low,89,relapse,R1,D2,0.283203096744172,exclude_explicit_proxy
CHARLS,wealth,low,90,relapse,R1,D2,0.290578269942578,exclude_explicit_proxy
CHARLS,wealth,low,91,relapse,R1,D2,0.30179278014512,exclude_explicit_proxy
CHARLS,wealth,low,92,relapse,R1,D2,0.316704709737607,exclude_explicit_proxy
CHARLS,wealth,low,93,relapse,R1,D2,0.334946289243264,exclude_explicit_proxy
CHARLS,wealth,low,94,relapse,R1,D2,0.356078540839101,exclude_explicit_proxy
CHARLS,wealth,low,95,relapse,R1,D2,0.37952590401818,exclude_explicit_proxy
CHARLS,wealth,low,96,relapse,R1,D2,0.37952590401818,exclude_explicit_proxy
CHARLS,wealth,low,97,relapse,R1,D2,0.37952590401818,exclude_explicit_proxy
CHARLS,wealth,low,98,relapse,R1,D2,0.37952590401818,exclude_explicit_proxy
CHARLS,wealth,low,99,relapse,R1,D2,0.37952590401818,exclude_explicit_proxy
CHARLS,wealth,high,60,death_pre,I0,DEAD,0.00260485344171685,exclude_explicit_proxy
CHARLS,wealth,high,61,death_pre,I0,DEAD,0.00286413211634006,exclude_explicit_proxy
CHARLS,wealth,high,62,death_pre,I0,DEAD,0.00314891409609572,exclude_explicit_proxy
CHARLS,wealth,high,63,death_pre,I0,DEAD,0.0034613427239883,exclude_explicit_proxy
CHARLS,wealth,high,64,death_pre,I0,DEAD,0.00380366647772907,exclude_explicit_proxy
CHARLS,wealth,high,65,death_pre,I0,DEAD,0.0041782296185594,exclude_explicit_proxy
CHARLS,wealth,high,66,death_pre,I0,DEAD,0.00458745944451594,exclude_explicit_proxy
CHARLS,wealth,high,67,death_pre,I0,DEAD,0.00503384970474455,exclude_explicit_proxy
CHARLS,wealth,high,68,death_pre,I0,DEAD,0.0055199397299545,exclude_explicit_proxy
CHARLS,wealth,high,69,death_pre,I0,DEAD,0.00604828884556819,exclude_explicit_proxy
CHARLS,wealth,high,70,death_pre,I0,DEAD,0.00662144566137266,exclude_explicit_proxy
CHARLS,wealth,high,71,death_pre,I0,DEAD,0.00724101654754383,exclude_explicit_proxy
CHARLS,wealth,high,72,death_pre,I0,DEAD,0.00790427820750735,exclude_explicit_proxy
CHARLS,wealth,high,73,death_pre,I0,DEAD,0.00860551150367922,exclude_explicit_proxy
CHARLS,wealth,high,74,death_pre,I0,DEAD,0.00933638585431074,exclude_explicit_proxy
CHARLS,wealth,high,75,death_pre,I0,DEAD,0.0100856608904458,exclude_explicit_proxy
CHARLS,wealth,high,76,death_pre,I0,DEAD,0.0108390004883465,exclude_explicit_proxy
CHARLS,wealth,high,77,death_pre,I0,DEAD,0.0115789519257682,exclude_explicit_proxy
CHARLS,wealth,high,78,death_pre,I0,DEAD,0.0122851437730338,exclude_explicit_proxy
CHARLS,wealth,high,79,death_pre,I0,DEAD,0.0129347503329678,exclude_explicit_proxy
CHARLS,wealth,high,80,death_pre,I0,DEAD,0.013503256223651,exclude_explicit_proxy
CHARLS,wealth,high,81,death_pre,I0,DEAD,0.0139732288567786,exclude_explicit_proxy
CHARLS,wealth,high,82,death_pre,I0,DEAD,0.0143603579858625,exclude_explicit_proxy
CHARLS,wealth,high,83,death_pre,I0,DEAD,0.0146931778169193,exclude_explicit_proxy
CHARLS,wealth,high,84,death_pre,I0,DEAD,0.0150044444144578,exclude_explicit_proxy
CHARLS,wealth,high,85,death_pre,I0,DEAD,0.0153302614954871,exclude_explicit_proxy
CHARLS,wealth,high,86,death_pre,I0,DEAD,0.0157100081041341,exclude_explicit_proxy
CHARLS,wealth,high,87,death_pre,I0,DEAD,0.016187217435448,exclude_explicit_proxy
CHARLS,wealth,high,88,death_pre,I0,DEAD,0.0168115857392418,exclude_explicit_proxy
CHARLS,wealth,high,89,death_pre,I0,DEAD,0.0176423969833161,exclude_explicit_proxy
CHARLS,wealth,high,90,death_pre,I0,DEAD,0.0187538602055506,exclude_explicit_proxy
CHARLS,wealth,high,91,death_pre,I0,DEAD,0.0202245649162294,exclude_explicit_proxy
CHARLS,wealth,high,92,death_pre,I0,DEAD,0.0220796626750992,exclude_explicit_proxy
CHARLS,wealth,high,93,death_pre,I0,DEAD,0.024327597998696,exclude_explicit_proxy
CHARLS,wealth,high,94,death_pre,I0,DEAD,0.0269692204925554,exclude_explicit_proxy
CHARLS,wealth,high,95,death_pre,I0,DEAD,0.0299894665453512,exclude_explicit_proxy
CHARLS,wealth,high,96,death_pre,I0,DEAD,0.0299894665453512,exclude_explicit_proxy
CHARLS,wealth,high,97,death_pre,I0,DEAD,0.0299894665453512,exclude_explicit_proxy
CHARLS,wealth,high,98,death_pre,I0,DEAD,0.0299894665453512,exclude_explicit_proxy
CHARLS,wealth,high,99,death_pre,I0,DEAD,0.0299894665453512,exclude_explicit_proxy
CHARLS,wealth,low,60,death_pre,I0,DEAD,0.00293464643319516,exclude_explicit_proxy
CHARLS,wealth,low,61,death_pre,I0,DEAD,0.00322675163401024,exclude_explicit_proxy
CHARLS,wealth,low,62,death_pre,I0,DEAD,0.00354758903996326,exclude_explicit_proxy
CHARLS,wealth,low,63,death_pre,I0,DEAD,0.00389957335654297,exclude_explicit_proxy
CHARLS,wealth,low,64,death_pre,I0,DEAD,0.00428523773474737,exclude_explicit_proxy
CHARLS,wealth,low,65,death_pre,I0,DEAD,0.0047072232359814,exclude_explicit_proxy
CHARLS,wealth,low,66,death_pre,I0,DEAD,0.0051682644714948,exclude_explicit_proxy
CHARLS,wealth,low,67,death_pre,I0,DEAD,0.00567117091682999,exclude_explicit_proxy
CHARLS,wealth,low,68,death_pre,I0,DEAD,0.00621880340004329,exclude_explicit_proxy
CHARLS,wealth,low,69,death_pre,I0,DEAD,0.0068140452753772,exclude_explicit_proxy
CHARLS,wealth,low,70,death_pre,I0,DEAD,0.00745976782476312,exclude_explicit_proxy
CHARLS,wealth,low,71,death_pre,I0,DEAD,0.00815778079627809,exclude_explicit_proxy
CHARLS,wealth,low,72,death_pre,I0,DEAD,0.00890501610461243,exclude_explicit_proxy
CHARLS,wealth,low,73,death_pre,I0,DEAD,0.00969503052864549,exclude_explicit_proxy
CHARLS,wealth,low,74,death_pre,I0,DEAD,0.010518438775668,exclude_explicit_proxy
CHARLS,wealth,low,75,death_pre,I0,DEAD,0.011362577365986,exclude_explicit_proxy
CHARLS,wealth,low,76,death_pre,I0,DEAD,0.0122112951205276,exclude_explicit_proxy
CHARLS,wealth,low,77,death_pre,I0,DEAD,0.013044929678154,exclude_explicit_proxy
CHARLS,wealth,low,78,death_pre,I0,DEAD,0.0138405304411527,exclude_explicit_proxy
CHARLS,wealth,low,79,death_pre,I0,DEAD,0.0145723818165736,exclude_explicit_proxy
CHARLS,wealth,low,80,death_pre,I0,DEAD,0.0152128646006048,exclude_explicit_proxy
CHARLS,wealth,low,81,death_pre,I0,DEAD,0.0157423391151472,exclude_explicit_proxy
CHARLS,wealth,low,82,death_pre,I0,DEAD,0.0161784815482137,exclude_explicit_proxy
CHARLS,wealth,low,83,death_pre,I0,DEAD,0.0165534387394574,exclude_explicit_proxy
CHARLS,wealth,low,84,death_pre,I0,DEAD,0.0169041139043668,exclude_explicit_proxy
CHARLS,wealth,low,85,death_pre,I0,DEAD,0.017271181747572,exclude_explicit_proxy
CHARLS,wealth,low,86,death_pre,I0,DEAD,0.0176990069805531,exclude_explicit_proxy
CHARLS,wealth,low,87,death_pre,I0,DEAD,0.0182366344107953,exclude_explicit_proxy
CHARLS,wealth,low,88,death_pre,I0,DEAD,0.01894005218716,exclude_explicit_proxy
CHARLS,wealth,low,89,death_pre,I0,DEAD,0.0198760500498552,exclude_explicit_proxy
CHARLS,wealth,low,90,death_pre,I0,DEAD,0.0211282324293016,exclude_explicit_proxy
CHARLS,wealth,low,91,death_pre,I0,DEAD,0.0227851388273184,exclude_explicit_proxy
CHARLS,wealth,low,92,death_pre,I0,DEAD,0.0248751051701877,exclude_explicit_proxy
CHARLS,wealth,low,93,death_pre,I0,DEAD,0.0274076451103614,exclude_explicit_proxy
CHARLS,wealth,low,94,death_pre,I0,DEAD,0.0303837158194848,exclude_explicit_proxy
CHARLS,wealth,low,95,death_pre,I0,DEAD,0.0337863465257893,exclude_explicit_proxy
CHARLS,wealth,low,96,death_pre,I0,DEAD,0.0337863465257893,exclude_explicit_proxy
CHARLS,wealth,low,97,death_pre,I0,DEAD,0.0337863465257893,exclude_explicit_proxy
CHARLS,wealth,low,98,death_pre,I0,DEAD,0.0337863465257893,exclude_explicit_proxy
CHARLS,wealth,low,99,death_pre,I0,DEAD,0.0337863465257893,exclude_explicit_proxy
CHARLS,wealth,high,60,death_post,D1,DEAD,0.00741558847423683,exclude_explicit_proxy
CHARLS,wealth,high,61,death_post,D1,DEAD,0.00786053344182755,exclude_explicit_proxy
CHARLS,wealth,high,62,death_post,D1,DEAD,0.00833772600570742,exclude_explicit_proxy
CHARLS,wealth,high,63,death_post,D1,DEAD,0.00885567398628777,exclude_explicit_proxy
CHARLS,wealth,high,64,death_post,D1,DEAD,0.00942460641694075,exclude_explicit_proxy
CHARLS,wealth,high,65,death_post,D1,DEAD,0.0100568420115733,exclude_explicit_proxy
CHARLS,wealth,high,66,death_post,D1,DEAD,0.010767280713514,exclude_explicit_proxy
CHARLS,wealth,high,67,death_post,D1,DEAD,0.0115740578143076,exclude_explicit_proxy
CHARLS,wealth,high,68,death_post,D1,DEAD,0.0124994143046833,exclude_explicit_proxy
CHARLS,wealth,high,69,death_post,D1,DEAD,0.0135708573130148,exclude_explicit_proxy
CHARLS,wealth,high,70,death_post,D1,DEAD,0.0148227133682521,exclude_explicit_proxy
CHARLS,wealth,high,71,death_post,D1,DEAD,0.0162922056889593,exclude_explicit_proxy
CHARLS,wealth,high,72,death_post,D1,DEAD,0.0179991382706107,exclude_explicit_proxy
CHARLS,wealth,high,73,death_post,D1,DEAD,0.019955878267814,exclude_explicit_proxy
CHARLS,wealth,high,74,death_post,D1,DEAD,0.0221699611326542,exclude_explicit_proxy
CHARLS,wealth,high,75,death_post,D1,DEAD,0.0246411866973349,exclude_explicit_proxy
CHARLS,wealth,high,76,death_post,D1,DEAD,0.0273582653486382,exclude_explicit_proxy
CHARLS,wealth,high,77,death_post,D1,DEAD,0.030295170106724,exclude_explicit_proxy
CHARLS,wealth,high,78,death_post,D1,DEAD,0.0334074849880902,exclude_explicit_proxy
CHARLS,wealth,high,79,death_post,D1,DEAD,0.0366291943019363,exclude_explicit_proxy
CHARLS,wealth,high,80,death_post,D1,DEAD,0.0398705105151872,exclude_explicit_proxy
CHARLS,wealth,high,81,death_post,D1,DEAD,0.0430370532333643,exclude_explicit_proxy
CHARLS,wealth,high,82,death_post,D1,DEAD,0.0461016247568939,exclude_explicit_proxy
CHARLS,wealth,high,83,death_post,D1,DEAD,0.0490667606246901,exclude_explicit_proxy
CHARLS,wealth,high,84,death_post,D1,DEAD,0.051948196137367,exclude_explicit_proxy
CHARLS,wealth,high,85,death_post,D1,DEAD,0.0547746944337809,exclude_explicit_proxy
CHARLS,wealth,high,86,death_post,D1,DEAD,0.0575877804829378,exclude_explicit_proxy
CHARLS,wealth,high,87,death_post,D1,DEAD,0.06044161784695,exclude_explicit_proxy
CHARLS,wealth,high,88,death_post,D1,DEAD,0.063403270693313,exclude_explicit_proxy
CHARLS,wealth,high,89,death_post,D1,DEAD,0.0665536014923648,exclude_explicit_proxy
CHARLS,wealth,high,90,death_post,D1,DEAD,0.0699890758450554,exclude_explicit_proxy
CHARLS,wealth,high,91,death_post,D1,DEAD,0.0738027779095782,exclude_explicit_proxy
CHARLS,wealth,high,92,death_post,D1,DEAD,0.0780127843450602,exclude_explicit_proxy
CHARLS,wealth,high,93,death_post,D1,DEAD,0.0826126994097331,exclude_explicit_proxy
CHARLS,wealth,high,94,death_post,D1,DEAD,0.0875897239827237,exclude_explicit_proxy
CHARLS,wealth,high,95,death_post,D1,DEAD,0.0929227721049449,exclude_explicit_proxy
CHARLS,wealth,high,96,death_post,D1,DEAD,0.0929227721049449,exclude_explicit_proxy
CHARLS,wealth,high,97,death_post,D1,DEAD,0.0929227721049449,exclude_explicit_proxy
CHARLS,wealth,high,98,death_post,D1,DEAD,0.0929227721049449,exclude_explicit_proxy
CHARLS,wealth,high,99,death_post,D1,DEAD,0.0929227721049449,exclude_explicit_proxy
CHARLS,wealth,low,60,death_post,D1,DEAD,0.00963661381812519,exclude_explicit_proxy
CHARLS,wealth,low,61,death_post,D1,DEAD,0.0102148231993343,exclude_explicit_proxy
CHARLS,wealth,low,62,death_post,D1,DEAD,0.0108349385780352,exclude_explicit_proxy
CHARLS,wealth,low,63,death_post,D1,DEAD,0.0115080159317842,exclude_explicit_proxy
CHARLS,wealth,low,64,death_post,D1,DEAD,0.0122473479675164,exclude_explicit_proxy
CHARLS,wealth,low,65,death_post,D1,DEAD,0.0130689429479705,exclude_explicit_proxy
CHARLS,wealth,low,66,death_post,D1,DEAD,0.0139921634632186,exclude_explicit_proxy
CHARLS,wealth,low,67,death_post,D1,DEAD,0.0150405764630318,exclude_explicit_proxy
CHARLS,wealth,low,68,death_post,D1,DEAD,0.0162430842846062,exclude_explicit_proxy
CHARLS,wealth,low,69,death_post,D1,DEAD,0.017635432651198,exclude_explicit_proxy
CHARLS,wealth,low,70,death_post,D1,DEAD,0.0192622291491583,exclude_explicit_proxy
CHARLS,wealth,low,71,death_post,D1,DEAD,0.0211718456350992,exclude_explicit_proxy
CHARLS,wealth,low,72,death_post,D1,DEAD,0.0233900175522838,exclude_explicit_proxy
CHARLS,wealth,low,73,death_post,D1,DEAD,0.0259328161125111,exclude_explicit_proxy
CHARLS,wealth,low,74,death_post,D1,DEAD,0.0288100336932762,exclude_explicit_proxy
CHARLS,wealth,low,75,death_post,D1,DEAD,0.032021410175,exclude_explicit_proxy
CHARLS,wealth,low,76,death_post,D1,DEAD,0.0355522746191433,exclude_explicit_proxy
CHARLS,wealth,low,77,death_post,D1,DEAD,0.039368804766766,exclude_explicit_proxy
CHARLS,wealth,low,78,death_post,D1,DEAD,0.0434132817083234,exclude_explicit_proxy
CHARLS,wealth,low,79,death_post,D1,DEAD,0.047599917549788,exclude_explicit_proxy
CHARLS,wealth,low,80,death_post,D1,DEAD,0.0518120327066691,exclude_explicit_proxy
CHARLS,wealth,low,81,death_post,D1,DEAD,0.0559269791360299,exclude_explicit_proxy
CHARLS,wealth,low,82,death_post,D1,DEAD,0.0599094132197009,exclude_explicit_proxy
CHARLS,wealth,low,83,death_post,D1,DEAD,0.0637626299098523,exclude_explicit_proxy
CHARLS,wealth,low,84,death_post,D1,DEAD,0.0675070773497238,exclude_explicit_proxy
CHARLS,wealth,low,85,death_post,D1,DEAD,0.0711801334577806,exclude_explicit_proxy
CHARLS,wealth,low,86,death_post,D1,DEAD,0.0748357602481643,exclude_explicit_proxy
CHARLS,wealth,low,87,death_post,D1,DEAD,0.0785443436832169,exclude_explicit_proxy
CHARLS,wealth,low,88,death_post,D1,DEAD,0.0823930341604335,exclude_explicit_proxy
CHARLS,wealth,low,89,death_post,D1,DEAD,0.0864869130771613,exclude_explicit_proxy
CHARLS,wealth,low,90,death_post,D1,DEAD,0.0909513382180614,exclude_explicit_proxy
CHARLS,wealth,low,91,death_post,D1,DEAD,0.0959072731571257,exclude_explicit_proxy
CHARLS,wealth,low,92,death_post,D1,DEAD,0.101378208650851,exclude_explicit_proxy
CHARLS,wealth,low,93,death_post,D1,DEAD,0.107355833383997,exclude_explicit_proxy
CHARLS,wealth,low,94,death_post,D1,DEAD,0.113823514801305,exclude_explicit_proxy
CHARLS,wealth,low,95,death_post,D1,DEAD,0.120753851538015,exclude_explicit_proxy
CHARLS,wealth,low,96,death_post,D1,DEAD,0.120753851538015,exclude_explicit_proxy
CHARLS,wealth,low,97,death_post,D1,DEAD,0.120753851538015,exclude_explicit_proxy
CHARLS,wealth,low,98,death_post,D1,DEAD,0.120753851538015,exclude_explicit_proxy
CHARLS,wealth,low,99,death_post,D1,DEAD,0.120753851538015,exclude_explicit_proxy
CHARLS,wealth,high,60,death_post,R1,DEAD,0.00427509117787391,exclude_explicit_proxy
CHARLS,wealth,high,61,death_post,R1,DEAD,0.00453160221704429,exclude_explicit_proxy
CHARLS,wealth,high,62,death_post,R1,DEAD,0.00480670401470707,exclude_explicit_proxy
CHARLS,wealth,high,63,death_post,R1,DEAD,0.0051053013344032,exclude_explicit_proxy
CHARLS,wealth,high,64,death_post,R1,DEAD,0.00543329121997209,exclude_explicit_proxy
CHARLS,wealth,high,65,death_post,R1,DEAD,0.00579777541732765,exclude_explicit_proxy
CHARLS,wealth,high,66,death_post,R1,DEAD,0.00620734375268481,exclude_explicit_proxy
CHARLS,wealth,high,67,death_post,R1,DEAD,0.00667245123243455,exclude_explicit_proxy
CHARLS,wealth,high,68,death_post,R1,DEAD,0.00720591980099622,exclude_explicit_proxy
CHARLS,wealth,high,69,death_post,R1,DEAD,0.00782360733428184,exclude_explicit_proxy
CHARLS,wealth,high,70,death_post,R1,DEAD,0.00854530309670262,exclude_explicit_proxy
CHARLS,wealth,high,71,death_post,R1,DEAD,0.00939246629595974,exclude_explicit_proxy
CHARLS,wealth,high,72,death_post,R1,DEAD,0.0103765139472548,exclude_explicit_proxy
CHARLS,wealth,high,73,death_post,R1,DEAD,0.0115045757225946,exclude_explicit_proxy
CHARLS,wealth,high,74,death_post,R1,DEAD,0.0127809958146001,exclude_explicit_proxy
CHARLS,wealth,high,75,death_post,R1,DEAD,0.0142056588264172,exclude_explicit_proxy
CHARLS,wealth,high,76,death_post,R1,DEAD,0.0157720562892931,exclude_explicit_proxy
CHARLS,wealth,high,77,death_post,R1,DEAD,0.0174651836338281,exclude_explicit_proxy
CHARLS,wealth,high,78,death_post,R1,DEAD,0.0192594350190444,exclude_explicit_proxy
CHARLS,wealth,high,79,death_post,R1,DEAD,0.0211167523598257,exclude_explicit_proxy
CHARLS,wealth,high,80,death_post,R1,DEAD,0.0229853730898069,exclude_explicit_proxy
CHARLS,wealth,high,81,death_post,R1,DEAD,0.024810886855285,exclude_explicit_proxy
CHARLS,wealth,high,82,death_post,R1,DEAD,0.0265776141662356,exclude_explicit_proxy
CHARLS,wealth,high,83,death_post,R1,DEAD,0.0282870167623549,exclude_explicit_proxy
CHARLS,wealth,high,84,death_post,R1,DEAD,0.0299481660538311,exclude_explicit_proxy
CHARLS,wealth,high,85,death_post,R1,DEAD,0.0315776440073685,exclude_explicit_proxy
CHARLS,wealth,high,86,death_post,R1,DEAD,0.0331993897923635,exclude_explicit_proxy
CHARLS,wealth,high,87,death_post,R1,DEAD,0.0348446287346756,exclude_explicit_proxy
CHARLS,wealth,high,88,death_post,R1,DEAD,0.0365520233668615,exclude_explicit_proxy
CHARLS,wealth,high,89,death_post,R1,DEAD,0.0383681909512955,exclude_explicit_proxy
CHARLS,wealth,high,90,death_post,R1,DEAD,0.0403487439644548,exclude_explicit_proxy
CHARLS,wealth,high,91,death_post,R1,DEAD,0.0425473454790512,exclude_explicit_proxy
CHARLS,wealth,high,92,death_post,R1,DEAD,0.0449744166998519,exclude_explicit_proxy
CHARLS,wealth,high,93,death_post,R1,DEAD,0.0476262704779132,exclude_explicit_proxy
CHARLS,wealth,high,94,death_post,R1,DEAD,0.0504955281124185,exclude_explicit_proxy
CHARLS,wealth,high,95,death_post,R1,DEAD,0.053570033535379,exclude_explicit_proxy
CHARLS,wealth,high,96,death_post,R1,DEAD,0.053570033535379,exclude_explicit_proxy
CHARLS,wealth,high,97,death_post,R1,DEAD,0.053570033535379,exclude_explicit_proxy
CHARLS,wealth,high,98,death_post,R1,DEAD,0.053570033535379,exclude_explicit_proxy
CHARLS,wealth,high,99,death_post,R1,DEAD,0.053570033535379,exclude_explicit_proxy
CHARLS,wealth,low,60,death_post,R1,DEAD,0.00555551361319097,exclude_explicit_proxy
CHARLS,wealth,low,61,death_post,R1,DEAD,0.00588885166628802,exclude_explicit_proxy
CHARLS,wealth,low,62,death_post,R1,DEAD,0.00624634855193079,exclude_explicit_proxy
CHARLS,wealth,low,63,death_post,R1,DEAD,0.00663437804777402,exclude_explicit_proxy
CHARLS,wealth,low,64,death_post,R1,DEAD,0.00706060340729327,exclude_explicit_proxy
CHARLS,wealth,low,65,death_post,R1,DEAD,0.00753425340350431,exclude_explicit_proxy
CHARLS,wealth,low,66,death_post,R1,DEAD,0.00806649058113107,exclude_explicit_proxy
CHARLS,wealth,low,67,death_post,R1,DEAD,0.00867090130077136,exclude_explicit_proxy
CHARLS,wealth,low,68,death_post,R1,DEAD,0.00936414777705535,exclude_explicit_proxy
CHARLS,wealth,low,69,death_post,R1,DEAD,0.0101668374407582,exclude_explicit_proxy
CHARLS,wealth,low,70,death_post,R1,DEAD,0.0111046865920141,exclude_explicit_proxy
CHARLS,wealth,low,71,death_post,R1,DEAD,0.0122055816350078,exclude_explicit_proxy
CHARLS,wealth,low,72,death_post,R1,DEAD,0.0134843590681285,exclude_explicit_proxy
CHARLS,wealth,low,73,death_post,R1,DEAD,0.0149502839545627,exclude_explicit_proxy
CHARLS,wealth,low,74,death_post,R1,DEAD,0.0166090016057762,exclude_explicit_proxy
CHARLS,wealth,low,75,death_post,R1,DEAD,0.0184603620626767,exclude_explicit_proxy
CHARLS,wealth,low,76,death_post,R1,DEAD,0.0204959075204469,exclude_explicit_proxy
CHARLS,wealth,low,77,death_post,R1,DEAD,0.022696139426637,exclude_explicit_proxy
CHARLS,wealth,low,78,death_post,R1,DEAD,0.0250277827954724,exclude_explicit_proxy
CHARLS,wealth,low,79,death_post,R1,DEAD,0.0274413808548844,exclude_explicit_proxy
CHARLS,wealth,low,80,death_post,R1,DEAD,0.0298696677548292,exclude_explicit_proxy
CHARLS,wealth,low,81,death_post,R1,DEAD,0.0322419368254096,exclude_explicit_proxy
CHARLS,wealth,low,82,death_post,R1,DEAD,0.0345378124496726,exclude_explicit_proxy
CHARLS,wealth,low,83,death_post,R1,DEAD,0.0367591941695095,exclude_explicit_proxy
CHARLS,wealth,low,84,death_post,R1,DEAD,0.0389178703516927,exclude_explicit_proxy
CHARLS,wealth,low,85,death_post,R1,DEAD,0.0410353893885086,exclude_explicit_proxy
CHARLS,wealth,low,86,death_post,R1,DEAD,0.0431428604132916,exclude_explicit_proxy
CHARLS,wealth,low,87,death_post,R1,DEAD,0.0452808609753083,exclude_explicit_proxy
CHARLS,wealth,low,88,death_post,R1,DEAD,0.0474996333306889,exclude_explicit_proxy
CHARLS,wealth,low,89,death_post,R1,DEAD,0.0498597569676722,exclude_explicit_proxy
CHARLS,wealth,low,90,death_post,R1,DEAD,0.0524335007238755,exclude_explicit_proxy
CHARLS,wealth,low,91,death_post,R1,DEAD,0.055290600171845,exclude_explicit_proxy
CHARLS,wealth,low,92,death_post,R1,DEAD,0.0584445977467103,exclude_explicit_proxy
CHARLS,wealth,low,93,death_post,R1,DEAD,0.0618907019702787,exclude_explicit_proxy
CHARLS,wealth,low,94,death_post,R1,DEAD,0.0656193241645248,exclude_explicit_proxy
CHARLS,wealth,low,95,death_post,R1,DEAD,0.0696146674263219,exclude_explicit_proxy
CHARLS,wealth,low,96,death_post,R1,DEAD,0.0696146674263219,exclude_explicit_proxy
CHARLS,wealth,low,97,death_post,R1,DEAD,0.0696146674263219,exclude_explicit_proxy
CHARLS,wealth,low,98,death_post,R1,DEAD,0.0696146674263219,exclude_explicit_proxy
CHARLS,wealth,low,99,death_post,R1,DEAD,0.0696146674263219,exclude_explicit_proxy
CHARLS,wealth,high,60,death_post,D2,DEAD,0.00806539655815762,exclude_explicit_proxy
CHARLS,wealth,high,61,death_post,D2,DEAD,0.00854933085718774,exclude_explicit_proxy
CHARLS,wealth,high,62,death_post,D2,DEAD,0.00906833852268407,exclude_explicit_proxy
CHARLS,wealth,high,63,death_post,D2,DEAD,0.00963167289249043,exclude_explicit_proxy
CHARLS,wealth,high,64,death_post,D2,DEAD,0.0102504593426764,exclude_explicit_proxy
CHARLS,wealth,high,65,death_post,D2,DEAD,0.0109380960429342,exclude_explicit_proxy
CHARLS,wealth,high,66,death_post,D2,DEAD,0.0117107885785733,exclude_explicit_proxy
