cohort,exposure,process,rows,persons,events,low_rows,low_events,high_rows,high_events,converged,iterations,coefficient_abs_max,warning_n,warnings,sensitivity
HRS,wealth,relapse,16940,6603,4679,6998,2134,4507,1126,TRUE,15,15.2472798154263,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,education,death_post,6342,4455,896,6032,864,224,22,TRUE,18,8.84034063978844,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,exclude_pandemic_crossing
MHAS,education,death_pre,15360,10308,756,13632,687,1350,51,TRUE,17,9.41842862337367,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,exclude_pandemic_crossing
MHAS,education,onset,13442,9070,1781,12000,1685,1129,67,TRUE,18,17.753484726048,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,education,recovery,4215,3408,1489,4039,1404,131,61,TRUE,18,19.0295190061834,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,education,relapse,1173,985,356,1109,349,45,5,TRUE,18,21.6918513456046,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,wealth,death_post,6358,4469,900,2005,308,2100,272,TRUE,18,8.8896725383465,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,exclude_pandemic_crossing
MHAS,wealth,death_pre,15438,10378,759,4129,220,5950,265,TRUE,17,9.73874655557282,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,exclude_pandemic_crossing
MHAS,wealth,onset,13500,9123,1787,3635,549,5155,605,TRUE,18,17.7512487217123,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,wealth,recovery,4228,3421,1495,1359,468,1353,492,TRUE,18,19.0575818442003,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
MHAS,wealth,relapse,1175,987,356,389,128,370,114,TRUE,18,21.0021297224987,1,non-integer #successes in a binomial glm!,exclude_pandemic_crossing
CHARLS,education,death_post,10753,5670,1047,10365,1011,89,12,TRUE,14,11.5570166194354,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
CHARLS,education,death_pre,12598,6813,418,11451,393,293,8,TRUE,14,7.33075081996724,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
CHARLS,education,onset,12255,6622,2492,11159,2379,279,30,TRUE,12,11.5469547370377,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
CHARLS,education,recovery,8039,5150,2587,7748,2478,68,27,TRUE,14,13.6517791773244,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
CHARLS,education,relapse,2393,1912,912,2308,887,16,5,TRUE,13,13.9758937373697,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,8137,4152,215,3770,110,1667,46,TRUE,22,52.3468093596525,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,10441,5383,116,3385,37,3497,40,TRUE,23,28.8172423196148,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
CHARLS,wealth,onset,10238,5285,2005,3327,855,3419,481,TRUE,13,12.7926128072483,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,5904,3773,2188,2775,943,1186,504,TRUE,14,14.0411190303984,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,2066,1639,803,906,383,453,152,TRUE,13,14.1952516218236,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,education,death_post,9994,4069,966,5696,645,807,62,TRUE,6,3.64837728784793,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,education,death_pre,18095,6978,489,7201,278,2764,52,TRUE,7,5.10193202147298,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,education,onset,27246,7823,2423,9149,1110,4968,272,TRUE,6,3.62328047626339,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,education,recovery,10303,4538,2753,5714,1308,864,286,TRUE,5,2.69144341965452,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,education,relapse,5073,2247,1522,2080,759,634,144,TRUE,6,1.91385466405937,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,wealth,death_post,11023,4448,1044,4385,514,2949,229,TRUE,6,3.80081611077411,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,19821,7617,550,4444,178,8548,174,TRUE,7,5.09801817185331,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,wealth,onset,29672,8494,2653,6228,841,13315,878,TRUE,6,3.50438888027897,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,wealth,recovery,11354,4956,3039,4700,1064,2916,925,TRUE,5,2.6600666519901,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
ELSA,wealth,relapse,5589,2478,1683,1767,618,1824,476,TRUE,6,2.03184868383341,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,education,death_post,47650,14565,5714,16766,2308,6102,626,TRUE,17,11.0808311564863,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
HRS,education,death_pre,88940,21772,3100,17642,876,19583,480,TRUE,17,11.3572962822826,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
HRS,education,onset,82616,20200,7831,16155,2335,18342,1197,TRUE,14,13.6639657447445,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,education,recovery,27279,12078,6686,10537,2124,3160,946,TRUE,16,15.3822201605306,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,education,relapse,15204,5865,4233,4216,1426,2301,516,TRUE,15,15.1636540558892,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,wealth,death_post,47652,14566,5715,21464,2583,11548,1332,TRUE,17,11.0844893717115,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
HRS,wealth,death_pre,88965,21781,3103,23412,1038,34993,1008,TRUE,17,11.6495312273044,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
HRS,wealth,onset,82637,20205,7832,21740,2715,32577,2455,TRUE,14,13.7293525635081,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,wealth,recovery,27281,12079,6686,13029,2798,6144,1792,TRUE,16,15.345765921367,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
HRS,wealth,relapse,15204,5865,4233,6164,1885,4103,1039,TRUE,15,15.2660384397813,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,education,death_post,6342,4455,896,6032,864,224,22,TRUE,18,8.84034063978844,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
MHAS,education,death_pre,15360,10308,756,13632,687,1350,51,TRUE,17,9.41842862337367,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
MHAS,education,onset,13442,9070,1781,12000,1685,1129,67,TRUE,18,17.753484726048,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,education,recovery,4215,3408,1489,4039,1404,131,61,TRUE,18,19.0295190061834,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,education,relapse,1173,985,356,1109,349,45,5,TRUE,18,21.6918513456046,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,wealth,death_post,6358,4469,900,2005,308,2100,272,TRUE,18,8.8896725383465,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
MHAS,wealth,death_pre,15438,10378,759,4129,220,5950,265,TRUE,17,9.73874655557282,2,non-integer #successes in a binomial glm! | glm.fit: fitted probabilities numerically 0 or 1 occurred,pre_pandemic_end_before_2020
MHAS,wealth,onset,13500,9123,1787,3635,549,5155,605,TRUE,18,17.7512487217123,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,wealth,recovery,4228,3421,1495,1359,468,1353,492,TRUE,18,19.0575818442003,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
MHAS,wealth,relapse,1175,987,356,389,128,370,114,TRUE,18,21.0021297224987,1,non-integer #successes in a binomial glm!,pre_pandemic_end_before_2020
