cohort,exposure,process,term,estimate,hazard_ratio,sensitivity
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.78031297879656,16.1240666493631,interval_1_to_3_years
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.22104543425158,25.0542991172218,interval_1_to_3_years
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.10336867903817,3.01430315985074,interval_1_to_3_years
MHAS,education,death_post,origin_factorD2,0.289634821815582,1.33593954296066,interval_1_to_3_years
MHAS,education,death_post,origin_factorR1,-0.583009982743437,0.55821561593961,interval_1_to_3_years
MHAS,education,death_post,period_factor3,0.227572108976716,1.2555479727695,interval_1_to_3_years
MHAS,education,death_post,period_factor4,0.608519753460037,1.8377091218891,interval_1_to_3_years
MHAS,education,death_post,period_factor5,0.94407819820336,2.57044284734136,interval_1_to_3_years
MHAS,education,death_post,seslow,0.190728189650046,1.21013048138487,interval_1_to_3_years
MHAS,education,death_post,sesmiddle,0.161512438495861,1.1752870768709,interval_1_to_3_years
MHAS,education,death_post,sex_factormale,0.226709903108745,1.25446589849229,interval_1_to_3_years
MHAS,education,death_pre,(Intercept),-5.66807283319805,0.00345451629435315,interval_1_to_3_years
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.77650594777694,5.90917334550037,interval_1_to_3_years
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.4263676897998,11.3176979388282,interval_1_to_3_years
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.83354291431609,125.655359127806,interval_1_to_3_years
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",3.41647120147518,30.4617318223186,interval_1_to_3_years
MHAS,education,death_pre,period_factor3,0.199455478648563,1.22073785932188,interval_1_to_3_years
MHAS,education,death_pre,period_factor4,0.775684608419374,2.17207864161083,interval_1_to_3_years
MHAS,education,death_pre,period_factor5,1.01898151011601,2.77037173101015,interval_1_to_3_years
MHAS,education,death_pre,seslow,-0.184286245901277,0.831697699692492,interval_1_to_3_years
MHAS,education,death_pre,sesmiddle,-0.00807571855641646,0.991956802456287,interval_1_to_3_years
MHAS,education,death_pre,sex_factormale,0.734897891274794,2.08526905746878,interval_1_to_3_years
MHAS,education,onset,(Intercept),-3.38363900786845,0.0339237809403524,interval_1_to_3_years
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.08888064001665,2.97094665182497,interval_1_to_3_years
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.86326770247649,2.37089543028335,interval_1_to_3_years
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.14611777177787,3.1459558529378,interval_1_to_3_years
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.981427108445591,2.66826142449345,interval_1_to_3_years
MHAS,education,onset,period_factor2,-16.547113382376,6.51148383294744e-08,interval_1_to_3_years
MHAS,education,onset,period_factor3,-0.00916215987942238,0.990879684813968,interval_1_to_3_years
MHAS,education,onset,period_factor4,-0.0257711599139993,0.97455808204828,interval_1_to_3_years
MHAS,education,onset,period_factor5,-0.135582837240983,0.873206825888156,interval_1_to_3_years
MHAS,education,onset,seslow,0.431063329424818,1.53889300407978,interval_1_to_3_years
MHAS,education,onset,sesmiddle,-0.437941755188716,0.645363370830375,interval_1_to_3_years
MHAS,education,onset,sex_factormale,-0.462512640995395,0.629699447433483,interval_1_to_3_years
MHAS,education,recovery,(Intercept),-0.0754728376211308,0.927304917999431,interval_1_to_3_years
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-1.25315786120568,0.285601481499873,interval_1_to_3_years
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-2.10484448579001,0.121864624476331,interval_1_to_3_years
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-4.31281943111804,0.0133957279692811,interval_1_to_3_years
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-3.51507303811698,0.0297456303099294,interval_1_to_3_years
MHAS,education,recovery,origin_factorD2,0.181986157170096,1.19959758793957,interval_1_to_3_years
MHAS,education,recovery,period_factor2,-18.8119490108447,6.76198729973174e-09,interval_1_to_3_years
MHAS,education,recovery,period_factor3,-0.956374399692842,0.384283622143419,interval_1_to_3_years
MHAS,education,recovery,period_factor4,-1.11420637457048,0.328175624098271,interval_1_to_3_years
MHAS,education,recovery,period_factor5,-1.26653076502705,0.281807584605491,interval_1_to_3_years
MHAS,education,recovery,seslow,-0.229539857931561,0.794899284965124,interval_1_to_3_years
MHAS,education,recovery,sesmiddle,-0.699378826608498,0.496893865193881,interval_1_to_3_years
MHAS,education,recovery,sex_factormale,0.184800771669998,1.20297874880468,interval_1_to_3_years
MHAS,education,relapse,(Intercept),-20.6822866497896,1.04183042186659e-09,interval_1_to_3_years
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.96537074442351,7.13755830962603,interval_1_to_3_years
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.555854839027158,1.74343070055374,interval_1_to_3_years
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.4609739137963,11.7162165702794,interval_1_to_3_years
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.10110416234237,8.17519166969215,interval_1_to_3_years
MHAS,education,relapse,period_factor3,17.4404487595562,37522404.2630994,interval_1_to_3_years
MHAS,education,relapse,period_factor4,17.9154577672442,60337102.2742063,interval_1_to_3_years
MHAS,education,relapse,period_factor5,17.5618686064251,42366503.9337965,interval_1_to_3_years
MHAS,education,relapse,seslow,0.31463682160097,1.36976175273086,interval_1_to_3_years
MHAS,education,relapse,sesmiddle,0.520439063101321,1.68276632812663,interval_1_to_3_years
MHAS,education,relapse,sex_factormale,-0.643012464085927,0.525706364725653,interval_1_to_3_years
MHAS,wealth,death_post,(Intercept),-4.33555893759712,0.0130945529891846,interval_1_to_3_years
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.765242200603836,2.14951492542671,interval_1_to_3_years
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.75749301307723,15.7602825580174,interval_1_to_3_years
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.23712399644711,25.4603921714929,interval_1_to_3_years
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.13638864798474,3.11549686886986,interval_1_to_3_years
MHAS,wealth,death_post,origin_factorD2,0.29291106926065,1.34032358916368,interval_1_to_3_years
MHAS,wealth,death_post,origin_factorR1,-0.579005256647165,0.560455598849412,interval_1_to_3_years
MHAS,wealth,death_post,period_factor3,0.221827309173895,1.24835577965804,interval_1_to_3_years
MHAS,wealth,death_post,period_factor4,0.595127330375276,1.81326181356875,interval_1_to_3_years
MHAS,wealth,death_post,period_factor5,0.918371583842487,2.50520754610808,interval_1_to_3_years
MHAS,wealth,death_post,seslow,0.0154292192046515,1.01554886415802,interval_1_to_3_years
MHAS,wealth,death_post,sesmiddle,-0.0676251530331646,0.934610743926756,interval_1_to_3_years
MHAS,wealth,death_post,sex_factormale,0.215431684951558,1.24039724223093,interval_1_to_3_years
MHAS,wealth,death_pre,(Intercept),-5.92770222186862,0.00266459761403708,interval_1_to_3_years
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.76898612817998,5.86490408501149,interval_1_to_3_years
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.48168779386526,11.9614358284802,interval_1_to_3_years
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.79503618500382,120.908756787725,interval_1_to_3_years
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",3.36956400660722,29.0658517754985,interval_1_to_3_years
MHAS,wealth,death_pre,period_factor3,0.215217244587064,1.24013127951177,interval_1_to_3_years
MHAS,wealth,death_pre,period_factor4,0.776762032465035,2.17442015254194,interval_1_to_3_years
MHAS,wealth,death_pre,period_factor5,1.03076699976346,2.80321507566002,interval_1_to_3_years
MHAS,wealth,death_pre,seslow,0.220543319728248,1.24675393260997,interval_1_to_3_years
MHAS,wealth,death_pre,sesmiddle,0.0627315668655529,1.06474098910612,interval_1_to_3_years
MHAS,wealth,death_pre,sex_factormale,0.73190146043229,2.07903004500288,interval_1_to_3_years
MHAS,wealth,onset,(Intercept),-3.16653922516043,0.0421492147264227,interval_1_to_3_years
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.12834850689049,3.09054826401474,interval_1_to_3_years
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.938203085299099,2.55538548057535,interval_1_to_3_years
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.15587375560012,3.17679795021881,interval_1_to_3_years
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.934043470809673,2.54477813862528,interval_1_to_3_years
MHAS,wealth,onset,period_factor2,-16.5626788026186,6.41091458251197e-08,interval_1_to_3_years
MHAS,wealth,onset,period_factor3,-0.0131419452262814,0.986944033083019,interval_1_to_3_years
MHAS,wealth,onset,period_factor4,-0.0529089191831844,0.948466395642351,interval_1_to_3_years
MHAS,wealth,onset,period_factor5,-0.163487741565989,0.849176908516878,interval_1_to_3_years
MHAS,wealth,onset,seslow,0.335996697353629,1.39933440329661,interval_1_to_3_years
MHAS,wealth,onset,sesmiddle,0.179037189970289,1.19606522497094,interval_1_to_3_years
MHAS,wealth,onset,sex_factormale,-0.484325799751022,0.616112439930433,interval_1_to_3_years
MHAS,wealth,recovery,(Intercept),-0.245656182370028,0.782191109792704,interval_1_to_3_years
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-1.32903393219219,0.264732887724212,interval_1_to_3_years
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.97511253527275,0.138745697579451,interval_1_to_3_years
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-4.37800420089288,0.0125503816828229,interval_1_to_3_years
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-3.69954529382174,0.024734770966851,interval_1_to_3_years
MHAS,wealth,recovery,origin_factorD2,0.163649453505513,1.17780136857752,interval_1_to_3_years
MHAS,wealth,recovery,period_factor2,-18.8357972099141,6.6026337801748e-09,interval_1_to_3_years
MHAS,wealth,recovery,period_factor3,-0.960323969691954,0.382768860376144,interval_1_to_3_years
MHAS,wealth,recovery,period_factor4,-1.11044362701309,0.32941279224227,interval_1_to_3_years
MHAS,wealth,recovery,period_factor5,-1.23502260458912,0.290828188241851,interval_1_to_3_years
MHAS,wealth,recovery,seslow,0.000453145752643387,1.00045324843869,interval_1_to_3_years
MHAS,wealth,recovery,sesmiddle,-0.160925166599168,0.851355778571627,interval_1_to_3_years
MHAS,wealth,recovery,sex_factormale,0.190129951791621,1.20940675202001,interval_1_to_3_years
MHAS,wealth,relapse,(Intercept),-20.1084827322437,1.84925546124439e-09,interval_1_to_3_years
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.85148550204389,6.36927406813616,interval_1_to_3_years
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.303467932420253,1.35454815316464,interval_1_to_3_years
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.86759606779944,6.47271770720777,interval_1_to_3_years
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.14364626150276,8.53048537080164,interval_1_to_3_years
MHAS,wealth,relapse,period_factor3,17.4526758209176,37984009.2880787,interval_1_to_3_years
MHAS,wealth,relapse,period_factor4,17.928465518823,61127079.0838754,interval_1_to_3_years
MHAS,wealth,relapse,period_factor5,17.5798218195094,43133987.5910102,interval_1_to_3_years
MHAS,wealth,relapse,seslow,0.0809041482911022,1.08426696274444,interval_1_to_3_years
MHAS,wealth,relapse,sesmiddle,-0.292588805936339,0.746328963650401,interval_1_to_3_years
MHAS,wealth,relapse,sex_factormale,-0.519657710471809,0.594724080959677,interval_1_to_3_years
CHARLS,education,death_post,(Intercept),-4.82973585695788,0.00798863112861919,exclude_explicit_proxy
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.84973836523218,6.35815579035225,exclude_explicit_proxy
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.62003491207022,13.7362031359953,exclude_explicit_proxy
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.5884101131581,36.1765136168369,exclude_explicit_proxy
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.52816014768573,12.5304307734899,exclude_explicit_proxy
CHARLS,education,death_post,origin_factorD2,-0.593147366596783,0.552585356236582,exclude_explicit_proxy
CHARLS,education,death_post,origin_factorR1,-0.971264535046693,0.378603977274551,exclude_explicit_proxy
CHARLS,education,death_post,period_factor2,0.308161500893046,1.36092076110826,exclude_explicit_proxy
CHARLS,education,death_post,period_factor3,0.303027960398997,1.35395232096016,exclude_explicit_proxy
CHARLS,education,death_post,period_factor4,0.199370628007083,1.22063428332575,exclude_explicit_proxy
CHARLS,education,death_post,seslow,0.255471279022416,1.29106993169485,exclude_explicit_proxy
CHARLS,education,death_post,sesmiddle,-0.168931958758812,0.844566366774933,exclude_explicit_proxy
CHARLS,education,death_post,sex_factormale,0.550943747566177,1.73488954329656,exclude_explicit_proxy
CHARLS,education,death_pre,(Intercept),-5.97435332929354,0.00254314613323983,exclude_explicit_proxy
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.89211790363643,6.63340272217107,exclude_explicit_proxy
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.40437729681414,11.0715338557916,exclude_explicit_proxy
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.7489738713841,42.4774722794611,exclude_explicit_proxy
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.87278216941495,6.50637307360896,exclude_explicit_proxy
CHARLS,education,death_pre,period_factor2,0.195352366678413,1.21573929704203,exclude_explicit_proxy
CHARLS,education,death_pre,period_factor3,0.294956819850602,1.34306836354158,exclude_explicit_proxy
CHARLS,education,death_pre,period_factor4,-0.10203114022071,0.903001431567165,exclude_explicit_proxy
CHARLS,education,death_pre,seslow,0.288726462768995,1.33472658117692,exclude_explicit_proxy
CHARLS,education,death_pre,sesmiddle,-0.366982072163193,0.692822065733984,exclude_explicit_proxy
CHARLS,education,death_pre,sex_factormale,0.509591134979796,1.66461045480272,exclude_explicit_proxy
CHARLS,education,onset,(Intercept),-2.93721590824041,0.0530131168539118,exclude_explicit_proxy
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.847321974212532,2.33338959960416,exclude_explicit_proxy
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.08163774972471,2.94950615049175,exclude_explicit_proxy
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.30265721367521,3.67905973844093,exclude_explicit_proxy
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.842396423936256,2.32192463063704,exclude_explicit_proxy
CHARLS,education,onset,period_factor2,-0.1611447203337,0.851168880748834,exclude_explicit_proxy
CHARLS,education,onset,period_factor3,-0.645141427208305,0.524588345794773,exclude_explicit_proxy
CHARLS,education,onset,period_factor4,-0.45799536334105,0.63255040912108,exclude_explicit_proxy
CHARLS,education,onset,seslow,0.848697056700572,2.33660040983888,exclude_explicit_proxy
CHARLS,education,onset,sesmiddle,0.196574786922472,1.21722635008693,exclude_explicit_proxy
CHARLS,education,onset,sex_factormale,-0.415516267716449,0.659999456322067,exclude_explicit_proxy
CHARLS,education,recovery,(Intercept),-0.89691968003788,0.407823955203398,exclude_explicit_proxy
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.92942400560166,0.39478103656164,exclude_explicit_proxy
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.62038083499983,0.19782334668191,exclude_explicit_proxy
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-3.09187989392635,0.0454164959085206,exclude_explicit_proxy
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-3.13717080407486,0.0434054268062197,exclude_explicit_proxy
CHARLS,education,recovery,origin_factorD2,0.230245493841458,1.25890902641004,exclude_explicit_proxy
CHARLS,education,recovery,period_factor2,-0.14069138540056,0.868757381541722,exclude_explicit_proxy
CHARLS,education,recovery,period_factor3,-0.619397543125419,0.538268623563473,exclude_explicit_proxy
CHARLS,education,recovery,period_factor4,-0.205275331069855,0.814423049569464,exclude_explicit_proxy
CHARLS,education,recovery,seslow,-0.330454540282244,0.718597027891259,exclude_explicit_proxy
CHARLS,education,recovery,sesmiddle,-0.485350007777926,0.6154817356653,exclude_explicit_proxy
CHARLS,education,recovery,sex_factormale,0.126591235367525,1.13495299430616,exclude_explicit_proxy
CHARLS,education,relapse,(Intercept),-1.64655665460531,0.192712342629181,exclude_explicit_proxy
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.617184753920195,1.85370206162565,exclude_explicit_proxy
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.17537048395769,1.19168763598962,exclude_explicit_proxy
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.354484497947634,1.42544564469291,exclude_explicit_proxy
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.309660913728185,1.36296287376744,exclude_explicit_proxy
CHARLS,education,relapse,period_factor3,-0.618072964714483,0.538982074968381,exclude_explicit_proxy
CHARLS,education,relapse,period_factor4,-0.301783696124544,0.739498003875327,exclude_explicit_proxy
CHARLS,education,relapse,seslow,0.381511522806336,1.46449653722414,exclude_explicit_proxy
CHARLS,education,relapse,sesmiddle,0.261918216030556,1.29942026633624,exclude_explicit_proxy
CHARLS,education,relapse,sex_factormale,-0.393127370934755,0.67494277401895,exclude_explicit_proxy
CHARLS,wealth,death_post,(Intercept),-24.4356272633216,2.44197895963402e-11,exclude_explicit_proxy
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.82909205346114,6.22822919143695,exclude_explicit_proxy
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.01324946670259,7.48760859395438,exclude_explicit_proxy
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.91042498301939,18.36460155265,exclude_explicit_proxy
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.16749665582729,8.73638646144882,exclude_explicit_proxy
CHARLS,wealth,death_post,origin_factorD2,-0.541776636417402,0.581713839766288,exclude_explicit_proxy
CHARLS,wealth,death_post,origin_factorR1,-0.981793752120095,0.374638487201772,exclude_explicit_proxy
CHARLS,wealth,death_post,period_factor2,0.184932461606517,1.20313717943138,exclude_explicit_proxy
CHARLS,wealth,death_post,period_factor3,19.2270992146931,223987143.860666,exclude_explicit_proxy
CHARLS,wealth,death_post,period_factor4,19.982867395751,476923851.54937,exclude_explicit_proxy
CHARLS,wealth,death_post,seslow,0.261985448118883,1.29950763201122,exclude_explicit_proxy
CHARLS,wealth,death_post,sesmiddle,-0.0142581095455149,0.985843055918227,exclude_explicit_proxy
CHARLS,wealth,death_post,sex_factormale,0.760088469894776,2.13846540193735,exclude_explicit_proxy
CHARLS,wealth,death_pre,(Intercept),-25.3356717779409,9.92790360043502e-12,exclude_explicit_proxy
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.80142073355483,6.05824851001083,exclude_explicit_proxy
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.53620547927201,4.64692392537183,exclude_explicit_proxy
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.05047015227591,21.1252741838446,exclude_explicit_proxy
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.85489348189861,6.39101745531773,exclude_explicit_proxy
CHARLS,wealth,death_pre,period_factor2,-0.00142450576500996,0.998576508361727,exclude_explicit_proxy
CHARLS,wealth,death_pre,period_factor3,19.5184562561253,299749072.051405,exclude_explicit_proxy
CHARLS,wealth,death_pre,period_factor4,19.6430494779995,339522059.062499,exclude_explicit_proxy
CHARLS,wealth,death_pre,seslow,0.119210567086638,1.12660711969305,exclude_explicit_proxy
CHARLS,wealth,death_pre,sesmiddle,0.164691846307984,1.17902974035859,exclude_explicit_proxy
CHARLS,wealth,death_pre,sex_factormale,0.610238343359083,1.84087010566274,exclude_explicit_proxy
CHARLS,wealth,onset,(Intercept),-2.45613918567109,0.0857654370123191,exclude_explicit_proxy
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.726189058630753,2.06718764650058,exclude_explicit_proxy
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.24409703089597,3.46980026192091,exclude_explicit_proxy
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.35007640744398,3.8577202779824,exclude_explicit_proxy
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.941652664654669,2.56421570710189,exclude_explicit_proxy
CHARLS,wealth,onset,period_factor2,-0.0376760384154229,0.963024873425374,exclude_explicit_proxy
CHARLS,wealth,onset,period_factor3,-0.539113084880599,0.583265329877857,exclude_explicit_proxy
CHARLS,wealth,onset,period_factor4,-0.339081880782291,0.712424112857233,exclude_explicit_proxy
CHARLS,wealth,onset,seslow,0.497268162407195,1.64422337850556,exclude_explicit_proxy
CHARLS,wealth,onset,sesmiddle,0.373321190339402,1.4525508102036,exclude_explicit_proxy
CHARLS,wealth,onset,sex_factormale,-0.506602695196019,0.602539114618454,exclude_explicit_proxy
CHARLS,wealth,recovery,(Intercept),-0.997141367950773,0.368932577679948,exclude_explicit_proxy
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.690843439229602,0.501153198490661,exclude_explicit_proxy
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.06366862080165,0.345187123925009,exclude_explicit_proxy
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-1.94924107540338,0.142382087861821,exclude_explicit_proxy
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.06197443238401,0.127202568917976,exclude_explicit_proxy
CHARLS,wealth,recovery,origin_factorD2,0.248928498725298,1.28265031865822,exclude_explicit_proxy
CHARLS,wealth,recovery,period_factor2,-0.16919802679334,0.844341684553401,exclude_explicit_proxy
CHARLS,wealth,recovery,period_factor3,-0.747221291886881,0.47368094682651,exclude_explicit_proxy
CHARLS,wealth,recovery,period_factor4,-0.445923302524556,0.640232874423774,exclude_explicit_proxy
CHARLS,wealth,recovery,seslow,-0.241801922878232,0.785211694621583,exclude_explicit_proxy
CHARLS,wealth,recovery,sesmiddle,-0.141689532690931,0.867890666342019,exclude_explicit_proxy
CHARLS,wealth,recovery,sex_factormale,0.138425579630572,1.14846420925905,exclude_explicit_proxy
CHARLS,wealth,relapse,(Intercept),-1.3305919074842,0.264320761550716,exclude_explicit_proxy
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.645272367005313,1.90650622795434,exclude_explicit_proxy
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.34962423410636,1.41853441158135,exclude_explicit_proxy
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.776536532505398,2.17392987616604,exclude_explicit_proxy
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.73528754359092,2.08608174570941,exclude_explicit_proxy
CHARLS,wealth,relapse,period_factor3,-0.606954290297085,0.545008280804794,exclude_explicit_proxy
CHARLS,wealth,relapse,period_factor4,-0.353896988850684,0.701947272026487,exclude_explicit_proxy
CHARLS,wealth,relapse,seslow,0.0640383625804974,1.06613329760146,exclude_explicit_proxy
CHARLS,wealth,relapse,sesmiddle,0.152023694898929,1.16418782141806,exclude_explicit_proxy
CHARLS,wealth,relapse,sex_factormale,-0.416432735677792,0.659394865052425,exclude_explicit_proxy
ELSA,education,death_post,(Intercept),-4.48722004062063,0.0112518801413402,exclude_explicit_proxy
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.39068179851792,4.01758830517205,exclude_explicit_proxy
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.99958729012218,7.3860071916912,exclude_explicit_proxy
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.54681140287171,34.7024886316218,exclude_explicit_proxy
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.95016876160788,19.1091783517915,exclude_explicit_proxy
ELSA,education,death_post,origin_factorD2,-0.0697248679582426,0.932650386614584,exclude_explicit_proxy
ELSA,education,death_post,origin_factorR1,-0.495666440220334,0.609164800064669,exclude_explicit_proxy
ELSA,education,death_post,period_factor2,-0.0929630296647763,0.91122718804802,exclude_explicit_proxy
ELSA,education,death_post,period_factor3,-0.0848058417903431,0.918690638416032,exclude_explicit_proxy
ELSA,education,death_post,period_factor4,-0.0607488344817177,0.941059571810627,exclude_explicit_proxy
