cohort,exposure,process,term,estimate,hazard_ratio,sensitivity
HRS,wealth,onset,period_factor7,-0.529196747460757,0.589077958053986,unweighted
HRS,wealth,onset,period_factor8,-0.633478589105956,0.530742351572272,unweighted
HRS,wealth,onset,period_factor9,-0.47241127755639,0.623497029843651,unweighted
HRS,wealth,onset,proxy_factorself,-0.240377284809896,0.786331134302302,unweighted
HRS,wealth,onset,seslow,0.567834385805143,1.76444181069966,unweighted
HRS,wealth,onset,sesmiddle,0.237170724446162,1.26765751943016,unweighted
HRS,wealth,onset,sex_factormale,-0.0974251183189762,0.907170269447244,unweighted
HRS,wealth,recovery,(Intercept),-2.44259328983096,0.0869351109440334,unweighted
HRS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.712110288606812,0.490607780266781,unweighted
HRS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.13131634710373,0.32260831227911,unweighted
HRS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.30960541148614,0.0993004266378921,unweighted
HRS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.41173337886449,0.0896597454906203,unweighted
HRS,wealth,recovery,origin_factorD2,0.148948154221839,1.16061281477468,unweighted
HRS,wealth,recovery,period_factor10,0.0563380467274078,1.05795526160812,unweighted
HRS,wealth,recovery,period_factor11,-0.115644097465031,0.890792202090203,unweighted
HRS,wealth,recovery,period_factor12,-0.000392900678476455,0.999607176496887,unweighted
HRS,wealth,recovery,period_factor13,-0.0493314000400987,0.951865629115282,unweighted
HRS,wealth,recovery,period_factor14,0.0281626014679876,1.02856291666512,unweighted
HRS,wealth,recovery,period_factor15,0.13586042910558,1.14552200090669,unweighted
HRS,wealth,recovery,period_factor3,0.0568137114628556,1.05845861332159,unweighted
HRS,wealth,recovery,period_factor4,0.200131070341548,1.22156285832881,unweighted
HRS,wealth,recovery,period_factor5,0.17908168184691,1.1961184413412,unweighted
HRS,wealth,recovery,period_factor6,0.241885469898595,1.27364831339207,unweighted
HRS,wealth,recovery,period_factor7,0.036592263867245,1.03727000214472,unweighted
HRS,wealth,recovery,period_factor8,0.125397280141191,1.13359871987936,unweighted
HRS,wealth,recovery,period_factor9,-0.0283962218575889,0.972003161594656,unweighted
HRS,wealth,recovery,proxy_factorself,1.11148253859066,3.03886028414136,unweighted
HRS,wealth,recovery,seslow,-0.5248521090944,0.591642856494849,unweighted
HRS,wealth,recovery,sesmiddle,-0.203334991295996,0.81600484111554,unweighted
HRS,wealth,recovery,sex_factormale,0.168473336859998,1.18349667068675,unweighted
HRS,wealth,relapse,(Intercept),-1.83676983673647,0.159331261762091,unweighted
HRS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.40948920458951,1.50604830604369,unweighted
HRS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.717514514715326,2.04933328764772,unweighted
HRS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.547262597807824,1.72851489528896,unweighted
HRS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.788309391281859,2.19967449210184,unweighted
HRS,wealth,relapse,period_factor10,-0.303572017283,0.738176725735319,unweighted
HRS,wealth,relapse,period_factor11,-0.162623342635736,0.849911253465965,unweighted
HRS,wealth,relapse,period_factor12,-0.346684227493862,0.707028553189898,unweighted
HRS,wealth,relapse,period_factor13,-0.407882454624129,0.665057048608818,unweighted
HRS,wealth,relapse,period_factor14,-0.314366619242268,0.73025125491527,unweighted
HRS,wealth,relapse,period_factor15,-0.20945111553329,0.811029285198147,unweighted
HRS,wealth,relapse,period_factor4,0.00323548087573578,1.00324072069357,unweighted
HRS,wealth,relapse,period_factor5,-0.0195588310987968,0.980631201880481,unweighted
HRS,wealth,relapse,period_factor6,-0.0991150491809649,0.905638509060943,unweighted
HRS,wealth,relapse,period_factor7,-0.078450668425405,0.924547668198841,unweighted
HRS,wealth,relapse,period_factor8,-0.0273931048821961,0.97297868366576,unweighted
HRS,wealth,relapse,period_factor9,-0.0131609294191593,0.986925296924981,unweighted
HRS,wealth,relapse,proxy_factorself,-0.0942873752353432,0.910021207101774,unweighted
HRS,wealth,relapse,seslow,0.314203702307021,1.36916861094748,unweighted
HRS,wealth,relapse,sesmiddle,0.104639939564818,1.11031075939955,unweighted
HRS,wealth,relapse,sex_factormale,-0.179572989254813,0.835626956928343,unweighted
MHAS,education,death_post,(Intercept),-4.18749655704431,0.0151842502354487,unweighted
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.05820779364413,2.8812026495846,unweighted
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.05864556503895,7.8353501479485,unweighted
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.75312931331428,15.6916592514014,unweighted
MHAS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.57624405621238,4.83675507199244,unweighted
MHAS,education,death_post,origin_factorD2,0.010302735930336,1.01035599185092,unweighted
MHAS,education,death_post,origin_factorR1,-0.649133617371076,0.522498264138803,unweighted
MHAS,education,death_post,period_factor3,-0.160325840056396,0.851866171617839,unweighted
MHAS,education,death_post,period_factor4,-0.271068485989803,0.76256426964789,unweighted
MHAS,education,death_post,period_factor5,-0.000805408465566736,0.999194915788773,unweighted
MHAS,education,death_post,seslow,0.379563244168036,1.46164606756102,unweighted
MHAS,education,death_post,sesmiddle,0.326686408986761,1.38636665688134,unweighted
MHAS,education,death_post,sex_factormale,0.375685544233932,1.45598921757287,unweighted
MHAS,education,death_pre,(Intercept),-5.32452794198842,0.00487064970084323,unweighted
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.6573924882146,5.24561499324359,unweighted
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.79026553897371,5.99104311062378,unweighted
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.98820393458076,53.9578903801352,unweighted
MHAS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",3.26400213453996,26.1539997922236,unweighted
MHAS,education,death_pre,period_factor3,-0.176012851448944,0.83860720595013,unweighted
MHAS,education,death_pre,period_factor4,-0.279953323087519,0.755819019930619,unweighted
MHAS,education,death_pre,period_factor5,-0.0184397584177521,0.98172921373163,unweighted
MHAS,education,death_pre,seslow,0.282614071914034,1.32659309347931,unweighted
MHAS,education,death_pre,sesmiddle,0.156947501361336,1.16993419233623,unweighted
MHAS,education,death_pre,sex_factormale,0.574162980396048,1.77564365618101,unweighted
MHAS,education,onset,(Intercept),-3.49768789975017,0.0302672835770165,unweighted
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.15393133993169,3.17063327722183,unweighted
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.10928790505084,3.03219841229651,unweighted
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.07923879331252,7.99837817747793,unweighted
MHAS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.81508571330045,6.1416025719116,unweighted
MHAS,education,onset,period_factor2,-16.7347473623635,5.39748649645434e-08,unweighted
MHAS,education,onset,period_factor3,0.000473614591402725,1.0004737267645,unweighted
MHAS,education,onset,period_factor4,-0.348271234030717,0.705907384140862,unweighted
MHAS,education,onset,period_factor5,-0.199764045274254,0.818923959261344,unweighted
MHAS,education,onset,seslow,0.532616442013277,1.70338328681251,unweighted
MHAS,education,onset,sesmiddle,0.194303469871663,1.21446478051053,unweighted
MHAS,education,onset,sex_factormale,-0.524744690553918,0.591706413320511,unweighted
MHAS,education,recovery,(Intercept),-0.538393611087226,0.583685124994972,unweighted
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.93342768587033,0.393203619359272,unweighted
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.94230230827176,0.143373479553586,unweighted
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.96916670967307,0.0513460787009174,unweighted
MHAS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.43291108942332,0.0877809221599665,unweighted
MHAS,education,recovery,origin_factorD2,-0.196613875334522,0.821507776495702,unweighted
MHAS,education,recovery,period_factor2,-18.8587257167804,6.45296761384412e-09,unweighted
MHAS,education,recovery,period_factor3,-0.797189726138852,0.450593477542428,unweighted
MHAS,education,recovery,period_factor4,-0.608856111459842,0.543972757524644,unweighted
MHAS,education,recovery,period_factor5,-0.919854288735298,0.398577114028837,unweighted
MHAS,education,recovery,seslow,-0.147579039298733,0.862794240974518,unweighted
MHAS,education,recovery,sesmiddle,0.0324371210706598,1.03296893912094,unweighted
MHAS,education,recovery,sex_factormale,0.25714004127612,1.29322621912889,unweighted
MHAS,education,relapse,(Intercept),-20.1173990718866,1.8328401624081e-09,unweighted
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.22776737008911,3.41359971734524,unweighted
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.482796439487311,1.62059998127044,unweighted
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.58172052188761,4.86331605890626,unweighted
MHAS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.7364617735148,5.67722055190902,unweighted
MHAS,education,relapse,period_factor3,17.7398259247953,50618411.149901,unweighted
MHAS,education,relapse,period_factor4,17.4502580560558,37892283.8151077,unweighted
MHAS,education,relapse,period_factor5,17.7358523652232,50417674.9604754,unweighted
MHAS,education,relapse,seslow,0.291567985863113,1.33852463114949,unweighted
MHAS,education,relapse,sesmiddle,0.0348678603994287,1.03548287146597,unweighted
MHAS,education,relapse,sex_factormale,-0.549726376468822,0.577107699024955,unweighted
MHAS,wealth,death_post,(Intercept),-3.97735251568794,0.0187351748180102,unweighted
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.10375821503341,3.01547756815439,unweighted
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.09490043848072,8.12463202923517,unweighted
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.80951905578773,16.6019316954431,unweighted
MHAS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.57436843927373,4.82769167463915,unweighted
MHAS,wealth,death_post,origin_factorD2,0.013269029358921,1.01335745359741,unweighted
MHAS,wealth,death_post,origin_factorR1,-0.643853763384244,0.525264274321137,unweighted
MHAS,wealth,death_post,period_factor3,-0.152266331033852,0.858759535966516,unweighted
MHAS,wealth,death_post,period_factor4,-0.261813445282894,0.769654593010263,unweighted
MHAS,wealth,death_post,period_factor5,0.00738943721943949,1.0074168064836,unweighted
MHAS,wealth,death_post,seslow,0.205669199877302,1.2283467995077,unweighted
MHAS,wealth,death_post,sesmiddle,0.138838657940437,1.14893871291039,unweighted
MHAS,wealth,death_post,sex_factormale,0.371245831826256,1.44953937250119,unweighted
MHAS,wealth,death_pre,(Intercept),-5.20157947972008,0.00550785799675377,unweighted
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.70585862313452,5.50611131270122,unweighted
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.84206235508868,6.30953735852035,unweighted
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.0276761429997,56.1303207302955,unweighted
MHAS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",3.29131544738125,26.8781972652568,unweighted
MHAS,wealth,death_pre,period_factor3,-0.178176659250469,0.836794582926635,unweighted
MHAS,wealth,death_pre,period_factor4,-0.297981934663225,0.742314749792594,unweighted
MHAS,wealth,death_pre,period_factor5,-0.0320904244849174,0.968419009329794,unweighted
MHAS,wealth,death_pre,seslow,0.227818199055187,1.25585698868996,unweighted
MHAS,wealth,death_pre,sesmiddle,0.203854706352612,1.22611999306781,unweighted
MHAS,wealth,death_pre,sex_factormale,0.54912539909813,1.73173777592737,unweighted
MHAS,wealth,onset,(Intercept),-3.11588913590784,0.044339066160045,unweighted
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.18990323221005,3.28676313918894,unweighted
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.14658810264612,3.14743584110039,unweighted
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.10595737910227,8.21496408091965,unweighted
MHAS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.8206746726516,6.17602383896828,unweighted
MHAS,wealth,onset,period_factor2,-16.744073017554,5.34738537448579e-08,unweighted
MHAS,wealth,onset,period_factor3,-0.0123899909536866,0.987686448961922,unweighted
MHAS,wealth,onset,period_factor4,-0.364835586308742,0.694310795695037,unweighted
MHAS,wealth,onset,period_factor5,-0.225982402195265,0.797732139876582,unweighted
MHAS,wealth,onset,seslow,0.242267341071465,1.27413477584442,unweighted
MHAS,wealth,onset,sesmiddle,0.135558299633644,1.1451759572271,unweighted
MHAS,wealth,onset,sex_factormale,-0.549568603635191,0.577198758125077,unweighted
MHAS,wealth,recovery,(Intercept),-0.609466245898769,0.543640962241598,unweighted
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.958241004082545,0.383566985693882,unweighted
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.95208866167735,0.14197721930542,unweighted
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-3.0169996029955,0.0489478612748694,unweighted
MHAS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.44462280010959,0.0867588541607741,unweighted
MHAS,wealth,recovery,origin_factorD2,-0.20147417059995,0.81752469345975,unweighted
MHAS,wealth,recovery,period_factor2,-18.862233220778,6.43037345186298e-09,unweighted
MHAS,wealth,recovery,period_factor3,-0.793412766283079,0.452298569022426,unweighted
MHAS,wealth,recovery,period_factor4,-0.603314771693862,0.546995462580682,unweighted
MHAS,wealth,recovery,period_factor5,-0.908992147702165,0.402930113501722,unweighted
MHAS,wealth,recovery,seslow,-0.0605960784966939,0.94120333527257,unweighted
MHAS,wealth,recovery,sesmiddle,-0.104775935605752,0.900526275857063,unweighted
MHAS,wealth,recovery,sex_factormale,0.268120140903447,1.30750421531685,unweighted
MHAS,wealth,relapse,(Intercept),-19.851315685066,2.3915702339868e-09,unweighted
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.24779257390724,3.48264678084053,unweighted
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.494573768415618,1.63979915588968,unweighted
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.53419264175176,4.63757982976901,unweighted
MHAS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.6817007539732,5.37468922626674,unweighted
MHAS,wealth,relapse,period_factor3,17.7585984082446,51577619.6290105,unweighted
MHAS,wealth,relapse,period_factor4,17.4615063317842,38320912.8207565,unweighted
MHAS,wealth,relapse,period_factor5,17.7473774098044,51002102.2182299,unweighted
MHAS,wealth,relapse,seslow,0.085527747679964,1.0892917862446,unweighted
MHAS,wealth,relapse,sesmiddle,-0.0991793146512608,0.905580309646367,unweighted
MHAS,wealth,relapse,sex_factormale,-0.543937955469318,0.580457928263262,unweighted
CHARLS,education,death_post,(Intercept),-5.43827659583587,0.00434696840237874,interval_1_to_3_years
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.90854215503691,6.74325101476517,interval_1_to_3_years
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.6316856107507,13.897175398566,interval_1_to_3_years
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.70236682883514,40.54314958621,interval_1_to_3_years
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.57714142288905,13.1594669912074,interval_1_to_3_years
CHARLS,education,death_post,origin_factorD2,-0.59671259022666,0.550618773603513,interval_1_to_3_years
CHARLS,education,death_post,origin_factorR1,-0.96717048990257,0.380157176313292,interval_1_to_3_years
CHARLS,education,death_post,period_factor2,0.893463645598817,2.44357870119956,interval_1_to_3_years
CHARLS,education,death_post,period_factor3,0.881799366221481,2.41524170316194,interval_1_to_3_years
CHARLS,education,death_post,period_factor4,0.730604023470893,2.0763343836821,interval_1_to_3_years
CHARLS,education,death_post,seslow,0.237355519512048,1.26789179793107,interval_1_to_3_years
CHARLS,education,death_post,sesmiddle,-0.0961053361208528,0.908368327033164,interval_1_to_3_years
CHARLS,education,death_post,sex_factormale,0.542240455033978,1.71985580848311,interval_1_to_3_years
CHARLS,education,death_pre,(Intercept),-6.36285619168788,0.0017244343562591,interval_1_to_3_years
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.87660226431706,6.53127557088637,interval_1_to_3_years
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.47634586605669,11.8977090652251,interval_1_to_3_years
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.65903732800553,38.8239501462352,interval_1_to_3_years
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.74635570992599,5.73366940122408,interval_1_to_3_years
CHARLS,education,death_pre,period_factor2,0.641872130248716,1.90003466406122,interval_1_to_3_years
CHARLS,education,death_pre,period_factor3,0.74087881252719,2.09777825847533,interval_1_to_3_years
CHARLS,education,death_pre,period_factor4,0.331464368341914,1.39300651026235,interval_1_to_3_years
CHARLS,education,death_pre,seslow,0.222404585865213,1.24907663439841,interval_1_to_3_years
CHARLS,education,death_pre,sesmiddle,-0.485180995194637,0.615585768614604,interval_1_to_3_years
CHARLS,education,death_pre,sex_factormale,0.52928956166671,1.69772575062412,interval_1_to_3_years
CHARLS,education,onset,(Intercept),-2.84108887653033,0.0583620822517516,interval_1_to_3_years
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.846824154062694,2.33222828033211,interval_1_to_3_years
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.15686760359935,3.1799567739409,interval_1_to_3_years
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.22574537920057,3.40670442327979,interval_1_to_3_years
CHARLS,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.705246896616572,2.02434642751115,interval_1_to_3_years
CHARLS,education,onset,period_factor2,-0.225058819250685,0.798469252015018,interval_1_to_3_years
CHARLS,education,onset,period_factor3,-0.708942059217775,0.49216460313846,interval_1_to_3_years
CHARLS,education,onset,period_factor4,-0.522579031869176,0.592989236030028,interval_1_to_3_years
CHARLS,education,onset,seslow,0.81257935397687,2.25371362125609,interval_1_to_3_years
CHARLS,education,onset,sesmiddle,0.153141794907347,1.1654902278056,interval_1_to_3_years
CHARLS,education,onset,sex_factormale,-0.416310361603024,0.6594755628265,interval_1_to_3_years
CHARLS,education,recovery,(Intercept),-0.792748013083503,0.452599335900144,interval_1_to_3_years
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.93534555607615,0.392450228536717,interval_1_to_3_years
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.48075716228679,0.227465394946395,interval_1_to_3_years
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-3.15999658920569,0.0424258857862346,interval_1_to_3_years
CHARLS,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-3.34752725419116,0.0351712161400157,interval_1_to_3_years
CHARLS,education,recovery,origin_factorD2,0.231306898915544,1.26024594822077,interval_1_to_3_years
CHARLS,education,recovery,period_factor2,-0.270782698698807,0.76278223196867,interval_1_to_3_years
CHARLS,education,recovery,period_factor3,-0.749075229405156,0.472803585485347,interval_1_to_3_years
CHARLS,education,recovery,period_factor4,-0.338685324530135,0.712706685117568,interval_1_to_3_years
CHARLS,education,recovery,seslow,-0.326365154909709,0.721541664839884,interval_1_to_3_years
CHARLS,education,recovery,sesmiddle,-0.411890312521795,0.662396928716187,interval_1_to_3_years
CHARLS,education,recovery,sex_factormale,0.127339506037558,1.13580256415813,interval_1_to_3_years
CHARLS,education,relapse,(Intercept),-1.64767515539842,0.192496914221989,interval_1_to_3_years
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.618903318245921,1.85689050684865,interval_1_to_3_years
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.173611122227324,1.18959286963453,interval_1_to_3_years
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.357379559182757,1.42957837649094,interval_1_to_3_years
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.311327902372846,1.36523681218929,interval_1_to_3_years
CHARLS,education,relapse,period_factor3,-0.616664860190882,0.539741552652777,interval_1_to_3_years
CHARLS,education,relapse,period_factor4,-0.301790993567793,0.739492607450301,interval_1_to_3_years
CHARLS,education,relapse,seslow,0.381992370563247,1.46520090643267,interval_1_to_3_years
CHARLS,education,relapse,sesmiddle,0.262311634637741,1.29993158302173,interval_1_to_3_years
CHARLS,education,relapse,sex_factormale,-0.393836365718634,0.674464412710628,interval_1_to_3_years
CHARLS,wealth,death_post,(Intercept),-24.431902055608,2.45109280343202e-11,interval_1_to_3_years
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.87278308151206,6.50637900805576,interval_1_to_3_years
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.94886649819629,7.02072506415491,interval_1_to_3_years
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.78107729304912,16.1363952141612,interval_1_to_3_years
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.06186033928317,7.86057956150468,interval_1_to_3_years
CHARLS,wealth,death_post,origin_factorD2,-0.517221709045951,0.596174595679558,interval_1_to_3_years
CHARLS,wealth,death_post,origin_factorR1,-0.996375744262544,0.369215149358761,interval_1_to_3_years
CHARLS,wealth,death_post,period_factor2,0.186460726398634,1.20497729735836,interval_1_to_3_years
CHARLS,wealth,death_post,period_factor3,19.2330002142364,225312799.393839,interval_1_to_3_years
CHARLS,wealth,death_post,period_factor4,19.9475641369604,460380618.557082,interval_1_to_3_years
CHARLS,wealth,death_post,seslow,0.270480252931524,1.31059371609208,interval_1_to_3_years
CHARLS,wealth,death_post,sesmiddle,-0.00069081690237156,0.999309421656688,interval_1_to_3_years
CHARLS,wealth,death_post,sex_factormale,0.743201450092101,2.10265629982943,interval_1_to_3_years
CHARLS,wealth,death_pre,(Intercept),-25.3195988666179,1.0088763192605e-11,interval_1_to_3_years
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.80148985324653,6.05866726875216,interval_1_to_3_years
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.52591399345614,4.59934542039873,interval_1_to_3_years
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.01082307202366,20.3041047902626,interval_1_to_3_years
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.87216566459271,6.50236309944505,interval_1_to_3_years
CHARLS,wealth,death_pre,period_factor2,-0.00140541023382375,0.998595576892646,interval_1_to_3_years
CHARLS,wealth,death_pre,period_factor3,19.5180723521265,299634019.270009,interval_1_to_3_years
CHARLS,wealth,death_pre,period_factor4,19.6309212335658,335429122.77594,interval_1_to_3_years
CHARLS,wealth,death_pre,seslow,0.118710253218695,1.12604360350658,interval_1_to_3_years
CHARLS,wealth,death_pre,sesmiddle,0.144784774842714,1.15579078824272,interval_1_to_3_years
CHARLS,wealth,death_pre,sex_factormale,0.619930208085962,1.85879830822747,interval_1_to_3_years
CHARLS,wealth,onset,(Intercept),-2.41360979853535,0.0894916639255925,interval_1_to_3_years
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.720972953556946,2.05643305146205,interval_1_to_3_years
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.26602233313018,3.54671680938584,interval_1_to_3_years
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.30274919780097,3.67939816909946,interval_1_to_3_years
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.856595109887524,2.35512807407954,interval_1_to_3_years
CHARLS,wealth,onset,period_factor2,-0.0807809975972066,0.922395676195641,interval_1_to_3_years
CHARLS,wealth,onset,period_factor3,-0.582598885260552,0.558445144150232,interval_1_to_3_years
CHARLS,wealth,onset,period_factor4,-0.383424541176794,0.681523503070026,interval_1_to_3_years
CHARLS,wealth,onset,seslow,0.492389363066782,1.63622107925018,interval_1_to_3_years
CHARLS,wealth,onset,sesmiddle,0.36047885935954,1.43401594212776,interval_1_to_3_years
CHARLS,wealth,onset,sex_factormale,-0.497047510660182,0.608324081245887,interval_1_to_3_years
CHARLS,wealth,recovery,(Intercept),-0.910368644614811,0.402375862994044,interval_1_to_3_years
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.685210544241244,0.503984107452014,interval_1_to_3_years
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.05100786309757,0.349585237438972,interval_1_to_3_years
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-1.95049685533385,0.14220339951353,interval_1_to_3_years
