cohort,metric,half_replicates,full_replicates,half_ci_low,half_ci_high,full_ci_low,full_ci_high,max_endpoint_drift_years,relative_halfwidth_change,requires_1000
HRS,population_contribution_recovery,250,500,-1.38947416783256,-0.763618779254983,-1.36781062484149,-0.759048294973665,0.0216635429910692,0.0280783778350124,FALSE
HRS,population_contribution_relapse,250,500,-0.931571152339687,-0.434868963898826,-0.929842744509015,-0.43801870740505,0.00314974350622466,0.00991848907105369,FALSE
HRS,population_fdfle_gap,250,500,-7.52528731619104,-6.43277883855989,-7.5506507552023,-6.356271534876,0.0765073036838917,0.0852917908830703,FALSE
HRS,population_recovery_relapse,250,500,-2.12369657742931,-1.34633659004128,-2.12233738811924,-1.37368233667642,0.0273457466351426,0.0383420052932108,FALSE
MHAS,conditional_fdfle_gap,500,1000,-6.3920344263098,-0.907077772552802,-6.20607221708124,-1.02367428551668,0.185962209228557,0.0583819934686285,TRUE
MHAS,population_contribution_initial_state,500,1000,-0.476518054364417,-0.0891465557096771,-0.470533221582946,-0.0860843624265494,0.00598483278147094,0.00760215417144564,FALSE
MHAS,population_contribution_onset,500,1000,-3.6362004933897,-0.994899573035868,-3.59764340475602,-1.0029306895461,0.0385570886336812,0.0179550533170072,FALSE
MHAS,population_contribution_post_difficulty_mortality,500,1000,-0.883492602036303,0.577823519201426,-0.918370991296906,0.564927090402126,0.0348783892606023,0.0148196513785836,FALSE
MHAS,population_contribution_pre_difficulty_mortality,500,1000,-1.52402117389294,1.44748100412169,-1.37795017990972,1.41725814713086,0.146070993983221,0.063070022104827,TRUE
MHAS,population_contribution_recovery,500,1000,-1.33544280274179,0.196972040638756,-1.38321698808641,0.204894007836352,0.0477741853446188,0.0350706925934059,FALSE
MHAS,population_contribution_relapse,500,1000,-1.55102166566103,0.735682111219278,-1.56594614299003,0.707921976620063,0.0277601345992157,0.00564485563587353,FALSE
MHAS,population_fdfle_gap,500,1000,-6.30838700388651,-1.15268277618108,-6.32462933047124,-1.27174834492778,0.119065568746697,0.0203494288617041,TRUE
MHAS,population_recovery_relapse,500,1000,-2.32315066343408,0.353877546587691,-2.42053507281967,0.334716922643307,0.0973844093855956,0.0283907916843981,FALSE
