module,stratum,cohort,estimand,block,contribution_years,total_low_minus_high_gap,contribution_percent
wealth_by_sex,male,HRS,disabled_years,pre_disability_mortality,-0.658924324014215,0.76760566430761,-85.841514029026
wealth_by_sex,male,HRS,total_life_expectancy,onset,-0.937175336798921,-4.9863445505069,18.7948371257989
wealth_by_sex,male,HRS,total_life_expectancy,recovery,-0.417285554679984,-4.9863445505069,8.36856640076274
wealth_by_sex,male,HRS,total_life_expectancy,relapse,-0.0612165157365496,-4.9863445505069,1.22768322799367
wealth_by_sex,male,HRS,total_life_expectancy,post_disability_mortality,-0.865603747531287,-4.9863445505069,17.3594852654795
wealth_by_sex,male,HRS,total_life_expectancy,pre_disability_mortality,-2.70506339576016,-4.9863445505069,54.2494279799651
wealth_by_sex,male,ELSA,dfle,onset,-2.97922431660118,-5.6844895494134,52.4097069878265
wealth_by_sex,male,ELSA,dfle,recovery,-0.675671817795958,-5.6844895494134,11.8862355524197
wealth_by_sex,male,ELSA,dfle,relapse,-0.356271039721113,-5.6844895494134,6.26742360284359
wealth_by_sex,male,ELSA,dfle,post_disability_mortality,-0.542588605977789,-5.6844895494134,9.5450717476256
wealth_by_sex,male,ELSA,dfle,pre_disability_mortality,-1.13073376931736,-5.6844895494134,19.8915621092846
wealth_by_sex,male,ELSA,disabled_years,onset,1.94165788989938,0.848427823735682,228.853632044991
wealth_by_sex,male,ELSA,disabled_years,recovery,0.421618147422349,0.848427823735682,49.6940500567199
wealth_by_sex,male,ELSA,disabled_years,relapse,0.303065161307439,0.848427823735682,35.7207947251215
wealth_by_sex,male,ELSA,disabled_years,post_disability_mortality,-1.41880451383865,0.848427823735682,-167.227485255206
wealth_by_sex,male,ELSA,disabled_years,pre_disability_mortality,-0.399108861054838,0.848427823735682,-47.0409915716267
wealth_by_sex,male,ELSA,total_life_expectancy,onset,-1.0375664267018,-4.83606172567772,21.4547804713224
wealth_by_sex,male,ELSA,total_life_expectancy,recovery,-0.254053670373609,-4.83606172567772,5.25331736409974
wealth_by_sex,male,ELSA,total_life_expectancy,relapse,-0.053205878413674,-4.83606172567772,1.10019022567827
wealth_by_sex,male,ELSA,total_life_expectancy,post_disability_mortality,-1.96139311981644,-4.83606172567772,40.5576527156831
wealth_by_sex,male,ELSA,total_life_expectancy,pre_disability_mortality,-1.5298426303722,-4.83606172567772,31.6340592232165
wealth_by_sex,male,MHAS,dfle,onset,-0.854376066810933,-2.600830492065,32.8501249665286
wealth_by_sex,male,MHAS,dfle,recovery,0.058063275491564,-2.600830492065,-2.23248980157346
wealth_by_sex,male,MHAS,dfle,relapse,-0.418678518949124,-2.600830492065,16.0978779749965
wealth_by_sex,male,MHAS,dfle,post_disability_mortality,-0.12356263598784,-2.600830492065,4.75089154655882
wealth_by_sex,male,MHAS,dfle,pre_disability_mortality,-1.26227654580867,-2.600830492065,48.5335953134896
wealth_by_sex,male,MHAS,disabled_years,onset,0.707458476299626,0.198861911845054,355.753633129532
wealth_by_sex,male,MHAS,disabled_years,recovery,-0.0375229708529968,0.198861911845054,-18.8688575428327
wealth_by_sex,male,MHAS,disabled_years,relapse,0.302489148660191,0.198861911845054,152.110148119203
wealth_by_sex,male,MHAS,disabled_years,post_disability_mortality,-0.323076658438323,0.198861911845054,-162.4628142417
wealth_by_sex,male,MHAS,disabled_years,pre_disability_mortality,-0.450486083823443,0.198861911845054,-226.532109464202
wealth_by_sex,male,MHAS,total_life_expectancy,onset,-0.146917590511306,-2.40196858021994,6.11654922221561
wealth_by_sex,male,MHAS,total_life_expectancy,recovery,0.0205403046385677,-2.40196858021994,-0.855144601295612
wealth_by_sex,male,MHAS,total_life_expectancy,relapse,-0.116189370288932,-2.40196858021994,4.83725604263705
wealth_by_sex,male,MHAS,total_life_expectancy,post_disability_mortality,-0.446639294426162,-2.40196858021994,18.5947184365445
wealth_by_sex,male,MHAS,total_life_expectancy,pre_disability_mortality,-1.71276262963211,-2.40196858021994,71.3066208998984
wealth_by_sex,female,CHARLS,dfle,onset,-1.669276962436,-2.93765414937282,56.823467895034
wealth_by_sex,female,CHARLS,dfle,recovery,-0.959594339632337,-2.93765414937282,32.6653271909903
wealth_by_sex,female,CHARLS,dfle,relapse,0.105706806114306,-2.93765414937282,-3.5983407419445
wealth_by_sex,female,CHARLS,dfle,post_disability_mortality,-0.4732883064378,-2.93765414937282,16.1110968947398
wealth_by_sex,female,CHARLS,dfle,pre_disability_mortality,0.058798653019008,-2.93765414937282,-2.00155123881963
wealth_by_sex,female,CHARLS,disabled_years,onset,1.26323465553705,0.0864402330884708,1461.39663256592
wealth_by_sex,female,CHARLS,disabled_years,recovery,0.763622905221955,0.0864402330884708,883.411436940937
wealth_by_sex,female,CHARLS,disabled_years,relapse,-0.0896669461020054,0.0864402330884708,-103.732883286226
