age,origin_state,destination,annual_probability,cohort,exposure,ses
81,D2,D1,0,CHARLS,education,high
81,DEAD,D1,0,CHARLS,education,high
81,I0,R1,0,CHARLS,education,high
81,D1,R1,0.109717291413507,CHARLS,education,high
81,R1,R1,0.799233011169243,CHARLS,education,high
81,D2,R1,0.126420437929832,CHARLS,education,high
81,DEAD,R1,0,CHARLS,education,high
81,I0,D2,0,CHARLS,education,high
81,D1,D2,0,CHARLS,education,high
81,R1,D2,0.167994514614235,CHARLS,education,high
81,D2,D2,0.82812178190422,CHARLS,education,high
81,DEAD,D2,0,CHARLS,education,high
81,I0,DEAD,0.0278010169258045,CHARLS,education,high
81,D1,DEAD,0.0822674982819365,CHARLS,education,high
81,R1,DEAD,0.0327724742165225,CHARLS,education,high
81,D2,DEAD,0.0454577801659479,CHARLS,education,high
81,DEAD,DEAD,1,CHARLS,education,high
82,I0,I0,0.895145095417841,CHARLS,education,high
82,D1,I0,0,CHARLS,education,high
82,R1,I0,0,CHARLS,education,high
82,D2,I0,0,CHARLS,education,high
82,DEAD,I0,0,CHARLS,education,high
82,I0,D1,0.0748266416498218,CHARLS,education,high
82,D1,D1,0.807435391483845,CHARLS,education,high
82,R1,D1,0,CHARLS,education,high
82,D2,D1,0,CHARLS,education,high
82,DEAD,D1,0,CHARLS,education,high
82,I0,R1,0,CHARLS,education,high
82,D1,R1,0.100854456056989,CHARLS,education,high
82,R1,R1,0.797586544502726,CHARLS,education,high
82,D2,R1,0.116554075841005,CHARLS,education,high
82,DEAD,R1,0,CHARLS,education,high
82,I0,D2,0,CHARLS,education,high
82,D1,D2,0,CHARLS,education,high
82,R1,D2,0.165902963953771,CHARLS,education,high
82,D2,D2,0.832619739536261,CHARLS,education,high
82,DEAD,D2,0,CHARLS,education,high
82,I0,DEAD,0.0300282629323375,CHARLS,education,high
82,D1,DEAD,0.0917101524591665,CHARLS,education,high
82,R1,DEAD,0.0365104915435035,CHARLS,education,high
82,D2,DEAD,0.050826184622734,CHARLS,education,high
82,DEAD,DEAD,1,CHARLS,education,high
83,I0,I0,0.889996301611042,CHARLS,education,high
83,D1,I0,0,CHARLS,education,high
83,R1,I0,0,CHARLS,education,high
83,D2,I0,0,CHARLS,education,high
83,DEAD,I0,0,CHARLS,education,high
