age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
60,I0,1,0.964669958261496,0.982334979130748,CHARLS,education,high
60,D1,0,0.0315409030202792,0.0157704515101396,CHARLS,education,high
60,R1,0,0,0,CHARLS,education,high
60,D2,0,0,0,CHARLS,education,high
60,DEAD,0,0.00378913871822536,0.00189456935911268,CHARLS,education,high
61,I0,0.964669958261496,0.929187102775232,0.946928530518364,CHARLS,education,high
61,D1,0.0315409030202792,0.0535185681276717,0.0425297355739754,CHARLS,education,high
61,R1,0,0.00897962299716181,0.0044898114985809,CHARLS,education,high
61,D2,0,0,0,CHARLS,education,high
61,DEAD,0.00378913871822536,0.0083147060999344,0.00605192240907988,CHARLS,education,high
62,I0,0.929187102775232,0.893565051956237,0.911376077365735,CHARLS,education,high
62,D1,0.0535185681276717,0.0690052338090171,0.0612619009683444,CHARLS,education,high
62,R1,0.00897962299716181,0.0228007572265272,0.0158901901118445,CHARLS,education,high
62,D2,0,0.00103508009017113,0.000517540045085563,CHARLS,education,high
62,DEAD,0.0083147060999344,0.0135938769180472,0.0109542915089908,CHARLS,education,high
63,I0,0.893565051956237,0.857815783129827,0.875690417543032,CHARLS,education,high
63,D1,0.0690052338090171,0.0800519409561562,0.0745285873825866,CHARLS,education,high
63,R1,0.0228007572265272,0.0391191926773445,0.0309599749519359,CHARLS,education,high
63,D2,0.00103508009017113,0.0033581402359392,0.00219661016305516,CHARLS,education,high
63,DEAD,0.0135938769180472,0.0196549430007329,0.01662440995939,CHARLS,education,high
64,I0,0.857815783129827,0.821951791998424,0.839883787564126,CHARLS,education,high
64,D1,0.0800519409561562,0.088043928402621,0.0840479346793886,CHARLS,education,high
64,R1,0.0391191926773445,0.0565628666707264,0.0478410296740355,CHARLS,education,high
64,D2,0.0033581402359392,0.00690847592485489,0.00513330808039705,CHARLS,education,high
64,DEAD,0.0196549430007329,0.0265329370033734,0.0230939400020531,CHARLS,education,high
65,I0,0.821951791998424,0.785988470932858,0.803970131465641,CHARLS,education,high
65,D1,0.088043928402621,0.0939273291608585,0.0909856287817397,CHARLS,education,high
65,R1,0.0565628666707264,0.0742916122571681,0.0654272394639473,CHARLS,education,high
65,D2,0.00690847592485489,0.0115262649178211,0.00921737042133799,CHARLS,education,high
65,DEAD,0.0265329370033734,0.034266322731294,0.0303996298673337,CHARLS,education,high
66,I0,0.785988470932858,0.749946608702275,0.767967539817567,CHARLS,education,high
66,D1,0.0939273291608585,0.0983554367727268,0.0961413829667927,CHARLS,education,high
66,R1,0.0742916122571681,0.0917576154299243,0.0830246138435462,CHARLS,education,high
66,D2,0.0115262649178211,0.0170458741792612,0.0142860695485411,CHARLS,education,high
66,DEAD,0.034266322731294,0.0428944649158124,0.0385803938235532,CHARLS,education,high
67,I0,0.749946608702275,0.71385487865544,0.731900743678858,CHARLS,education,high
67,D1,0.0983554367727268,0.101784020826984,0.100069728799855,CHARLS,education,high
67,R1,0.0917576154299243,0.108573077327248,0.100165346378586,CHARLS,education,high
67,D2,0.0170458741792612,0.0233322468684157,0.0201890605238385,CHARLS,education,high
67,DEAD,0.0428944649158124,0.0524557763219132,0.0476751206188628,CHARLS,education,high
68,I0,0.71385487865544,0.677752146614861,0.69580351263515,CHARLS,education,high
68,D1,0.101784020826984,0.104533948992509,0.103158984909746,CHARLS,education,high
68,R1,0.108573077327248,0.124436025853196,0.116504551590222,CHARLS,education,high
68,D2,0.0233322468684157,0.030291304753477,0.0268117758109464,CHARLS,education,high
68,DEAD,0.0524557763219132,0.0629865737859569,0.0577211750539351,CHARLS,education,high
69,I0,0.677752146614861,0.641689399541885,0.659720773078373,CHARLS,education,high
69,D1,0.104533948992509,0.106832563135523,0.105683256064016,CHARLS,education,high
69,R1,0.124436025853196,0.1390882184025,0.131762122127848,CHARLS,education,high
69,D2,0.030291304753477,0.0378690464150111,0.034080175584244,CHARLS,education,high
69,DEAD,0.0629865737859569,0.0745207725050805,0.0687536731455187,CHARLS,education,high
70,I0,0.641689399541885,0.605731078720262,0.623710239131074,CHARLS,education,high
70,D1,0.106832563135523,0.108841061493856,0.10783681231469,CHARLS,education,high
70,R1,0.1390882184025,0.152291173643208,0.145689696022854,CHARLS,education,high
70,D2,0.0378690464150111,0.0460460716761197,0.0419575590455654,CHARLS,education,high
70,DEAD,0.0745207725050805,0.087090614466554,0.0808056934858173,CHARLS,education,high
71,I0,0.605731078720262,0.569956440887164,0.587843759803713,CHARLS,education,high
71,D1,0.108841061493856,0.110667406943699,0.109754234218777,CHARLS,education,high
71,R1,0.152291173643208,0.163822802190682,0.158056987916945,CHARLS,education,high
71,D2,0.0460460716761197,0.054822858483129,0.0504344650796244,CHARLS,education,high
71,DEAD,0.087090614466554,0.100730491495326,0.0939105529809398,CHARLS,education,high
72,I0,0.569956440887164,0.5344615666567,0.552209003771932,CHARLS,education,high
72,D1,0.110667406943699,0.112359871003232,0.111513638973465,CHARLS,education,high
72,R1,0.163822802190682,0.173513100615274,0.168667951402978,CHARLS,education,high
72,D2,0.054822858483129,0.0641781059630848,0.0595004822231069,CHARLS,education,high
72,DEAD,0.100730491495326,0.11548735576171,0.108108923628518,CHARLS,education,high
73,I0,0.5344615666567,0.499356700186307,0.516909133421503,CHARLS,education,high
73,D1,0.112359871003232,0.113917919773102,0.113138895388167,CHARLS,education,high
73,R1,0.173513100615274,0.181248590502905,0.177380845559089,CHARLS,education,high
73,D2,0.0641781059630848,0.0740515668608477,0.0691148364119663,CHARLS,education,high
73,DEAD,0.11548735576171,0.131425222676839,0.123456289219274,CHARLS,education,high
74,I0,0.499356700186307,0.464762618278704,0.482059659232505,CHARLS,education,high
74,D1,0.113917919773102,0.115304722159363,0.114611320966233,CHARLS,education,high
74,R1,0.181248590502905,0.18696908839772,0.184108839450312,CHARLS,education,high
74,D2,0.0740515668608477,0.0843366738435754,0.0791941203522116,CHARLS,education,high
74,DEAD,0.131425222676839,0.148626897320638,0.140026059998738,CHARLS,education,high
75,I0,0.464762618278704,0.430807169943945,0.447784894111325,CHARLS,education,high
75,D1,0.115304722159363,0.116456081969155,0.115880402064259,CHARLS,education,high
75,R1,0.18696908839772,0.190667451828357,0.188818270113038,CHARLS,education,high
75,D2,0.0843366738435754,0.0948748087933605,0.089605741318468,CHARLS,education,high
75,DEAD,0.148626897320638,0.167194487465183,0.15791069239291,CHARLS,education,high
76,I0,0.430807169943945,0.397621942943859,0.414214556443902,CHARLS,education,high
76,D1,0.116456081969155,0.117287285897363,0.116871683933259,CHARLS,education,high
76,R1,0.190667451828357,0.192389577328613,0.191528514578485,CHARLS,education,high
76,D2,0.0948748087933605,0.105452867892599,0.10016383834298,CHARLS,education,high
76,DEAD,0.167194487465183,0.187248325937566,0.177221406701375,CHARLS,education,high
77,I0,0.397621942943859,0.365339003542584,0.381480473243222,CHARLS,education,high
77,D1,0.117287285897363,0.117698976246641,0.117493131072002,CHARLS,education,high
77,R1,0.192389577328613,0.192232726462165,0.192311151895389,CHARLS,education,high
77,D2,0.105452867892599,0.115805363922164,0.110629115907381,CHARLS,education,high
77,DEAD,0.187248325937566,0.208923929826445,0.198086127882006,CHARLS,education,high
78,I0,0.365339003542584,0.334087661734356,0.34971333263847,CHARLS,education,high
78,D1,0.117698976246641,0.117582859318926,0.117640917782783,CHARLS,education,high
78,R1,0.192232726462165,0.190340988260869,0.191286857361517,CHARLS,education,high
78,D2,0.115805363922164,0.125621842105437,0.120713603013801,CHARLS,education,high
78,DEAD,0.208923929826445,0.232366648580413,0.220645289203429,CHARLS,education,high
79,I0,0.334087661734356,0.303991236698471,0.319039449216413,CHARLS,education,high
79,D1,0.117582859318926,0.116827813505748,0.117205336412337,CHARLS,education,high
79,R1,0.190340988260869,0.18689743489926,0.188619211580064,CHARLS,education,high
79,D2,0.125621842105437,0.134559797107548,0.130090819606492,CHARLS,education,high
79,DEAD,0.232366648580413,0.257723717788973,0.245045183184693,CHARLS,education,high
80,I0,0.303991236698471,0.275163833391215,0.289577535044843,CHARLS,education,high
80,D1,0.116827813505748,0.115326734628259,0.116077274067004,CHARLS,education,high
80,R1,0.18689743489926,0.182113260099878,0.184505347499569,CHARLS,education,high
80,D2,0.134559797107548,0.142262608525741,0.138411202816644,CHARLS,education,high
80,DEAD,0.257723717788973,0.285133563354906,0.27142864057194,CHARLS,education,high
81,I0,0.275163833391215,0.247710567169888,0.261437200280551,CHARLS,education,high
81,D1,0.115326734628259,0.11298918756624,0.11415796109725,CHARLS,education,high
81,R1,0.182113260099878,0.176189167465314,0.179151213782596,CHARLS,education,high
81,D2,0.142262608525741,0.148404793605974,0.145333701065858,CHARLS,education,high
81,DEAD,0.285133563354906,0.314706284192584,0.299919923773745,CHARLS,education,high
82,I0,0.247710567169888,0.221736899285297,0.234723733227592,CHARLS,education,high
82,D1,0.11298918756624,0.109766818738484,0.111378003152362,CHARLS,education,high
82,R1,0.176189167465314,0.169218755878906,0.17270396167211,CHARLS,education,high
82,D2,0.148404793605974,0.152795065697182,0.150599929651578,CHARLS,education,high
82,DEAD,0.314706284192584,0.346482460400132,0.330594372296358,CHARLS,education,high
83,I0,0.221736899285297,0.197345020294614,0.209540959789955,CHARLS,education,high
83,D1,0.109766818738484,0.105657815638553,0.107712317188518,CHARLS,education,high
83,R1,0.169218755878906,0.16122270028655,0.165220728082728,CHARLS,education,high
83,D2,0.152795065697182,0.155364787260635,0.154079926478908,CHARLS,education,high
83,DEAD,0.346482460400132,0.380409676519649,0.36344606845989,CHARLS,education,high
84,I0,0.197345020294614,0.174626384379281,0.185985702336948,CHARLS,education,high
84,D1,0.105657815638553,0.100705468727391,0.103181642182972,CHARLS,education,high
84,R1,0.16122270028655,0.15220666590007,0.15671468309331,CHARLS,education,high
84,D2,0.155364787260635,0.156133975247821,0.155749381254228,CHARLS,education,high
84,DEAD,0.380409676519649,0.416327505745437,0.398368591132543,CHARLS,education,high
85,I0,0.174626384379281,0.153654702522982,0.164140543451132,CHARLS,education,high
85,D1,0.100705468727391,0.0949959648174876,0.0978507167724393,CHARLS,education,high
85,R1,0.15220666590007,0.142203683687016,0.147205174793543,CHARLS,education,high
85,D2,0.156133975247821,0.155188175095927,0.155661075171874,CHARLS,education,high
85,DEAD,0.416327505745437,0.453957473876588,0.435142489811012,CHARLS,education,high
86,I0,0.153654702522982,0.134479864139756,0.144067283331369,CHARLS,education,high
86,D1,0.0949959648174876,0.088654409345205,0.0918251870813463,CHARLS,education,high
86,R1,0.142203683687016,0.131301963320314,0.136752823503665,CHARLS,education,high
86,D2,0.155188175095927,0.152662558648336,0.153925366872132,CHARLS,education,high
86,DEAD,0.453957473876588,0.49290120454639,0.473429339211489,CHARLS,education,high
87,I0,0.134479864139756,0.117123283973838,0.125801574056797,CHARLS,education,high
87,D1,0.088654409345205,0.0818384000805462,0.0852464047128756,CHARLS,education,high
87,R1,0.131301963320314,0.119658275824005,0.125480119572159,CHARLS,education,high
87,D2,0.152662558648336,0.148730511636012,0.150696535142174,CHARLS,education,high
87,DEAD,0.49290120454639,0.532649528485599,0.512775366515994,CHARLS,education,high
88,I0,0.117123283973838,0.101575117824448,0.109349200899143,CHARLS,education,high
88,D1,0.0818384000805462,0.0747288857702008,0.0782836429253735,CHARLS,education,high
88,R1,0.119658275824005,0.107497139629658,0.113577707726832,CHARLS,education,high
88,D2,0.148730511636012,0.143594717612354,0.146162614624183,CHARLS,education,high
88,DEAD,0.532649528485599,0.57260413916334,0.55262683382447,CHARLS,education,high
89,I0,0.101575117824448,0.0877936506417375,0.0946843842330926,CHARLS,education,high
89,D1,0.0747288857702008,0.067518569376859,0.0711237275735299,CHARLS,education,high
89,R1,0.107497139629658,0.0950970449823503,0.101297092306004,CHARLS,education,high
89,D2,0.143594717612354,0.137479313481829,0.140537015547091,CHARLS,education,high
89,DEAD,0.57260413916334,0.612111421517225,0.592357780340282,CHARLS,education,high
90,I0,0.0877936506417375,0.0757069454173986,0.081750298029568,CHARLS,education,high
90,D1,0.067518569376859,0.0603987119208149,0.0639586406488369,CHARLS,education,high
90,R1,0.0950970449823503,0.0827665441819844,0.0889317945821674,CHARLS,education,high
90,D2,0.137479313481829,0.130622126446415,0.134050719964122,CHARLS,education,high
90,DEAD,0.612111421517225,0.650505672033388,0.631308546775306,CHARLS,education,high
91,I0,0.0757069454173986,0.0652122005687045,0.0704595729930515,CHARLS,education,high
91,D1,0.0603987119208149,0.0535407267961587,0.0569697193584868,CHARLS,education,high
91,R1,0.0827665441819844,0.0708245090444452,0.0767955266132148,CHARLS,education,high
91,D2,0.130622126446415,0.123247636908672,0.126934881677543,CHARLS,education,high
91,DEAD,0.650505672033388,0.68717492668202,0.668840299357704,CHARLS,education,high
92,I0,0.0652122005687045,0.0561689942431146,0.0606905974059096,CHARLS,education,high
92,D1,0.0535407267961587,0.0470695872466134,0.050305157021386,CHARLS,education,high
92,R1,0.0708245090444452,0.059589924500187,0.0652072167723161,CHARLS,education,high
92,D2,0.123247636908672,0.115503836692181,0.119375736800426,CHARLS,education,high
92,DEAD,0.68717492668202,0.721667657317904,0.704421291999962,CHARLS,education,high
93,I0,0.0561689942431146,0.0484151907125498,0.0522920924778322,CHARLS,education,high
93,D1,0.0470695872466134,0.0410650078485904,0.0440672975476019,CHARLS,education,high
93,R1,0.059589924500187,0.0493233940915129,0.0544566592958499,CHARLS,education,high
93,D2,0.115503836692181,0.107490230451641,0.111497033571911,CHARLS,education,high
93,DEAD,0.721667657317904,0.753706176895706,0.737686917106805,CHARLS,education,high
94,I0,0.0484151907125498,0.0417838346209067,0.0450995126667282,CHARLS,education,high
94,D1,0.0410650078485904,0.0355696122874873,0.0383173100680388,CHARLS,education,high
94,R1,0.0493233940915129,0.040194051496229,0.0447587227938709,CHARLS,education,high
94,D2,0.107490230451641,0.0992888786026749,0.103389554527158,CHARLS,education,high
94,DEAD,0.753706176895706,0.783163622992702,0.768434899944204,CHARLS,education,high
95,I0,0.0417838346209067,0.0361145253026451,0.0389491799617759,CHARLS,education,high
95,D1,0.0355696122874873,0.0305967797024934,0.0330831959949903,CHARLS,education,high
95,R1,0.040194051496229,0.0322766072509653,0.0362353293735971,CHARLS,education,high
95,D2,0.0992888786026749,0.0909782807851304,0.0951335796939026,CHARLS,education,high
95,DEAD,0.783163622992702,0.810033806958766,0.796598714975734,CHARLS,education,high
96,I0,0.0361145253026451,0.0312144385422875,0.0336644819224663,CHARLS,education,high
96,D1,0.0305967797024934,0.0263335585671826,0.028465169134838,CHARLS,education,high
96,R1,0.0322766072509653,0.0260944121151561,0.0291855096830607,CHARLS,education,high
96,D2,0.0909782807851304,0.0826806750089341,0.0868294778970323,CHARLS,education,high
