"file_role","variable","storage_class","variable_label","value_labels","nonmissing_n","unique_nonmissing_n"
"wave11_core_selected","dhcag7","haven_labelled/vctrs_vctr/double","Child grid: age of child 7","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,34
"wave11_core_selected","dhcs8","haven_labelled/vctrs_vctr/double","Child grid: sex of child 8","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,3
"wave11_core_selected","dhcag8","haven_labelled/vctrs_vctr/double","Child grid: age of child 8","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,23
"wave11_core_selected","dhcs9","haven_labelled/vctrs_vctr/double","Child grid: sex of child 9","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,3
"wave11_core_selected","dhcag9","haven_labelled/vctrs_vctr/double","Child grid: age of child 9","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,12
"wave11_core_selected","dhcs10","haven_labelled/vctrs_vctr/double","Child grid: sex of child 10","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,3
"wave11_core_selected","dhcag10","haven_labelled/vctrs_vctr/double","Child grid: age of child 10","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,7
"wave11_core_selected","dhcs11","haven_labelled/vctrs_vctr/double","Child grid: sex of child 11","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag11","haven_labelled/vctrs_vctr/double","Child grid: age of child 11","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","dhcs12","haven_labelled/vctrs_vctr/double","Child grid: sex of child 12","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag12","haven_labelled/vctrs_vctr/double","Child grid: age of child 12","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","dhcs13","haven_labelled/vctrs_vctr/double","Child grid: sex of child 13","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag13","haven_labelled/vctrs_vctr/double","Child grid: age of child 13","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","dhcs14","haven_labelled/vctrs_vctr/double","Child grid: sex of child 14","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag14","haven_labelled/vctrs_vctr/double","Child grid: age of child 14","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","dhcs15","haven_labelled/vctrs_vctr/double","Child grid: sex of child 15","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag15","haven_labelled/vctrs_vctr/double","Child grid: age of child 15","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","dhcs16","haven_labelled/vctrs_vctr/double","Child grid: sex of child 16","Refused=-9 | Don't know=-8 | Not applicable=-1 | Male=1 | Female=2",7842,1
"wave11_core_selected","dhcag16","haven_labelled/vctrs_vctr/double","Child grid: age of child 16","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,1
"wave11_core_selected","diint","haven_labelled/vctrs_vctr/double","Person number of proxy respondent","Refused=-9 | Don't know=-8 | Not applicable=-1 | Person 1=1 | Person 2=2 | Person 3=3 | Person 4=4 | Person 5=5",7842,7
"wave11_core_selected","dipre","haven_labelled/vctrs_vctr/double","Relationship of proxy respondent to participant","Refused=-9 | Don't know=-8 | Not applicable=-1 | Husband/Wife=1 | Partner/cohabitee=2 | Natural son/daughter=3 | Adopted son/daughter=4 | Foster son/daughter=5 | Step son/daughter/child of partner=6 | Son/daughter-in-law=7 | Natural parent=8 | Adoptive parent=9 | Foster parent=10 | Stepparent/parent s partner=11 | Parent-in-law=12 | Natural brother/sister=13 | Half-brother/sister=14 | Step-brother/sister=15 | Adopted brother/sister=16 | Foster brother/sister=17 | Brother/sister-in-law=18 | Grandchild=19 | Grandparent=20 | Other relative=21 | Other non-relative=22 | (THIS CODE NOT USED)=96",7842,5
"wave11_core_selected","mirel","haven_labelled/vctrs_vctr/double","Relationship of informant to respondent in institution","Refused=-9 | Don't know=-8 | Not applicable=-1 | Husband/Wife=1 | Partner/cohabitee=2 | Natural son/daughter=3 | Adopted son/daughter=4 | Foster son/daughter=5 | Step son/daughter/child of partner=6 | Son/daughter-in-law=7 | Natural parent=8 | Adoptive parent=9 | Foster parent=10 | Stepparent/parent s partner=11 | Parent-in-law=12 | Natural brother/sister=13 | Half-brother/sister=14 | Step-brother/sister=15 | Adopted brother/sister=16 | Foster brother/sister=17 | Brother/sister-in-law=18 | Grandchild=19 | Grandparent=20 | Other relative=21 | Other non-relative=22 | (THIS CODE NOT USED)=96",7842,7
"wave11_core_selected","mispou","haven_labelled/vctrs_vctr/double","Whether respondent in institution has a partner","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,2
"wave11_core_selected","milive","haven_labelled/vctrs_vctr/double","Where does partner of respondent in institution live","Refused=-9 | Don't know=-8 | Not applicable=-1 | In own home=1 | Same care home as spouse/partner=2 | Different care home to spouse/partner=3",7842,4
"wave11_core_selected","misint","haven_labelled/vctrs_vctr/double","Whether respondent in institution has been interviewed at the current wave","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,3
"wave11_core_selected","mifin","haven_labelled/vctrs_vctr/double","Whether couple with respondent in institution keep finances separate","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,3
"wave11_core_selected","digran","haven_labelled/vctrs_vctr/double","Whether respondent has any grandchildren/great grandchildren","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","disibc","haven_labelled/vctrs_vctr/double","Whether confirms number of siblings recorded at previous interview","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,5
"wave11_core_selected","dinma","haven_labelled/vctrs_vctr/double","Whether mother of respondent is still alive","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,5
"wave11_core_selected","dianm","haven_labelled/vctrs_vctr/double","Age of natural mother","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,50
"wave11_core_selected","dimad","haven_labelled/vctrs_vctr/double","Age (or estimated age) at death of mother of respondent","Refused=-9 | Don't know=-8 | Error with feed-forward data=-2 | Not applicable=-1",7842,76
"wave11_core_selected","dimdyr","haven_labelled/vctrs_vctr/double","Year mother died","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,78
"wave11_core_selected","dicdnm","haven_labelled/vctrs_vctr/double","Cause of death of mother of respondent","Refused=-9 | Don't know=-8 | Not applicable=-1 | Cancer=1 | Heart Attack=2 | Stroke=3 | Other cardiovascular related illness=4 | Respiratory disease=5 | None of these=96",7842,8
"wave11_core_selected","dimaedu","haven_labelled/vctrs_vctr/double","Age mother finished education","Refused=-9 | Don't know=-8 | Not applicable=-1 | Never went to school=1 | 14 or under=2 | At 15=3 | At 16=4 | At 17=5 | At 18=6 | 19 or over=7",7842,10
"wave11_core_selected","dinfa","haven_labelled/vctrs_vctr/double","Whether father of respondent is still alive","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,5
"wave11_core_selected","dianf","haven_labelled/vctrs_vctr/double","Age of natural father","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,40
"wave11_core_selected","difad","haven_labelled/vctrs_vctr/double","Age (or estimated age) at death of father of respondent","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,75
"wave11_core_selected","difdyr","haven_labelled/vctrs_vctr/double","Year father died","Refused=-9 | Don't know=-8 | Not applicable=-1",7842,39
"wave11_core_selected","dicdnf","haven_labelled/vctrs_vctr/double","Cause of death of father of respondent","Refused=-9 | Don't know=-8 | Not applicable=-1 | Cancer=1 | Heart Attack=2 | Stroke=3 | Other cardiovascular related illness=4 | Respiratory disease=5 | None of these=96",7842,9
"wave11_core_selected","dipaedu","haven_labelled/vctrs_vctr/double","Age father finished education","Refused=-9 | Don't know=-8 | Not applicable=-1 | Never went to school=1 | 14 or under=2 | At 15=3 | At 16=4 | At 17=5 | At 18=6 | 19 or over=7",7842,10
"wave11_core_selected","dikliv","haven_labelled/vctrs_vctr/double","Whom respondent lived with for most of childhood","Refused=-9 | Don't know=-8 | Not applicable=-1 | Both natural parents=1 | Natural mother and step-father=2 | Natural father and step-mother=3 | Natural mother=4 | Natural father=5 | Step-parents=6 | Foster parents=7 | Adoptive parents=8 | Children's Home=9 | Other - Both grandparents=51 | Other - Grandmother=52 | Other - Grandfather=53 | Other - Siblings=54 | Other - Other relatives or combination=55 | Other answer - not codeable 01-09 or 51-55=85 | Irrelevant answer - not codeable 01-09 or 51-55=86 | Other=95",7842,16
"wave11_core_selected","difjob","haven_labelled/vctrs_vctr/double","Occupation of father (or main carer) when respondent was 14","Refused=-9 | Don't know=-8 | Not applicable=-1 | Armed Forces=1 | Manager or senior official in someone else's business=2 | Running own business=3 | Professional or technical=4 | Administrative, clerical or secretarial=5 | Skilled trade=6 | Caring, leisure, travel or personal services=7 | Sales or customer service=8 | Plant, process or machine drivers or operators=9 | Other jobs=10 | Something else=11 | Casual jobs=12 | Retired=13 | Unemployed=14 | Sick / disabled=15",7842,17
"wave11_core_selected","hetemp","haven_labelled/vctrs_vctr/double","Whether expects health problem/disability to last less than 3 months","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hecvsym","haven_labelled/vctrs_vctr/double","Whether had any symptoms when respondent had COVID-19","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hecvhosp","haven_labelled/vctrs_vctr/double","Whether the respondent was hospitalised due to COVID-19","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hecvsyme","haven_labelled/vctrs_vctr/double","Respondent experience of COVID-19 symptoms","Refused=-9 | Don't know=-8 | Not applicable=-1 | My symptoms were worse at the beginning (the first 1-2 weeks) and then got bette=1 | My symptoms were worse at the beginning (the first 1-2 weeks) and then mostly go=2 | After the first 1-2 weeks, my symptoms got better but then the same symptoms kep=3 | After the first 1-2 weeks, my symptoms got better but I then developed new sympt=4 | Most of my symptoms lasted for 2-3 weeks=5 | Most of my symptoms lasted for 4-12 weeks=6 | Most of my symptoms lasted for more than 12 weeks=7 | Spontaneous: had covid very recently so cannot answer=8",7842,10
"wave11_core_selected","hecvlcondc","haven_labelled/vctrs_vctr/double","New diagnosed condition illness or disability linked to COVID-19: Difficulty con","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",7842,4
"wave11_core_selected","hecvllim","haven_labelled/vctrs_vctr/double","Whether illness or disability limits respondent's activities in any way","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,3
"wave11_core_selected","hevaccwh","haven_labelled/vctrs_vctr/double","Whether received Covid-19 vaccine or booster in the last twelve months","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hevaccw2","haven_labelled/vctrs_vctr/double","Whether received Flu vaccine in the last twelve months","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hevaccw3","haven_labelled/vctrs_vctr/double","Whether received Pneumococcal (PPV) vaccine in the last twelve months","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hevaccw4","haven_labelled/vctrs_vctr/double","Whether received Shingles vaccine in the last twelve months","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,4
"wave11_core_selected","hedntb1","haven_labelled/vctrs_vctr/double","Difficulties caused by dental condition: difficulty eating food","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",7842,4
"wave11_core_selected","hedntb2","haven_labelled/vctrs_vctr/double","Difficulties caused by dental condition: difficulty speaking clearly","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",7842,4
"wave11_core_selected","heswgh","haven_labelled/vctrs_vctr/double","Self-rated weight dependent on age and height","Refused=-9 | Don't know=-8 | Not applicable=-1 | About the right weight=1 | Too heavy=2 | Too light=3",7842,6
"wave11_core_selected","heswgha","haven_labelled/vctrs_vctr/double","Whether respondent is trying to change their weight","Refused=-9 | Don't know=-8 | Not applicable=-1 | Trying to lose weight=1 | Trying to gain weight=2 | Not trying to change your weight=3",7842,6
"wave11_core_selected","hebpchk","haven_labelled/vctrs_vctr/double","Blood pressure: whether checked by doctor or nurse in past year","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,5
"wave11_core_selected","hefla","haven_labelled/vctrs_vctr/double","Whether fallen down since last interview","Refused=-9 | Don't know=-8 | Not applicable=-1 | Yes=1 | No=2",7842,5
"wave11_core_selected","heiqa","haven_labelled/vctrs_vctr/double","Whether proxy able to answer what sample member was like 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Press <1> and <enter> to continue=1 | Unable to answer - does not know what the person was like two years ago=2",7842,3
"wave11_core_selected","heiqb","haven_labelled/vctrs_vctr/double","Ability to remember things about family/friends compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,5
"wave11_core_selected","heiqc","haven_labelled/vctrs_vctr/double","Ability to remember recent events compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqd","haven_labelled/vctrs_vctr/double","Ability to remember conversations a few days later compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,7
"wave11_core_selected","heiqe","haven_labelled/vctrs_vctr/double","Ability to remember own address/telephone number compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,5
"wave11_core_selected","heiqf","haven_labelled/vctrs_vctr/double","Ability to remember what day/month it is compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqg","haven_labelled/vctrs_vctr/double","Ability to remember where things are usually kept compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,5
"wave11_core_selected","heiqh","haven_labelled/vctrs_vctr/double","Ability to remember things kept in different place compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,5
"wave11_core_selected","heiqi","haven_labelled/vctrs_vctr/double","Knowledge of how to work familiar machines compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,7
"wave11_core_selected","heiqj","haven_labelled/vctrs_vctr/double","Ability to learn to use new gadgets compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,7
"wave11_core_selected","heiqk","haven_labelled/vctrs_vctr/double","Ability to learn new things in general compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,7
"wave11_core_selected","heiql","haven_labelled/vctrs_vctr/double","Ability to follow a story in a book/tv compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqm","haven_labelled/vctrs_vctr/double","Ability to make decisions on everyday matters compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqn","haven_labelled/vctrs_vctr/double","Ability to handle money for shopping compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqo","haven_labelled/vctrs_vctr/double","Ability to handle financial matters compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","heiqp","haven_labelled/vctrs_vctr/double","Ability to handle arthrimetic problems compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,7
"wave11_core_selected","heiqq","haven_labelled/vctrs_vctr/double","Ability to reason things through compared to 2 years ago","Refused=-9 | Don't know=-8 | Not applicable=-1 | Much improved=1 | A bit improved=2 | Not much change=3 | A bit worse=4 | Much worse=5",7842,6
"wave11_core_selected","hepab","haven_labelled/vctrs_vctr/double","Whether respondent cannot walk/never walks","Refused=-9 | Don't know=-8 | Not applicable=-1 | Press 1 and enter to continue=1 | Can't walk or never walks=2",7842,3
"wave11_core_selected","hebal","haven_labelled/vctrs_vctr/double","How often respondent has problems with balance when walking on level surface","Refused=-9 | Don't know=-8 | Not applicable=-1 | Always=1 | Very often=2 | Often=3 | Sometimes=4 | Never=5 | Spontaneous: never walks=6 | Spontaneous: can t walk=7",7842,9
"wave11_core_selected","hediz","haven_labelled/vctrs_vctr/double","How often respondent has problems with dizziness when walking on level surface","Refused=-9 | Don't know=-8 | Not applicable=-1 | Always=1 | Very often=2 | Often=3 | Sometimes=4 | Never=5 | Spontaneous: never walks=6 | Spontaneous: can't walk=7",7842,8
"wave11_core_selected","hemobwa","haven_labelled/vctrs_vctr/double","Mobility: difficulty walking 100 yards","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",7842,4
