"file_role","variable","storage_class","variable_label","value_labels","nonmissing_n","unique_nonmissing_n"
"wave11_eol_all","eipenm10","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Payments were lost (2nd pension","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm97","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Other answer - not codeable (2nd","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm98","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Don't know (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenwho2","haven_labelled/vctrs_vctr/double","Who is receiving or expects to receive payments (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Respondent (you)=1 | Husband/Wife=2 | Partner/cohabitee=3 | Natural son/daughter=4 | Adopted son/daughter=5 | Foster son/daughter=6 | Step-son/step-daughter/child of partner=7 | Son-in-law/daughter-in-law=8 | Natural parent=9 | Adoptive parent=10 | Foster parent=11 | Step-parent/parent's partner=12 | Parent-in-law=13 | Natural brother/sister=14 | Half-brother/sister=15 | Step-brother/sister=16 | Adopted brother/sister=17 | Foster brother/sister=18 | Brother-in-law/sister-in-law=19 | Grandchild=20 | Grandparent=21 | Other relative (specify)=22 | Other non-relative (specify)=23 | Other (Please specify)=95 | Irrelevant response=96",347,6
"wave11_eol_all","eipenxpm2","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Mont","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxpy2","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Year","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpl2","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket min value (EiPenxpa2) (2","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpu2","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket max value (EiPenxpa2) (2","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpe2","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket entry point (EiPenxpa2)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpr2","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket result (EiPenxpa2) (2nd","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenxlm2","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Month (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxly2","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Year (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenpd2","haven_labelled/vctrs_vctr/double","Period covered by last regular payment received (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | One week=1 | Two weeks=2 | Three weeks=3 | Four weeks=4 | Calendar month=5 | Two Calendar months=6 | Eight times a year=7 | Nine times a year=8 | Ten times a year=9 | Three months/13 weeks=10 | Six months/26 weeks=11 | One Year/12 months/52 weeks=12 | Less than one week=13 | One off/lump sum=14 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenpa2","haven_labelled/vctrs_vctr/double","Amount recipient received (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,7
"wave11_eol_all","eiperwl2","haven_labelled/vctrs_vctr/double","How much received wkly - bracket min value (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwu2","haven_labelled/vctrs_vctr/double","How much received wkly - bracket max value (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwe2","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket entry point (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwr2","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket result (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperml2","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket min value (EiPenpA2) (2nd pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,2
"wave11_eol_all","eipermu2","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket max value (EiPenpA2) (2nd pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,2
"wave11_eol_all","eiperme2","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket entry point (EiPenpA2) (2nd pensio","Refused=-9 | Don't know=-8 | Not applicable=-1",347,2
"wave11_eol_all","eipermr2","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket result (EiPenpA2) (2nd pension sch","Refused=-9 | Don't know=-8 | Not applicable=-1",347,2
"wave11_eol_all","eiperol2","haven_labelled/vctrs_vctr/double","How much received other pd- bracket min value (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperou2","haven_labelled/vctrs_vctr/double","How much received other pd- bracket max value (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperoe2","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket entry point (EiPenpA2) (2nd pension scheme","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperor2","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket result (EiPenpA2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperll2","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket min value (EiPenla2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,4
"wave11_eol_all","eiperlu2","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket max value (EiPenla2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,4
"wave11_eol_all","eiperle2","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket entry point (EiPenla2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,3
"wave11_eol_all","eiperlr2","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket result (EiPenla2) (2nd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,3
"wave11_eol_all","eiptype3","haven_labelled/vctrs_vctr/double","Type of pension scheme (3rd scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Employer provided (occupational) scheme=1 | Private Personal pension scheme=2 | Group Personal pension=3 | Stakeholder pension=4 | S226 plan=5 | Retirement Annuity pension (pre 86 PPPs)=6 | other retirement saving scheme=7",347,5
"wave11_eol_all","eipenm11","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone is receiving regular pay","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm12","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone received a lump sum paym","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm13","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive regul","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm14","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive a lum","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm15","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Payments were lost (3rd pension","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm99","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Other answer - not codeable (3rd","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm100","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Don't know (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenwho3","haven_labelled/vctrs_vctr/double","Who is receiving or expects to receive payments (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Respondent (you)=1 | Husband/Wife=2 | Partner/cohabitee=3 | Natural son/daughter=4 | Adopted son/daughter=5 | Foster son/daughter=6 | Step-son/step-daughter/child of partner=7 | Son-in-law/daughter-in-law=8 | Natural parent=9 | Adoptive parent=10 | Foster parent=11 | Step-parent/parent's partner=12 | Parent-in-law=13 | Natural brother/sister=14 | Half-brother/sister=15 | Step-brother/sister=16 | Adopted brother/sister=17 | Foster brother/sister=18 | Brother-in-law/sister-in-law=19 | Grandchild=20 | Grandparent=21 | Other relative (specify)=22 | Other non-relative (specify)=23 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenxpm3","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Mont","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxpy3","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Year","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpl3","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket min value (EiPenxpa3) (3","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpu3","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket max value (EiPenxpa3) (3","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpe3","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket entry point (EiPenxpa3)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpr3","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket result (EiPenxpa3) (3rd","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenxlm3","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Month (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxly3","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Year (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenpd3","haven_labelled/vctrs_vctr/double","Period covered by last regular payment received (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | One week=1 | Two weeks=2 | Three weeks=3 | Four weeks=4 | Calendar month=5 | Two Calendar months=6 | Eight times a year=7 | Nine times a year=8 | Ten times a year=9 | Three months/13 weeks=10 | Six months/26 weeks=11 | One Year/12 months/52 weeks=12 | Less than one week=13 | One off/lump sum=14 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenpa3","haven_labelled/vctrs_vctr/double","Amount recipient received (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Answer provided (amount removed due to disclosure risk)=1",347,2
"wave11_eol_all","eiperwl3","haven_labelled/vctrs_vctr/double","How much received wkly - bracket min value (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwu3","haven_labelled/vctrs_vctr/double","How much received wkly - bracket max value (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwe3","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket entry point (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwr3","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket result (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperml3","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket min value (EiPenpA3) (3rd pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipermu3","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket max value (EiPenpA3) (3rd pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperme3","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket entry point (EiPenpA3) (3rd pensio","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipermr3","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket result (EiPenpA3) (3rd pension sch","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperol3","haven_labelled/vctrs_vctr/double","How much received other pd- bracket min value (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperou3","haven_labelled/vctrs_vctr/double","How much received other pd- bracket max value (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperoe3","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket entry point (EiPenpA3) (3rd pension scheme","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperor3","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket result (EiPenpA3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperll3","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket min value (EiPenla3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperlu3","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket max value (EiPenla3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperle3","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket entry point (EiPenla3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperlr3","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket result (EiPenla3) (3rd pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiptype4","haven_labelled/vctrs_vctr/double","Type of pension scheme (4th scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Employer provided (occupational) scheme=1 | Private Personal pension scheme=2 | Group Personal pension=3 | Stakeholder pension=4 | S226 plan=5 | Retirement Annuity pension (pre 86 PPPs)=6 | other retirement saving scheme=7",347,2
"wave11_eol_all","eipenm16","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone is receiving regular pay","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm17","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone received a lump sum paym","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm18","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive regul","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm19","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive a lum","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm20","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Payments were lost (4th pension","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenm101","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Don't know (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm102","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Other answer - not codeable (4th","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,3
"wave11_eol_all","eipenwho4","haven_labelled/vctrs_vctr/double","Who is receiving or expects to receive payments (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Respondent (you)=1 | Husband/Wife=2 | Partner/cohabitee=3 | Natural son/daughter=4 | Adopted son/daughter=5 | Foster son/daughter=6 | Step-son/step-daughter/child of partner=7 | Son-in-law/daughter-in-law=8 | Natural parent=9 | Adoptive parent=10 | Foster parent=11 | Step-parent/parent's partner=12 | Parent-in-law=13 | Natural brother/sister=14 | Half-brother/sister=15 | Step-brother/sister=16 | Adopted brother/sister=17 | Foster brother/sister=18 | Brother-in-law/sister-in-law=19 | Grandchild=20 | Grandparent=21 | Other relative (specify)=22 | Other non-relative (specify)=23 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenwho5","haven_labelled/vctrs_vctr/double","Who is receiving or expects to receive payments (5th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Respondent (you)=1 | Husband/Wife=2 | Partner/cohabitee=3 | Natural son/daughter=4 | Adopted son/daughter=5 | Foster son/daughter=6 | Step-son/step-daughter/child of partner=7 | Son-in-law/daughter-in-law=8 | Natural parent=9 | Adoptive parent=10 | Foster parent=11 | Step-parent/parent's partner=12 | Parent-in-law=13 | Natural brother/sister=14 | Half-brother/sister=15 | Step-brother/sister=16 | Adopted brother/sister=17 | Foster brother/sister=18 | Brother-in-law/sister-in-law=19 | Grandchild=20 | Grandparent=21 | Other relative (specify)=22 | Other non-relative (specify)=23 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenxpm4","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Mont","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxpy4","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Year","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpl4","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket min value (EiPenxpa4) (4","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpu4","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket max value (EiPenxpa4) (4","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpe4","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket entry point (EiPenxpa4)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpr4","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket result (EiPenxpa4) (4th","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenxlm4","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Month (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxly4","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Year (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenpd4","haven_labelled/vctrs_vctr/double","Period covered by last regular payment received (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | One week=1 | Two weeks=2 | Three weeks=3 | Four weeks=4 | Calendar month=5 | Two Calendar months=6 | Eight times a year=7 | Nine times a year=8 | Ten times a year=9 | Three months/13 weeks=10 | Six months/26 weeks=11 | One Year/12 months/52 weeks=12 | Less than one week=13 | One off/lump sum=14 | Other (Please specify)=95 | Irrelevant response=96",347,2
"wave11_eol_all","eipenpa4","haven_labelled/vctrs_vctr/double","Amount recipient received (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Answer provided (amount removed due to disclosure risk)=1",347,2
"wave11_eol_all","eiperwl4","haven_labelled/vctrs_vctr/double","How much received wkly - bracket min value (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwu4","haven_labelled/vctrs_vctr/double","How much received wkly - bracket max value (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwe4","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket entry point (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperwr4","haven_labelled/vctrs_vctr/double","How much received  wkly - bracket result (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperml4","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket min value (EiPenpA4) (4th pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipermu4","haven_labelled/vctrs_vctr/double","How much received mnthly to yearly- bracket max value (EiPenpA4) (4th pension sc","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperme4","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket entry point (EiPenpA4) (4th pensio","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipermr4","haven_labelled/vctrs_vctr/double","How much received  mnthly to yearly - bracket result (EiPenpA4) (4th pension sch","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperol4","haven_labelled/vctrs_vctr/double","How much received other pd- bracket min value (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperou4","haven_labelled/vctrs_vctr/double","How much received other pd- bracket max value (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperoe4","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket entry point (EiPenpA4) (4th pension scheme","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperor4","haven_labelled/vctrs_vctr/double","How much received  other pd - bracket result (EiPenpA4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperll4","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket min value (EiPenla4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperlu4","haven_labelled/vctrs_vctr/double","How much lumpsum- bracket max value (EiPenla4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperle4","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket entry point (EiPenla4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiperlr4","haven_labelled/vctrs_vctr/double","How much lumpsum - bracket result (EiPenla4) (4th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eiptype5","haven_labelled/vctrs_vctr/double","Type of pension scheme (5th scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Employer provided (occupational) scheme=1 | Private Personal pension scheme=2 | Group Personal pension=3 | Stakeholder pension=4 | S226 plan=5 | Retirement Annuity pension (pre 86 PPPs)=6 | other retirement saving scheme=7",347,2
"wave11_eol_all","eipenm21","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone is receiving regular pay","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm22","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone received a lump sum paym","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm23","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive regul","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm24","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Someone expects to receive a lum","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm25","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Payments were lost (5th pension","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm103","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Don't know (5th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenm104","haven_labelled/vctrs_vctr/double","When they died, what happened to their pension: Other answer - not codeable (5th","Refused=-9 | Don't know=-8 | Not applicable=-1 | Not mentioned=0 | Mentioned=1",347,2
"wave11_eol_all","eipenxpm5","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Mont","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxpy5","haven_labelled/vctrs_vctr/double","Month and year recipient expects to start receiving these regular payments: Year","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpl5","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket min value (EiPenxpa5) (5","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpu5","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket max value (EiPenxpa5) (5","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpe5","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket entry point (EiPenxpa5)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipexpr5","haven_labelled/vctrs_vctr/double","Amount recipient expects to receive per month - bracket result (EiPenxpa5) (5th","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
"wave11_eol_all","eipenxlm5","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Month (5th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1 | January=1 | February=2 | March=3 | April=4 | May=5 | June=6 | July=7 | August=8 | September=9 | October=10 | November=11 | December=12",347,1
"wave11_eol_all","eipenxly5","haven_labelled/vctrs_vctr/double","Month and year recipient expects to receive lump sum: Year (5th pension scheme)","Refused=-9 | Don't know=-8 | Not applicable=-1",347,1
