cohort,metric,lower_or_equal_null,higher_or_equal_null,n,point_estimate,valid_replicates,bootstrap_mean,bootstrap_sd,ci_low,median,ci_high,bootstrap_bias,null_value,bootstrap_p_two_sided
CHARLS,population_high_difficulty_years,0,500,500,9.8624050639442,500,9.86749265079659,0.501902829981917,8.88139734850233,9.88254872820206,10.9545013517783,0.00508758685239386,0,0.00399201596806387
CHARLS,population_high_fdfle,0,500,500,13.8305713239148,500,13.8324108798737,0.40614979649355,13.1077342519671,13.7981450624518,14.6738127355092,0.00183955595886509,0,0.00399201596806387
CHARLS,population_high_fdfle_percent,0,500,500,58.3741404942354,500,58.3782786332415,1.47275822132344,55.6306871325417,58.3727436006541,61.1584006865803,0.00413813900605931,0,0.00399201596806387
CHARLS,population_high_tle,0,500,500,23.692976387859,500,23.6999035306703,0.619311627762268,22.5655022075414,23.6794228825983,24.9866651243563,0.00692714281126072,0,0.00399201596806387
CHARLS,population_low_difficulty_years,0,500,500,11.196824734498,500,11.1970295265311,0.490097653615547,10.299547738653,11.1694376546237,12.1714635989536,0.000204792033102308,0,0.00399201596806387
CHARLS,population_low_fdfle,0,500,500,11.6533977809079,500,11.6455659804698,0.331972160412133,11.0154633452632,11.6349960114997,12.2908914887148,-0.00783180043809573,0,0.00399201596806387
CHARLS,population_low_fdfle_percent,0,500,500,50.999056018168,500,50.9946890279179,1.39042371196088,48.4362288702461,50.9215832141563,53.858273887993,-0.00436699025009091,0,0.00399201596806387
CHARLS,population_low_tle,0,500,500,22.8502225154059,500,22.8425955070009,0.548053385680042,21.8351276328235,22.820656267517,23.9950951646001,-0.00762700840499164,0,0.00399201596806387
ELSA,population_high_difficulty_years,0,500,500,7.72102501462158,500,7.68629597210897,0.633116431080496,6.63495872015908,7.63960579975046,9.19382802270445,-0.0347290425126081,0,0.00399201596806387
ELSA,population_high_fdfle,0,500,500,18.4726568098181,500,18.5205290608045,0.549459638959589,17.5349344747229,18.5004138679182,19.6898500524925,0.0478722509864014,0,0.00399201596806387
ELSA,population_high_fdfle_percent,0,500,500,70.5233305253881,500,70.6970314606895,1.84035458571017,66.5151014904115,70.8680041921016,73.9618518917077,0.173700935301412,0,0.00399201596806387
ELSA,population_high_tle,0,500,500,26.1936818244397,500,26.2068250329135,0.808638285873351,24.7056767437697,26.1566172520824,27.7908296060267,0.0131432084737746,0,0.00399201596806387
ELSA,population_low_difficulty_years,0,500,500,9.35251287432367,500,9.35617178612908,0.471476836232535,8.45087514891751,9.34676409663274,10.3223115684944,0.00365891180540956,0,0.00399201596806387
ELSA,population_low_fdfle,0,500,500,11.8384860178403,500,11.8241496038137,0.333940434949881,11.1251772021987,11.8298881328029,12.4643788012788,-0.0143364140266087,0,0.00399201596806387
ELSA,population_low_fdfle_percent,0,500,500,55.8656346408379,500,55.8424260508574,1.43005095627987,53.0030971466995,55.8403005361528,58.5872162328251,-0.0232085899804702,0,0.00399201596806387
ELSA,population_low_tle,0,500,500,21.190998892164,500,21.1803213899428,0.572436859878183,20.0616744136273,21.1894342758378,22.26749255755,-0.0106775022212275,0,0.00399201596806387
HRS,population_high_difficulty_years,0,500,500,7.31660879276714,500,7.3117688300337,0.515881611917402,6.37777321306973,7.28616273253328,8.33627604364632,-0.00483996273343745,0,0.00399201596806387
HRS,population_high_fdfle,0,500,500,15.8281364082911,500,15.7846422592997,0.492067206455323,14.8020169665637,15.7881478179139,16.7362677314516,-0.0434941489913729,0,0.00399201596806387
HRS,population_high_fdfle_percent,0,500,500,68.3876027616299,500,68.3561557244069,1.86454671270948,64.7014108848478,68.4367912939306,71.8552560919336,-0.0314470372230034,0,0.00399201596806387
HRS,population_high_tle,0,500,500,23.1447452010583,500,23.0964110893334,0.579453165541707,21.943500696529,23.0935664077999,24.2645584366504,-0.0483341117248735,0,0.00399201596806387
HRS,population_low_difficulty_years,0,500,500,8.67508898119821,500,8.68213703943606,0.255490635840953,8.18392160278355,8.67696985956916,9.20782335924363,0.00704805823785115,0,0.00399201596806387
HRS,population_low_fdfle,0,500,500,11.2647352022648,500,11.2349907889408,0.246700122712543,10.7131810356369,11.2279588588195,11.7529030484422,-0.029744413324039,0,0.00399201596806387
HRS,population_low_fdfle_percent,0,500,500,56.4936535980451,500,56.4107891871742,0.999003853233611,54.3067304953171,56.4017398896946,58.4279234409241,-0.0828644108708687,0,0.00399201596806387
HRS,population_low_tle,0,500,500,19.939824183463,500,19.9171278283768,0.310376399588159,19.2900679202613,19.9033766936518,20.5661698894284,-0.0226963550861754,0,0.00399201596806387
MHAS,population_high_difficulty_years,0,1000,1000,7.71944318584399,1000,7.6993796462947,0.62950515684332,6.48411334579591,7.69188354370893,8.9735054733645,-0.0200635395492856,0,0.001998001998002
MHAS,population_high_fdfle,0,1000,1000,15.9522001497057,1000,16.0134860498062,0.525133694097807,15.0070211959407,16.0003500997374,17.1009659207532,0.0612859001005219,0,0.001998001998002
MHAS,population_high_fdfle_percent,0,1000,1000,67.3894918218414,1000,67.5587989727388,2.04488969723805,63.286598089574,67.6518664032738,71.6951921084484,0.169307150897353,0,0.001998001998002
MHAS,population_high_tle,0,1000,1000,23.6716433355497,1000,23.7128656961009,0.743358681235794,22.2514298423587,23.6929305511641,25.1718797821557,0.0412223605512274,0,0.001998001998002
MHAS,population_low_difficulty_years,0,1000,1000,7.46753069480548,1000,7.38798328202455,0.594791157463953,6.36133602280348,7.37929565472312,8.59691751242411,-0.0795474127809266,0,0.001998001998002
MHAS,population_low_fdfle,0,1000,1000,15.015740359462,1000,15.0359924893239,0.516119694563669,14.0870616854128,15.0206924342798,16.1097933645223,0.0202521298618699,0,0.001998001998002
MHAS,population_low_fdfle_percent,0,1000,1000,66.7862799999999,1000,67.0811792806901,1.97589116984433,63.3074874922648,67.0301384476286,71.011829326139,0.294899280690188,0,0.001998001998002
MHAS,population_low_tle,0,1000,1000,22.4832710542675,1000,22.4239757713484,0.759568329836001,21.0439157948365,22.4066339157338,24.0035360857109,-0.0592952829190736,0,0.001998001998002
