cohort,exposure,metric,point_estimate,valid_replicates,bootstrap_mean,bootstrap_sd,ci_low,bootstrap_median,ci_high
ELSA,wealth,recovery_relapse_contribution,-1.46867423942234,500,-1.4883473337601,0.144911609440643,-1.78987200801137,-1.49042108722387,-1.20851319177853
ELSA,wealth,recovery_relapse_percent,25.333640153136,500,25.9249108844418,2.35055410917691,21.4057376884739,25.9359475537876,30.7341946091224
HRS,education,closure_error,,500,2.22044604925031e-16,3.06638228188428e-15,-7.105427357601e-15,0,6.21724893790088e-15
HRS,education,contribution_onset,-2.74259913915256,500,-2.74361726264888,0.206722377194014,-3.12642354480816,-2.7386961825118,-2.33232684690208
HRS,education,contribution_post_disability_mortality,-0.137438920689443,500,-0.137463329053275,0.0613487005975111,-0.259225646498803,-0.140877818421894,-0.0135034607262543
HRS,education,contribution_pre_disability_mortality,-1.29900380191074,500,-1.30270407953142,0.159528315373488,-1.62366524796199,-1.29821579173673,-0.998136398966288
HRS,education,contribution_recovery,-0.811680355041137,500,-0.805382635952814,0.114356756457765,-1.02743903455887,-0.8106027123675,-0.584702336912749
HRS,education,contribution_relapse,-0.489656712573153,500,-0.491822281402532,0.0824325266541753,-0.656318435671997,-0.496458935675353,-0.327755492095752
HRS,education,gap_dfle,-5.48037892936702,500,-5.48098958858892,0.297060589558519,-6.09304244236896,-5.49613784548768,-4.86722524789744
HRS,education,gap_disabled,1.52362284732003,500,1.52029847271402,0.224336055014089,1.08113485583929,1.53638285933116,1.95873664102057
HRS,education,gap_tle,-3.95675608204699,500,-3.9606911158749,0.341695570814034,-4.66942325082716,-3.9568190865985,-3.27799343872435
HRS,education,high_dfle,22.0447440281458,500,22.0485346081532,0.228027976786473,21.5865714542066,22.0537537002529,22.4682443861212
HRS,education,high_disabled,5.05718145264681,500,5.05557089652573,0.168516350477906,4.71682113095049,5.05583028667431,5.39754941827646
HRS,education,high_residual_age100,0.0998456852742346,500,0.100229662655858,0.0111762204458764,0.0784792101084707,0.100193012222383,0.124022110673708
HRS,education,high_tle,27.1019254807926,500,27.1041055046789,0.258813099004893,26.5839625009477,27.1022666667393,27.638584514516
HRS,education,low_dfle,16.5643650987788,500,16.5675450195643,0.185264554529757,16.1908770531702,16.576908606548,16.9107327057828
HRS,education,low_disabled,6.58080429996684,500,6.57586936923975,0.158445784536382,6.26295535506236,6.57302148985727,6.86694874631095
HRS,education,low_residual_age100,0.0368617076329808,500,0.0370668942071571,0.00549207151269466,0.0269294937084776,0.0369963568917147,0.0485471583420064
HRS,education,low_tle,23.1451693987456,500,23.143414388804,0.205993466011475,22.733465886377,23.1496415764121,23.5375602187254
HRS,education,recovery_relapse_contribution,-1.30133706761429,500,-1.29720491735535,0.143974591529167,-1.58778296752887,-1.30304205160638,-1.03727124265604
HRS,education,recovery_relapse_percent,23.7453848426607,500,23.6833832080294,2.45286412797339,19.1871921786965,23.6742987995861,28.5937063107289
HRS,wealth,closure_error,,500,-5.32907051820077e-17,3.29560106123427e-15,-6.63913368725844e-15,0,6.63913368725841e-15
HRS,wealth,contribution_onset,-2.65925514948893,500,-2.66474885633276,0.156902158823446,-2.96010123485448,-2.67593876736381,-2.33268338393023
HRS,wealth,contribution_post_disability_mortality,-0.247701053156821,500,-0.254679644828141,0.0463216306718151,-0.351765606775151,-0.255789960327823,-0.165249815300335
HRS,wealth,contribution_pre_disability_mortality,-1.60981544407172,500,-1.58044927919693,0.13797408946052,-1.85939318578797,-1.57377702160994,-1.31188457372949
HRS,wealth,contribution_recovery,-0.876736861635161,500,-0.881919982909156,0.0818155001636572,-1.05129519699987,-0.880038979592201,-0.717059276628636
HRS,wealth,contribution_relapse,-0.365722469230331,500,-0.360590515792458,0.0572306156715822,-0.46467382936433,-0.360160382115854,-0.246120724226791
HRS,wealth,gap_dfle,-5.75923097758296,500,-5.74238827905944,0.227354815319978,-6.17961536328336,-5.73665603541732,-5.25443159662596
HRS,wealth,gap_disabled,0.999826279047912,500,0.992598485379963,0.183943859225211,0.652803555046956,0.99109483416145,1.38474421922988
HRS,wealth,gap_tle,-4.75940469853505,500,-4.74978979367948,0.272955093157104,-5.30024909381076,-4.75453870157223,-4.22734530400031
HRS,wealth,high_dfle,21.7182572510627,500,21.7170833783863,0.16350770038255,21.4079352908798,21.7118427153115,22.0475239303726
HRS,wealth,high_disabled,5.09558908502967,500,5.09865492281697,0.123235864927171,4.85169945167148,5.10253845462555,5.35303224977751
HRS,wealth,high_residual_age100,0.0902756462661502,500,0.0906635531555545,0.00944258888537809,0.0726200606513706,0.0906297503750631,0.110683757932164
HRS,wealth,high_tle,26.8138463360923,500,26.8157383012033,0.18305789692734,26.4746724850583,26.811373359232,27.2114491452515
HRS,wealth,low_dfle,15.9590262734797,500,15.9746950993269,0.160241364514409,15.6532863038471,15.9772355010382,16.2919901488209
HRS,wealth,low_disabled,6.09541536407758,500,6.09125340819693,0.138041177171307,5.82089784889046,6.09057748117332,6.38284194233488
HRS,wealth,low_residual_age100,0.0244276462494854,500,0.0244504279869731,0.00403504640654668,0.0167437523284232,0.0243935285383381,0.0335082248307144
HRS,wealth,low_tle,22.0544416375573,500,22.0659485075238,0.202828265154509,21.6724510754594,22.0631460738247,22.4680590990007
HRS,wealth,recovery_relapse_contribution,-1.24245933086549,500,-1.24251049870161,0.10000523697738,-1.42813113696417,-1.24461519858322,-1.04512874795532
HRS,wealth,recovery_relapse_percent,21.5733547708296,500,21.6443301473561,1.61482388609446,18.3980284779916,21.6137652693459,24.8178373304537
MHAS,education,closure_error,,498,-1.18156265672958e-17,2.48637416340398e-15,-5.32907051820075e-15,0,4.88498130835069e-15
MHAS,education,contribution_onset,-2.41436328648563,498,-2.47176936136489,0.782753702338819,-4.103940467311,-2.44682233376808,-1.06480580619394
MHAS,education,contribution_post_disability_mortality,-0.152760597345936,498,-0.173141225375883,0.316168766193605,-0.843221354671588,-0.155501080463794,0.42833733931776
MHAS,education,contribution_pre_disability_mortality,0.0389738716838695,498,0.0333518124285649,0.738060917681412,-1.35448303583497,0.0641637655003203,1.59887973418887
MHAS,education,contribution_recovery,-0.510895939411163,498,-0.510411074064868,0.356263572281625,-1.24111476706788,-0.494756087229943,0.181244971073991
MHAS,education,contribution_relapse,-0.253215571940866,498,-0.322921804500955,0.470354850779653,-1.3702420178945,-0.301588065173255,0.527948895180446
MHAS,education,gap_dfle,-3.29226152349973,498,-3.44489165287803,1.22802693953388,-5.80621084714597,-3.43225649788077,-1.05874335114512
MHAS,education,gap_disabled,2.04978033859215,498,2.05502779840784,1.19227644371079,-0.598559295097218,2.1486116359142,4.24577992190149
MHAS,education,gap_tle,-1.24248118490758,498,-1.38986385447018,1.74120604353466,-5.06947811601895,-1.36840582161678,2.0935506510685
MHAS,education,high_dfle,19.4100177204417,498,19.5719614894051,1.21501786731647,17.1115400091581,19.54707379622,21.9839547885111
MHAS,education,high_disabled,5.04484266555801,498,5.05030793204946,1.14963127106314,3.03233266810968,5.02261462646992,7.91928481057289
MHAS,education,high_residual_age100,0.0874778204677049,498,0.105825714996588,0.0613255837044152,0.0207957678621951,0.0913999746393948,0.251105652979349
MHAS,education,high_tle,24.4548603859997,498,24.6222694214546,1.67930915728141,21.3615130037495,24.6104314515783,28.1326053182575
MHAS,education,low_dfle,16.117756196942,498,16.1270698365271,0.317428519456328,15.5255432567852,16.1114587872626,16.7834188714318
MHAS,education,low_disabled,7.09462300415016,498,7.1053357304573,0.405532469141125,6.3289211345635,7.115815825024,7.89555920114959
MHAS,education,low_residual_age100,0.0653082703329469,498,0.069100423453531,0.0255851726639349,0.0272290738414487,0.0679134002220809,0.127835844207194
MHAS,education,low_tle,23.2123792010922,498,23.2324055669844,0.467981303061398,22.3455959739531,23.2431757695978,24.1875122790822
MHAS,education,recovery_relapse_contribution,-0.76411151135203,498,-0.833332878565823,0.605040401470386,-2.13218992073607,-0.79232081038058,0.266505562258418
MHAS,education,recovery_relapse_percent,23.209319973456,498,25.2538820979953,23.1157630589006,-12.4980233552959,22.597434389948,74.6242071640103
MHAS,wealth,closure_error,,499,1.99267233753489e-17,1.46897840381775e-15,-2.88657986402541e-15,0,2.99760216648793e-15
MHAS,wealth,contribution_onset,-0.933140024727684,499,-1.03354344731389,0.409210148336647,-1.84729938046191,-1.02653210031616,-0.23989931052749
MHAS,wealth,contribution_post_disability_mortality,-0.0275699025810594,499,-0.0628987396398915,0.15202528729353,-0.380807249053965,-0.0575706733539371,0.245453747920562
MHAS,wealth,contribution_pre_disability_mortality,-0.712086628994241,499,-0.688908309426091,0.321685724621504,-1.31856287173914,-0.693725120317274,-0.0724019376459344
MHAS,wealth,contribution_recovery,-0.0546100543312221,499,-0.0770971717632578,0.220391355686551,-0.534280044538946,-0.0731291911920566,0.357466248578756
MHAS,wealth,contribution_relapse,0.214309659028474,499,0.244237212540781,0.278026962098165,-0.274942820595503,0.230305473174231,0.841671796423453
MHAS,wealth,gap_dfle,-1.51309695160573,499,-1.61821045560235,0.630537471889876,-2.84088137949471,-1.59061372263073,-0.362435566395041
MHAS,wealth,gap_disabled,0.103885754050999,499,0.0604021993346192,0.721372731817216,-1.3428287826162,0.0863674062272226,1.40353694745037
MHAS,wealth,gap_tle,-1.40921119755474,499,-1.55780825626773,0.868263483674164,-3.2983159327061,-1.53949963689087,0.0864791426000889
MHAS,wealth,high_dfle,17.116528873977,499,17.1888077787486,0.520159689890784,16.141917385838,17.1794446583669,18.2119584869458
MHAS,wealth,high_disabled,6.89986277576287,499,6.86526349575001,0.59209119069264,5.80502473162185,6.82216086716873,8.13601755208065
MHAS,wealth,high_residual_age100,0.0711844954077771,499,0.0771917373865604,0.0306096487038761,0.0268963749469024,0.0758660096504317,0.142709633199887
MHAS,wealth,high_tle,24.0163916497398,499,24.0540712744987,0.678362358897624,22.6678797508496,24.0736743808593,25.3613810321422
MHAS,wealth,low_dfle,15.6034319223712,499,15.5705973231463,0.444107254076853,14.7712581411721,15.5602050284517,16.4879020522212
MHAS,wealth,low_disabled,7.00374852981387,499,6.92566569508463,0.555651718736352,5.89120757071865,6.88815527244068,8.08838105826565
MHAS,wealth,low_residual_age100,0.0592290181057806,499,0.0596458935376177,0.0254566016475965,0.0206496279888383,0.0569174239300018,0.117250781160489
MHAS,wealth,low_tle,22.6071804521851,499,22.4962630182309,0.662104065637443,21.2187329916976,22.4632719106621,23.7827393093285
MHAS,wealth,recovery_relapse_contribution,0.159699604697252,499,0.167140040777523,0.356961014417844,-0.516968545046822,0.165829561669947,0.906820746450225
MHAS,wealth,recovery_relapse_percent,-10.5544859189476,499,2471.49729946523,55714.4099336089,-206.7756254995,-9.9708417466548,24.7971018930395
