cohort,exposure,process,term,estimate,std_error_model,statistic,p_value_model,hazard_ratio,hr_ci_low_model,hr_ci_high_model
HRS,education,death_post,period_factor7,-0.0524122874988456,0.0951205500273445,-0.551009087771029,0.581627444821031,0.948937551091636,0.787534133139509,1.14342025060173
HRS,education,death_post,period_factor8,-0.112176644457857,0.0946871776100148,-1.18470786952671,0.236132969920224,0.893886343484919,0.74247690544003,1.07617191755653
HRS,education,death_post,period_factor9,-0.0728383035734521,0.0944946831084292,-0.770819068093734,0.440814183318729,0.929751155311327,0.772558239227678,1.11892821396471
HRS,education,death_post,period_factor10,-0.416661473318046,0.0964543983016106,-4.31977681323723,1.56187081520572e-05,0.659244053875752,0.545685708741108,0.796434129772539
HRS,education,death_post,period_factor11,-0.103762466438767,0.0932441281624909,-1.11280429645871,0.265792489757317,0.901439394102142,0.750871341876986,1.08220002005665
HRS,education,death_post,period_factor12,-0.0925360785264484,0.0929522428650714,-0.995522815525526,0.31948205333581,0.911616320597614,0.759782953080332,1.09379173698316
HRS,education,death_post,period_factor13,-0.263066978177795,0.0937643576826861,-2.80561809070411,0.00502201755749198,0.768690410103963,0.639642968995118,0.923773065955968
HRS,education,death_post,period_factor14,-0.0873107693687433,0.0921731275740379,-0.94724755106754,0.343512650107723,0.916392264731453,0.764930652635798,1.09784433394837
HRS,education,death_post,period_factor15,-0.223253377716972,0.0932917427666199,-2.39306685775467,0.0167081961771507,0.799912143702349,0.666240079586397,0.96040370017924
HRS,education,death_post,proxy_factorself,-0.811437297955991,0.034977423117491,-23.1988873288444,4.67249979055718e-119,0.444219131913135,0.414785795566746,0.475741067478059
HRS,wealth,onset,(Intercept),-3.11518332401985,0.0725119655910463,-42.9609554592534,0,0.0443703722468474,0.0384919258994947,0.0511465687236412
HRS,wealth,onset,sesmiddle,0.224138271298239,0.0280526512201369,7.98991402058095,1.35032895464792e-15,1.25124401860254,1.18430378048285,1.32196791050547
HRS,wealth,onset,seslow,0.594072623267682,0.0281687979738817,21.0897399249521,9.88032417338285e-99,1.81135036163421,1.71405477870981,1.91416877298521
HRS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.2413875475775,0.0548056221273215,22.6507336180506,1.37207679187903e-113,3.46041162091963,3.10796610962829,3.85282469750861
HRS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.54556197375433,0.0727374010158113,21.2485179862057,3.40236160661765e-100,4.69060688444083,4.0673702799442,5.40934103119461
HRS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.40722480225835,0.109557150240573,21.9723203549235,5.29910800737827e-107,11.1031050369445,8.95751448957287,13.7626281938954
HRS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.16730744055957,0.104994415938701,20.6421210231304,1.14907842805389e-94,8.7347335601276,7.11011476702372,10.7305680521886
HRS,wealth,onset,sex_factormale,-0.162431577690026,0.023537100866602,-6.90108686752107,5.16061618146836e-12,0.850074252279575,0.811748841317495,0.890209135643277
HRS,wealth,onset,period_factor3,-0.335018786036384,0.056244247122753,-5.95649872075282,2.57699128771262e-09,0.715324648111469,0.640659278363823,0.798691862393063
HRS,wealth,onset,period_factor4,-0.440752553881292,0.0543291383668274,-8.11263655435423,4.95330576118138e-16,0.64355193129996,0.578545742222947,0.715862304488812
HRS,wealth,onset,period_factor5,-0.543266780700049,0.0561190892907968,-9.68060578967987,3.64549425827288e-22,0.580847647749648,0.520346576726571,0.648383221849436
HRS,wealth,onset,period_factor6,-0.73222755117571,0.0583202975521393,-12.555278040567,3.71872677677154e-36,0.48083670787788,0.428898350059786,0.539064651590778
HRS,wealth,onset,period_factor7,-0.596246989623962,0.0561715444090416,-10.6147515774551,2.54470419262097e-26,0.550875201728272,0.49344532492804,0.614989082981824
HRS,wealth,onset,period_factor8,-0.718937331551604,0.0579232574823638,-12.4118939921586,2.25260289513894e-35,0.487269787157901,0.434974915002553,0.545851811880951
HRS,wealth,onset,period_factor9,-0.628680596877534,0.0561738441149449,-11.1916961849915,4.47784606124722e-29,0.533294968070547,0.477695713733399,0.595365448742735
HRS,wealth,onset,period_factor10,-0.80565147877267,0.0575562333916354,-13.9976407644798,1.61131438231859e-44,0.446796753122641,0.399132556197031,0.500152983016471
HRS,wealth,onset,period_factor11,-0.776466384480331,0.0568829266303975,-13.6502537839781,2.01176729665936e-42,0.460028707204314,0.411495612688204,0.514285948444423
HRS,wealth,onset,period_factor12,-0.837222432447083,0.0576684900742159,-14.5178490258654,9.33951693106707e-48,0.432911295411874,0.386643316787202,0.484715968330918
HRS,wealth,onset,period_factor13,-0.963370441615923,0.0580777224302646,-16.5876071117056,8.56660715636047e-62,0.381604540224468,0.340546779677563,0.427612398090523
HRS,wealth,onset,period_factor14,-0.982021008009246,0.0580126711236292,-16.9276985353163,2.81160250540435e-64,0.374553358072668,0.334296871683552,0.419657585597486
HRS,wealth,onset,period_factor15,-1.03587775325409,0.0605836780728266,-17.0982975317029,1.5280307015955e-65,0.354914716615346,0.31517672608834,0.399662937151156
HRS,wealth,onset,proxy_factorself,-0.400420032479256,0.0448451907305108,-8.92894033800655,4.30108744542633e-19,0.670038548967903,0.613658554112075,0.731598466434836
