age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
83,D1,0.099569373631876,0.0949862290220226,0.0972778013269493,CHARLS,education,high
83,R1,0.105522380893129,0.101414847612346,0.103468614252737,CHARLS,education,high
83,D2,0.0831183713564491,0.0806922077909653,0.0819052895737072,CHARLS,education,high
83,DEAD,0.389501026925591,0.430220885396922,0.409860956161256,CHARLS,education,high
84,I0,0.292685830177744,0.263664270799304,0.278175050488524,CHARLS,education,high
84,D1,0.0949862290220226,0.0896033605895135,0.0922947948057681,CHARLS,education,high
84,R1,0.101414847612346,0.0965378238661816,0.0989763357392638,CHARLS,education,high
84,D2,0.0806922077909653,0.0770494254086375,0.0788708165998014,CHARLS,education,high
84,DEAD,0.430220885396922,0.473145119336364,0.451683002366643,CHARLS,education,high
85,I0,0.263664270799304,0.235556080074482,0.249610175436893,CHARLS,education,high
85,D1,0.0896033605895135,0.0834794734346919,0.0865414170121027,CHARLS,education,high
85,R1,0.0965378238661816,0.0908217588879874,0.0936797913770845,CHARLS,education,high
85,D2,0.0770494254086375,0.0724740281477406,0.074761726778189,CHARLS,education,high
85,DEAD,0.473145119336364,0.517668659455098,0.495406889395731,CHARLS,education,high
86,I0,0.235556080074482,0.20875652472096,0.222156302397721,CHARLS,education,high
86,D1,0.0834794734346919,0.0767269896811773,0.0801032315579346,CHARLS,education,high
86,R1,0.0908217588879874,0.0842607788006893,0.0875412688443384,CHARLS,education,high
86,D2,0.0724740281477406,0.0672652340150015,0.069869631081371,CHARLS,education,high
86,DEAD,0.517668659455098,0.562990472782172,0.540329566118635,CHARLS,education,high
87,I0,0.20875652472096,0.183685350529087,0.196220937625023,CHARLS,education,high
87,D1,0.0767269896811773,0.0695128408704558,0.0731199152758166,CHARLS,education,high
87,R1,0.0842607788006893,0.0769266424995676,0.0805937106501285,CHARLS,education,high
87,D2,0.0672652340150015,0.0617144038811716,0.0644898189480865,CHARLS,education,high
87,DEAD,0.562990472782172,0.608160762219718,0.585575617500945,CHARLS,education,high
88,I0,0.183685350529087,0.160736396075785,0.172210873302436,CHARLS,education,high
88,D1,0.0695128408704558,0.0620496252660089,0.0657812330682324,CHARLS,education,high
88,R1,0.0769266424995676,0.0689667269925846,0.0729466847460761,CHARLS,education,high
88,D2,0.0617144038811716,0.0560887144698757,0.0589015591755237,CHARLS,education,high
88,DEAD,0.608160762219718,0.652158537195746,0.630159649707732,CHARLS,education,high
89,I0,0.160736396075785,0.140224867676146,0.150480631875965,CHARLS,education,high
89,D1,0.0620496252660089,0.0545769900021438,0.0583133076340763,CHARLS,education,high
89,R1,0.0689667269925846,0.0605881254653519,0.0647774262289682,CHARLS,education,high
89,D2,0.0560887144698757,0.0506204925945799,0.0533546035322278,CHARLS,education,high
89,DEAD,0.652158537195746,0.693989524261779,0.673074030728762,CHARLS,education,high
90,I0,0.140224867676146,0.122344673041366,0.131284770358756,CHARLS,education,high
90,D1,0.0545769900021438,0.0473358833457137,0.0509564366739287,CHARLS,education,high
90,R1,0.0605881254653519,0.0520316280015856,0.0563098767334688,CHARLS,education,high
90,D2,0.0506204925945799,0.0455013691527123,0.0480609308736461,CHARLS,education,high
90,DEAD,0.693989524261779,0.732786446458622,0.713387985360201,CHARLS,education,high
91,I0,0.122344673041366,0.107125568439663,0.114735120740515,CHARLS,education,high
91,D1,0.0473358833457137,0.0405400882091359,0.0439379857774248,CHARLS,education,high
91,R1,0.0520316280015856,0.0435509989961323,0.0477913134988589,CHARLS,education,high
91,D2,0.0455013691527123,0.0408644255098713,0.0431828973312918,CHARLS,education,high
91,DEAD,0.732786446458622,0.767918918845198,0.75035268265191,CHARLS,education,high
92,I0,0.107125568439663,0.0943842359469562,0.10075490219331,CHARLS,education,high
92,D1,0.0405400882091359,0.0343491706517254,0.0374446294304306,CHARLS,education,high
92,R1,0.0435509989961323,0.0354162811608027,0.0394836400784675,CHARLS,education,high
92,D2,0.0408644255098713,0.0367329915925112,0.0387987085511913,CHARLS,education,high
92,DEAD,0.767918918845198,0.799117320648005,0.783518119746601,CHARLS,education,high
93,I0,0.0943842359469562,0.0838076188026566,0.0890959273748064,CHARLS,education,high
93,D1,0.0343491706517254,0.028854145895326,0.0316016582735257,CHARLS,education,high
93,R1,0.0354162811608027,0.0278820697292817,0.0316491754450422,CHARLS,education,high
93,D2,0.0367329915925112,0.0330428039778398,0.0348878977851755,CHARLS,education,high
93,DEAD,0.799117320648005,0.826413361594896,0.81276534112145,CHARLS,education,high
94,I0,0.0838076188026566,0.075041404261538,0.0794245115320973,CHARLS,education,high
94,D1,0.028854145895326,0.0240815953498052,0.0264678706225656,CHARLS,education,high
94,R1,0.0278820697292817,0.0211629889278324,0.024522529328557,CHARLS,education,high
94,D2,0.0330428039778398,0.0296763905171174,0.0313595972474786,CHARLS,education,high
94,DEAD,0.826413361594896,0.850037620943707,0.838225491269302,CHARLS,education,high
95,I0,0.075041404261538,0.0677442876887286,0.0713928459751333,CHARLS,education,high
95,D1,0.0240815953498052,0.020008503240763,0.0220450492952841,CHARLS,education,high
95,R1,0.0211629889278324,0.0154193707441458,0.0182911798359891,CHARLS,education,high
95,D2,0.0296763905171174,0.0264951126879539,0.0280857516025356,CHARLS,education,high
95,DEAD,0.850037620943707,0.870332725638409,0.860185173291058,CHARLS,education,high
