"source_role","source_path","variable","storage_class","variable_label","value_labels"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_19__s3","haven_labelled/vctrs_vctr/double","Who in Child[19]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_20__s1","haven_labelled/vctrs_vctr/double","Who in Child[20]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_20__s2","haven_labelled/vctrs_vctr/double","Who in Child[20]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_20__s3","haven_labelled/vctrs_vctr/double","Who in Child[20]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_21__s1","haven_labelled/vctrs_vctr/double","Who in Child[21]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_21__s2","haven_labelled/vctrs_vctr/double","Who in Child[21]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_21__s3","haven_labelled/vctrs_vctr/double","Who in Child[21]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_22__s1","haven_labelled/vctrs_vctr/double","Who in Child[22]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_22__s2","haven_labelled/vctrs_vctr/double","Who in Child[22]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_22__s3","haven_labelled/vctrs_vctr/double","Who in Child[22]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_23__s1","haven_labelled/vctrs_vctr/double","Who in Child[23]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_23__s2","haven_labelled/vctrs_vctr/double","Who in Child[23]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_23__s3","haven_labelled/vctrs_vctr/double","Who in Child[23]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_24__s1","haven_labelled/vctrs_vctr/double","Who in Child[24]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_24__s2","haven_labelled/vctrs_vctr/double","Who in Child[24]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_24__s3","haven_labelled/vctrs_vctr/double","Who in Child[24]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_25__s1","haven_labelled/vctrs_vctr/double","Who in Child[25]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_25__s2","haven_labelled/vctrs_vctr/double","Who in Child[25]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_25__s3","haven_labelled/vctrs_vctr/double","Who in Child[25]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_26__s1","haven_labelled/vctrs_vctr/double","Who in Child[26]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_26__s2","haven_labelled/vctrs_vctr/double","Who in Child[26]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_26__s3","haven_labelled/vctrs_vctr/double","Who in Child[26]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_27__s1","haven_labelled/vctrs_vctr/double","Who in Child[27]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_27__s2","haven_labelled/vctrs_vctr/double","Who in Child[27]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_27__s3","haven_labelled/vctrs_vctr/double","Who in Child[27]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_28__s1","haven_labelled/vctrs_vctr/double","Who in Child[28]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_28__s2","haven_labelled/vctrs_vctr/double","Who in Child[28]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_28__s3","haven_labelled/vctrs_vctr/double","Who in Child[28]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_29__s1","haven_labelled/vctrs_vctr/double","Who in Child[29]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_29__s2","haven_labelled/vctrs_vctr/double","Who in Child[29]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_29__s3","haven_labelled/vctrs_vctr/double","Who in Child[29]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_30__s1","haven_labelled/vctrs_vctr/double","Who in Child[30]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_30__s2","haven_labelled/vctrs_vctr/double","Who in Child[30]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_30__s3","haven_labelled/vctrs_vctr/double","Who in Child[30]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_31__s1","haven_labelled/vctrs_vctr/double","Who in Child[31]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_31__s2","haven_labelled/vctrs_vctr/double","Who in Child[31]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_31__s3","haven_labelled/vctrs_vctr/double","Who in Child[31]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_32__s1","haven_labelled/vctrs_vctr/double","Who in Child[32]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_32__s2","haven_labelled/vctrs_vctr/double","Who in Child[32]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_32__s3","haven_labelled/vctrs_vctr/double","Who in Child[32]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_33__s1","haven_labelled/vctrs_vctr/double","Who in Child[33]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_33__s2","haven_labelled/vctrs_vctr/double","Who in Child[33]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_33__s3","haven_labelled/vctrs_vctr/double","Who in Child[33]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_34__s1","haven_labelled/vctrs_vctr/double","Who in Child[34]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_34__s2","haven_labelled/vctrs_vctr/double","Who in Child[34]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_34__s3","haven_labelled/vctrs_vctr/double","Who in Child[34]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_35__s1","haven_labelled/vctrs_vctr/double","Who in Child[35]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_35__s2","haven_labelled/vctrs_vctr/double","Who in Child[35]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_35__s3","haven_labelled/vctrs_vctr/double","Who in Child[35]'s Family Helped","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_1_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_2_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_3_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_4_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_5_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_6_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_7_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_8_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_9_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_10_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_11_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_12_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_13_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_14_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_15_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_16_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_17_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_18_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_19_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_20_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_21_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_22_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_23_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_24_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_25_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_26_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_27_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_28_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_29_","numeric","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_30_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_31_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_32_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_33_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_34_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db027_1_35_","character","Number of Children Helped",""
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s1","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 1 Preload XSibName[1]=1"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s2","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 2 Preload XSibName[2]=2"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s3","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 3 Preload XSibName[3]=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s4","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 4 Preload XSibName[4]=4"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s5","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 5 Preload XSibName[5]=5"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s6","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 6 Preload XSibName[6]=6"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s7","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 7 Preload XSibName[7]=7"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s8","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 8 Preload XSibName[8]=8"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s9","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 9 Preload XSibName[9]=9"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s10","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 10 Preload XSibName[10]=10"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s11","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 11 Preload XSibName[11]=11"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s12","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 12 Preload XSibName[12]=12"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s13","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 13 Preload XSibName[13]=13"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s14","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 14 Preload XSibName[14]=14"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s15","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 15 Preload XSibName[15]=15"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s16","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 16 Preload XSibName[16]=16"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s17","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 17 Preload XSibName[17]=17"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s18","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 18 Preload XSibName[18]=18"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s19","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 19 Preload XSibName[19]=19"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s20","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 20 Preload XSibName[20]=20"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s21","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 21 Preload XSibName[21]=21"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s22","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 22 Preload XSibName[22]=22"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s23","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 23 Preload XSibName[23]=23"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s24","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 24 Preload XSibName[24]=24"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s25","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 25 Preload XSibName[25]=25"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s26","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 26 Preload XSibName[26]=26"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s27","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 27 Preload XSibName[27]=27"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s28","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 28 Preload XSibName[28]=28"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s29","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 29 Preload XSibName[29]=29"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s30","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 30 Preload XSibName[30]=30"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s31","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 31 Other Sibling[31]=31"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s32","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 32 Other Sibling[32]=32"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s33","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 33 Other Sibling[33]=33"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s34","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 34 Other Sibling[34]=34"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s35","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 35 Other Sibling[35]=35"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s36","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 36 Other Sibling[36]=36"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s37","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 37 Other Sibling[37]=37"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s38","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 38 Other Sibling[38]=38"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s39","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 39 Other Sibling[39]=39"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db028_s40","haven_labelled/vctrs_vctr/double","Which Sibling's Family Helps","0 No=0 | 40 Other Sibling[40]=40"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_1__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[1]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_1__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[1]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_1__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[1]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_2__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[2]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_2__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[2]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_2__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[2]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_3__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[3]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_3__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[3]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_3__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[3]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_4__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[4]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_4__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[4]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_4__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[4]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_5__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[5]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_5__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[5]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_5__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[5]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_6__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[6]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_6__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[6]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_6__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[6]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_7__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[7]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_7__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[7]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_7__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[7]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_8__s1","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[8]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_8__s2","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[8]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","db029_8__s3","haven_labelled/vctrs_vctr/double","Who Help in Person from Sibling[8]'s Family","0 No=0 | 1 Himself/herself=1 | 2 His/her Spouse=2 | 3 His/her Children=3"
