module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,middle,61,recovery,D1,R1,0.248165093860652,7389
wealth_within_low_education,all,CHARLS,middle,62,recovery,D1,R1,0.245863834345149,7389
wealth_within_low_education,all,CHARLS,middle,63,recovery,D1,R1,0.243308902447474,7389
wealth_within_low_education,all,CHARLS,middle,64,recovery,D1,R1,0.240372865001487,7389
wealth_within_low_education,all,CHARLS,middle,65,recovery,D1,R1,0.236936335815137,7389
wealth_within_low_education,all,CHARLS,middle,66,recovery,D1,R1,0.232890289470154,7389
wealth_within_low_education,all,CHARLS,middle,67,recovery,D1,R1,0.228138864299671,7389
wealth_within_low_education,all,CHARLS,middle,68,recovery,D1,R1,0.222602505652048,7389
wealth_within_low_education,all,CHARLS,middle,69,recovery,D1,R1,0.216221261812436,7389
wealth_within_low_education,all,CHARLS,middle,70,recovery,D1,R1,0.208958007772427,7389
wealth_within_low_education,all,CHARLS,middle,71,recovery,D1,R1,0.200849327215167,7389
wealth_within_low_education,all,CHARLS,middle,72,recovery,D1,R1,0.192134802024998,7389
wealth_within_low_education,all,CHARLS,middle,73,recovery,D1,R1,0.183081014671248,7389
wealth_within_low_education,all,CHARLS,middle,74,recovery,D1,R1,0.173924004329486,7389
wealth_within_low_education,all,CHARLS,middle,75,recovery,D1,R1,0.16486634369699,7389
wealth_within_low_education,all,CHARLS,middle,76,recovery,D1,R1,0.156076701035249,7389
wealth_within_low_education,all,CHARLS,middle,77,recovery,D1,R1,0.147691350205529,7389
wealth_within_low_education,all,CHARLS,middle,78,recovery,D1,R1,0.139817097577108,7389
wealth_within_low_education,all,CHARLS,middle,79,recovery,D1,R1,0.132535147506976,7389
wealth_within_low_education,all,CHARLS,middle,80,recovery,D1,R1,0.125905509472341,7389
wealth_within_low_education,all,CHARLS,middle,81,recovery,D1,R1,0.119913364757915,7389
wealth_within_low_education,all,CHARLS,middle,82,recovery,D1,R1,0.114319899556351,7389
wealth_within_low_education,all,CHARLS,middle,83,recovery,D1,R1,0.108872613796645,7389
wealth_within_low_education,all,CHARLS,middle,84,recovery,D1,R1,0.103363978198489,7389
wealth_within_low_education,all,CHARLS,middle,85,recovery,D1,R1,0.0976303201447936,7389
wealth_within_low_education,all,CHARLS,middle,86,recovery,D1,R1,0.0915537890787159,7389
wealth_within_low_education,all,CHARLS,middle,87,recovery,D1,R1,0.0850658458109133,7389
wealth_within_low_education,all,CHARLS,middle,88,recovery,D1,R1,0.078150650788151,7389
wealth_within_low_education,all,CHARLS,middle,89,recovery,D1,R1,0.0708467000738646,7389
wealth_within_low_education,all,CHARLS,middle,90,recovery,D1,R1,0.0632451879064642,7389
wealth_within_low_education,all,CHARLS,middle,91,recovery,D1,R1,0.0555351264279696,7389
wealth_within_low_education,all,CHARLS,middle,92,recovery,D1,R1,0.0480898756073284,7389
wealth_within_low_education,all,CHARLS,middle,93,recovery,D1,R1,0.0412096333806613,7389
wealth_within_low_education,all,CHARLS,middle,94,recovery,D1,R1,0.0350684566857353,7389
wealth_within_low_education,all,CHARLS,middle,95,recovery,D1,R1,0.0297386301076135,7389
wealth_within_low_education,all,CHARLS,middle,96,recovery,D1,R1,0.0297386301076135,7389
wealth_within_low_education,all,CHARLS,middle,97,recovery,D1,R1,0.0297386301076135,7389
wealth_within_low_education,all,CHARLS,middle,98,recovery,D1,R1,0.0297386301076135,7389
wealth_within_low_education,all,CHARLS,middle,99,recovery,D1,R1,0.0297386301076135,7389
wealth_within_low_education,all,CHARLS,low,60,recovery,D1,R1,0.224030848980317,7389
wealth_within_low_education,all,CHARLS,low,61,recovery,D1,R1,0.222078790304878,7389
