module,stratum,cohort,estimand,high,low,low_minus_high_gap,shapley_sum,closure_error
wealth_within_low_education,all,CHARLS,dfle,17.4877450545013,13.9032060761051,-3.58453897839623,-3.58453897839623,1.77635683940025e-15
wealth_within_low_education,all,CHARLS,disabled_years,11.4907883514192,13.3238266480741,1.83303829665488,1.83303829665488,0
wealth_within_low_education,all,CHARLS,total_life_expectancy,28.9785334059205,27.2270327241791,-1.75150068174134,-1.75150068174134,0
wealth_within_low_education,all,HRS,dfle,17.2754168640989,13.2243998121123,-4.05101705198658,-4.05101705198659,-1.77635683940025e-15
wealth_within_low_education,all,HRS,disabled_years,5.64014069765921,6.34127931508446,0.701138617425255,0.701138617425256,3.33066907387547e-16
wealth_within_low_education,all,HRS,total_life_expectancy,22.9155575617581,19.5656791271968,-3.34987843456133,-3.34987843456132,1.77635683940025e-15
wealth_within_low_education,all,ELSA,dfle,19.9333555322147,14.4672381390202,-5.46611739319453,-5.46611739319453,4.44089209850063e-15
wealth_within_low_education,all,ELSA,disabled_years,6.70845565123461,7.50412450857549,0.795668857340877,0.795668857340875,-1.99840144432528e-15
wealth_within_low_education,all,ELSA,total_life_expectancy,26.6418111834493,21.9713626475956,-4.67044853585366,-4.67044853585366,-6.21724893790088e-15
wealth_within_low_education,all,MHAS,dfle,16.5427697708524,15.0486017875279,-1.49416798332449,-1.49416798332449,8.88178419700125e-16
wealth_within_low_education,all,MHAS,disabled_years,7.13064728632582,6.88486012077342,-0.245787165552398,-0.245787165552399,-5.55111512312578e-17
wealth_within_low_education,all,MHAS,total_life_expectancy,23.6734170571782,21.9334619083013,-1.73995514887689,-1.73995514887689,-1.55431223447522e-15
