module,stratum,cohort,estimand,block,contribution_years,total_low_minus_high_gap,contribution_percent
wealth_within_low_education,all,CHARLS,dfle,onset,-2.16707291049452,-3.58453897839623,60.4561123077561
wealth_within_low_education,all,CHARLS,dfle,recovery,-0.802312777504807,-3.58453897839623,22.3825931965112
wealth_within_low_education,all,CHARLS,dfle,relapse,-0.431646382715161,-3.58453897839623,12.0418939594928
wealth_within_low_education,all,CHARLS,dfle,post_disability_mortality,-0.197432173950321,-3.58453897839623,5.50788191006517
wealth_within_low_education,all,CHARLS,dfle,pre_disability_mortality,0.0139252662685791,-3.58453897839623,-0.388481373825356
wealth_within_low_education,all,CHARLS,disabled_years,onset,1.50821067370542,1.83303829665488,82.2792778774867
wealth_within_low_education,all,CHARLS,disabled_years,recovery,0.598812783992133,1.83303829665488,32.6677726856503
wealth_within_low_education,all,CHARLS,disabled_years,relapse,0.341138668093828,1.83303829665488,18.6105586946205
wealth_within_low_education,all,CHARLS,disabled_years,post_disability_mortality,-0.627435877486942,1.83303829665488,-34.2292836233674
wealth_within_low_education,all,CHARLS,disabled_years,pre_disability_mortality,0.0123120483504443,1.83303829665488,0.671674365609959
wealth_within_low_education,all,CHARLS,total_life_expectancy,onset,-0.658862236789098,-1.75150068174134,37.6170128654507
wealth_within_low_education,all,CHARLS,total_life_expectancy,recovery,-0.203499993512675,-1.75150068174134,11.6186077250256
wealth_within_low_education,all,CHARLS,total_life_expectancy,relapse,-0.0905077146213316,-1.75150068174134,5.16743816116296
wealth_within_low_education,all,CHARLS,total_life_expectancy,post_disability_mortality,-0.824868051437263,-1.75150068174134,47.0949317939847
wealth_within_low_education,all,CHARLS,total_life_expectancy,pre_disability_mortality,0.0262373146190236,-1.75150068174134,-1.49799054562391
wealth_within_low_education,all,HRS,dfle,onset,-1.88147867878287,-4.05101705198658,46.4446003222872
wealth_within_low_education,all,HRS,dfle,recovery,-0.81447214772453,-4.05101705198658,20.1053744596093
wealth_within_low_education,all,HRS,dfle,relapse,-0.134940391132199,-4.05101705198658,3.33102500928812
wealth_within_low_education,all,HRS,dfle,post_disability_mortality,-0.120762189130932,-4.05101705198658,2.98103383869271
wealth_within_low_education,all,HRS,dfle,pre_disability_mortality,-1.09936364521606,-4.05101705198658,27.1379663701227
wealth_within_low_education,all,HRS,disabled_years,onset,1.11704893756069,0.701138617425255,159.319271510498
wealth_within_low_education,all,HRS,disabled_years,recovery,0.333190125278336,0.701138617425255,47.521291367731
wealth_within_low_education,all,HRS,disabled_years,relapse,0.0952358760848036,0.701138617425255,13.5830310466327
wealth_within_low_education,all,HRS,disabled_years,post_disability_mortality,-0.359708982019617,0.701138617425255,-51.3035472700893
wealth_within_low_education,all,HRS,disabled_years,pre_disability_mortality,-0.484627339478963,0.701138617425255,-69.1200466547724
wealth_within_low_education,all,HRS,total_life_expectancy,onset,-0.76442974122217,-3.34987843456133,22.8196263283886
wealth_within_low_education,all,HRS,total_life_expectancy,recovery,-0.481282022446194,-3.34987843456133,14.3671488935454
