module,stratum,cohort,estimand,block,contribution_years,total_low_minus_high_gap,contribution_percent
wealth_within_low_education,all,HRS,total_life_expectancy,relapse,-0.0397045150473954,-3.34987843456133,1.18525241506547
wealth_within_low_education,all,HRS,total_life_expectancy,post_disability_mortality,-0.480471171150548,-3.34987843456133,14.3429434988875
wealth_within_low_education,all,HRS,total_life_expectancy,pre_disability_mortality,-1.58399098469502,-3.34987843456133,47.2850288641129
wealth_within_low_education,all,ELSA,dfle,onset,-2.76690087907826,-5.46611739319453,50.6191265215622
wealth_within_low_education,all,ELSA,dfle,recovery,-0.800885053541232,-5.46611739319453,14.6518085129009
wealth_within_low_education,all,ELSA,dfle,relapse,-0.463276884922129,-5.46611739319453,8.47542874763212
wealth_within_low_education,all,ELSA,dfle,post_disability_mortality,-0.478311719802388,-5.46611739319453,8.75048385162564
wealth_within_low_education,all,ELSA,dfle,pre_disability_mortality,-0.956742855850524,-5.46611739319453,17.5031523662791
wealth_within_low_education,all,ELSA,disabled_years,onset,2.04777326579157,0.795668857340877,257.36501396262
wealth_within_low_education,all,ELSA,disabled_years,recovery,0.4960050328111,0.795668857340877,62.3381232324145
wealth_within_low_education,all,ELSA,disabled_years,relapse,0.423109959082293,0.795668857340877,53.1766393995017
wealth_within_low_education,all,ELSA,disabled_years,post_disability_mortality,-1.68641062332544,0.795668857340877,-211.948803546417
wealth_within_low_education,all,ELSA,disabled_years,pre_disability_mortality,-0.484808777018648,0.795668857340877,-60.9309730481193
wealth_within_low_education,all,ELSA,total_life_expectancy,onset,-0.719127613286692,-4.67044853585366,15.3973993668095
wealth_within_low_education,all,ELSA,total_life_expectancy,recovery,-0.304880020730131,-4.67044853585366,6.52785312566142
wealth_within_low_education,all,ELSA,total_life_expectancy,relapse,-0.0401669258398356,-4.67044853585366,0.860022876421526
wealth_within_low_education,all,ELSA,total_life_expectancy,post_disability_mortality,-2.16472234312783,-4.67044853585366,46.3493458178566
wealth_within_low_education,all,ELSA,total_life_expectancy,pre_disability_mortality,-1.44155163286917,-4.67044853585366,30.8653788132512
wealth_within_low_education,all,MHAS,dfle,onset,-0.759021781065339,-1.49416798332449,50.7989589883015
wealth_within_low_education,all,MHAS,dfle,recovery,-0.0625642569863833,-1.49416798332449,4.18723046435377
wealth_within_low_education,all,MHAS,dfle,relapse,-0.0698271920415772,-1.49416798332449,4.67331604082516
wealth_within_low_education,all,MHAS,dfle,post_disability_mortality,-0.153443894059132,-1.49416798332449,10.2695209488911
wealth_within_low_education,all,MHAS,dfle,pre_disability_mortality,-0.449310859172057,-1.49416798332449,30.0709735576284
wealth_within_low_education,all,MHAS,disabled_years,onset,0.531603778544296,-0.245787165552398,-216.286223631545
wealth_within_low_education,all,MHAS,disabled_years,recovery,0.0389581609790195,-0.245787165552398,-15.8503642334059
wealth_within_low_education,all,MHAS,disabled_years,relapse,0.051864585052725,-0.245787165552398,-21.1014211975475
wealth_within_low_education,all,MHAS,disabled_years,post_disability_mortality,-0.616594432481518,-0.245787165552398,250.865186998574
wealth_within_low_education,all,MHAS,disabled_years,pre_disability_mortality,-0.251619257646921,-0.245787165552398,102.372822063925
wealth_within_low_education,all,MHAS,total_life_expectancy,onset,-0.227418002521043,-1.73995514887689,13.0703370525291
wealth_within_low_education,all,MHAS,total_life_expectancy,recovery,-0.0236060960073627,-1.73995514887689,1.35670715550341
wealth_within_low_education,all,MHAS,total_life_expectancy,relapse,-0.0179626069888525,-1.73995514887689,1.03236034563575
wealth_within_low_education,all,MHAS,total_life_expectancy,post_disability_mortality,-0.770038326540651,-1.73995514887689,44.2562170086797
wealth_within_low_education,all,MHAS,total_life_expectancy,pre_disability_mortality,-0.70093011681898,-1.73995514887689,40.2843784376522
