cohort,phase,replicate,seed,exposure,high_tle,low_tle,gap_tle,high_dfle,low_dfle,gap_dfle,high_disabled,low_disabled,gap_disabled,high_residual_age100,low_residual_age100,contribution_onset,contribution_recovery,contribution_relapse,contribution_post_disability_mortality,contribution_pre_disability_mortality,recovery_relapse_contribution,recovery_relapse_percent,closure_error
CHARLS,final,1,151001,education,25.8009131975859,23.4494045396417,-2.35150865794428,20.7692985844027,13.6044983673379,-7.16480021706485,5.03161461318322,9.84490617230378,4.81329155912057,0.0799012693174163,0.0582357250800216,-2.31147091922037,-2.04989421155172,-1.73909731703792,0.0379887079801639,-1.102326477235,-3.78899152858964,52.8834219210351,8.88178419700125e-16
CHARLS,final,1,151001,wealth,30.4434827033636,26.8655516130381,-3.57793109032555,18.1413448851502,14.4276935642323,-3.71365132091793,12.3021378182134,12.4378580488058,0.135720230592385,0.338360499547463,0.156095409275636,-1.93314904957429,-0.994093987499948,-0.058163516949995,-0.786787967882331,0.0585432009886291,-1.05225750444994,28.3348492768526,-8.88178419700125e-16
CHARLS,final,2,151002,education,24.8382737054146,23.3552967666296,-1.48297693878497,18.5222804336174,13.6567380936122,-4.86554234000518,6.3159932717972,9.69855867301742,3.38256540122022,0.0868331217362659,0.0420623907968057,-3.65560683475342,0.197214519274904,-1.17141898761696,-0.244220043045033,0.00848900613532727,-0.974204468342056,20.022525758989,-8.88178419700125e-16
CHARLS,final,2,151002,wealth,30.8561156762954,27.6299699245729,-3.22614575172249,18.353893789839,14.9978074209151,-3.35608636892389,12.5022218864563,12.6321625036578,0.129940617201411,0.29055435520241,0.130934648829097,-2.22752319936775,-0.691045175542485,0.0378213473174377,-0.556466245183868,0.0811269038527665,-0.653223828225047,19.4638563021994,-2.66453525910038e-15
CHARLS,final,3,151003,education,27.8086105426741,23.5689944191267,-4.23961612354738,20.1139199671771,13.8089286637149,-6.30499130346227,7.69469057549697,9.76006575541187,2.06537517991489,0.145265118151736,0.0590428809549418,-3.10955294573624,-1.45926494581109,-0.35043992622427,-0.433487079469005,-0.952246406221664,-1.80970487203536,28.7027338331393,5.32907051820075e-15
CHARLS,final,3,151003,wealth,31.2147701940659,26.8102754213895,-4.40449477267639,19.4893318324962,14.5851723761883,-4.90415945630788,11.7254383615697,12.2251030452012,0.499664683631494,0.383839705783443,0.186361202707755,-2.43591258854556,-0.690382789803735,-0.706793624083438,-0.749888548495503,-0.321181905379645,-1.39717641388717,28.4896204198679,-1.77635683940025e-15
CHARLS,final,4,151004,education,25.6577727859017,23.2555870636689,-2.40218572223283,19.0824777868105,13.7532131319403,-5.32926465487022,6.57529499909122,9.50237393172862,2.92707893263739,0.11594933662487,0.0558780777174702,-2.54641305287937,-2.31159386907304,-0.103150201121137,-0.379333349853087,0.0112258180564149,-2.41474407019418,45.3110180592632,5.32907051820075e-15
CHARLS,final,4,151004,wealth,30.3463059640332,26.7390685842035,-3.60723737982973,18.3206405373553,14.4686934261729,-3.85194711118238,12.0256654266779,12.2703751580306,0.24470973135265,0.365754940708939,0.196941467895673,-1.95181536288269,-0.932425260342334,-0.302097864958603,-0.673834161203194,0.00822553820444458,-1.23452312530094,32.0493269940561,3.10862446895044e-15
CHARLS,final,5,151005,education,26.8964854111456,23.2213585263546,-3.67512688479102,19.0074052704122,13.2586636405533,-5.74874162985892,7.88908014073346,9.96269488580135,2.0736147450679,0.116892367381305,0.0500141342850273,-1.96355885625485,-2.52643271229533,-0.139543818841204,-0.414143238089164,-0.705063004378364,-2.66597653113654,46.3749582567683,8.88178419700125e-16
CHARLS,final,5,151005,wealth,29.979813457446,27.0842305638487,-2.89558289359731,18.0555410026683,14.0584208175626,-3.99712018510568,11.9242724547778,13.0258097462861,1.10153729150836,0.231309668238293,0.129974796978971,-2.05658689758653,-0.81407576200661,-0.388307211937344,-0.420085301288729,-0.318065012286466,-1.20238297394395,30.0812314431863,-2.22044604925031e-15
CHARLS,final,6,151006,education,25.8847751567193,22.8524914208922,-3.03228373582709,18.3727069317576,13.5596196413585,-4.81308729039909,7.51206822496172,9.29287177953372,1.78080355457201,0.105550107549514,0.0280803071725548,-2.2052896457778,-0.810111976782934,-1.04573882097111,-0.768954076413137,0.0170072295458787,-1.85585079775404,38.5584280064066,0
CHARLS,final,6,151006,wealth,29.2267353351654,26.1986179235033,-3.02811741166209,18.3744297123958,14.7160517250803,-3.65837798731552,10.8523056227697,11.4825661984231,0.630260575653431,0.183029973150656,0.078114995921264,-2.07172967819285,-0.742815300734794,-0.0991487324615821,-0.737177494539836,-0.00750678138645755,-0.841964033196376,23.0146812635455,1.33226762955019e-15
CHARLS,final,7,151007,education,24.8628291691531,22.9449969257015,-1.91783224345163,19.2678584390924,13.2305871412403,-6.03727129785209,5.59497073006069,9.71440978446115,4.11943905440046,0.0911872073759599,0.0451304636838826,-2.46842686234326,-0.826192643543654,-2.30336381183972,-0.462097077919835,0.0228090977943725,-3.12955645538338,51.8372672186654,-4.44089209850063e-15
CHARLS,final,7,151007,wealth,30.0635608272061,26.9673863493688,-3.09617447783729,17.9994311652122,14.1318506997728,-3.86758046543944,12.0641296619939,12.8355356495961,0.771405987602137,0.249370386593972,0.127587809179675,-2.20771416861354,-1.36281682365107,0.301203053888356,-0.469418742571668,-0.128833784491511,-1.06161376976271,27.4490415713198,2.22044604925031e-15
CHARLS,final,8,151008,education,23.9587492447581,23.2954934887502,-0.663255756007846,18.4766011108047,13.3868602064074,-5.0897409043973,5.48214813395334,9.90863328234279,4.42648514838945,0.0574688435715571,0.0452471028287151,-2.2193128091423,-1.36930252835353,-1.60951545754961,0.10334862670446,0.00504126394366805,-2.97881798590313,58.5259258153902,8.88178419700125e-16
CHARLS,final,8,151008,wealth,29.0504104315736,27.695761258098,-1.35464917347556,17.7753593002326,14.5118630268163,-3.26349627341637,11.275051131341,13.1838982312818,1.90884709994081,0.277316696817104,0.228506279895197,-2.37858481219729,-0.622093449433354,-0.0721170649817284,-0.0785832607561426,-0.11211768604785,-0.694210514415082,21.2719873489653,-1.33226762955019e-15
