cohort,phase,replicate,seed,exposure,high_tle,low_tle,gap_tle,high_dfle,low_dfle,gap_dfle,high_disabled,low_disabled,gap_disabled,high_residual_age100,low_residual_age100,contribution_onset,contribution_recovery,contribution_relapse,contribution_post_disability_mortality,contribution_pre_disability_mortality,recovery_relapse_contribution,recovery_relapse_percent,closure_error
HRS,final,17,251017,education,27.1426298988462,23.3792149462652,-3.76341495258098,22.0437580729959,16.8503058810269,-5.19345219196899,5.09887182585029,6.5289090652383,1.43003723938801,0.104024864362517,0.0397939932952138,-2.73895044842325,-0.767954055185535,-0.345856868633292,-0.143958170491369,-1.19673264923554,-1.11381092381883,21.4464460757181,1.77635683940025e-15
HRS,final,17,251017,wealth,26.6609020743843,22.0150816671294,-4.64582040725494,21.7583187977817,16.1288560286515,-5.62946276913029,4.90258327660254,5.88622563847789,0.983642361875352,0.0881561378810313,0.0240210760392192,-2.48346523803629,-0.928661907018331,-0.323255780866633,-0.203041842523463,-1.69103800068558,-1.25191768788496,22.2386707085084,-4.44089209850063e-15
HRS,final,18,251018,education,26.9778883041575,23.1969510807507,-3.78093722340685,21.7750080229194,16.649943710783,-5.12506431213636,5.20288028123813,6.54700736996764,1.34412708872951,0.100729435749283,0.0375590762010719,-2.72433026998022,-0.760116604829583,-0.317132140598079,-0.135541985701331,-1.18794331102714,-1.07724874542766,21.0192239515257,1.77635683940025e-15
HRS,final,18,251018,wealth,26.96819101333,22.0874572608629,-4.88073375246713,21.723813258559,16.0054257767716,-5.71838748178741,5.24437775477097,6.08203148409125,0.837653729320282,0.0984540399330132,0.0237445292832836,-2.72155550935873,-0.928655521614202,-0.288869219160218,-0.311390362434428,-1.46791686921984,-1.21752474077442,21.2913997984945,1.77635683940025e-15
HRS,final,19,251019,education,26.7911964840765,23.3002035125271,-3.49099297154936,21.8112915894811,16.7976798160115,-5.01361177346964,4.9799048945954,6.50252369651568,1.52261880192028,0.0963845136470175,0.047210330858605,-2.37741548581109,-0.761104929040674,-0.507994608279886,-0.0196199424678582,-1.34747680787013,-1.26909953732056,25.3130795654385,-4.44089209850063e-15
HRS,final,19,251019,wealth,26.7129636742866,22.1918705741343,-4.52109310015224,21.5992577271599,16.2169884442581,-5.38226928290185,5.11370594712668,5.97488212987629,0.861176182749608,0.0974827606074922,0.0306190134724742,-2.45782876097911,-0.776805836005298,-0.399731077498937,-0.239696912244666,-1.50820669617384,-1.17653691350423,21.8594955336368,8.88178419700125e-16
HRS,final,20,251020,education,27.101193692536,23.0632331381872,-4.03796055434885,22.2008120500168,16.6712905109396,-5.52952153907724,4.90038164251925,6.39194262724764,1.49156098472839,0.0877152535122705,0.0288912232620546,-2.91093465252722,-0.609673988509415,-0.475223410778526,-0.128987261254282,-1.40470222600779,-1.08489739928794,19.6200953666777,2.66453525910038e-15
HRS,final,20,251020,wealth,26.6500216738821,21.8970794650414,-4.75294220884064,21.7117878290195,15.8856532538496,-5.82613457516985,4.9382338448626,6.01142621119181,1.07319236632921,0.0741510496269402,0.0202117083966238,-2.73640590732315,-0.770853064940224,-0.275388559604269,-0.175833312614928,-1.86765373068727,-1.04624162454449,17.9577318554127,1.77635683940025e-15
HRS,final,21,251021,education,27.122296956188,23.1684282091765,-3.95386874701147,22.0452116717496,16.3289337332552,-5.71627793849444,5.07708528443839,6.83949447592136,1.76240919148297,0.0933528471978877,0.0330341613957412,-3.08169364011367,-0.621748288579397,-0.586542090615737,-0.119304649517884,-1.30698926966775,-1.20829037919513,21.1377122000715,0
HRS,final,21,251021,wealth,26.8064144878824,22.0828907952926,-4.72352369258985,21.6077765491666,16.0563305652467,-5.55144598391986,5.19863793871582,6.02656023004584,0.827922291330017,0.0862449004522399,0.0223802759640656,-2.47930029991286,-0.808380811126792,-0.323135440633403,-0.239889327016142,-1.70074010523066,-1.1315162517602,20.3823698372948,4.44089209850063e-15
HRS,final,22,251022,education,26.9135360245891,22.9774744563654,-3.93606156822369,21.9195678517787,16.5185679324147,-5.40099991936403,4.99396817281033,6.45890652395068,1.46493835114035,0.0905733438066853,0.029134541951968,-2.54700914097402,-0.749858056244616,-0.645897027901417,-0.165190608578848,-1.29304508566513,-1.39575508414603,25.8425311050622,-8.88178419700125e-16
HRS,final,22,251022,wealth,26.8495871893082,21.9621207934717,-4.88746639583649,21.7444579791601,15.8452920571699,-5.89916592199016,5.10512921014811,6.11682873630178,1.01169952615367,0.0858664692803227,0.0202455005159813,-2.74063573039189,-0.814904392233135,-0.385053606344551,-0.284162180744126,-1.67441001227646,-1.19995799857769,20.3411467730486,2.66453525910038e-15
HRS,final,23,251023,education,27.5814295431213,23.4904406254062,-4.09098891771509,22.2106615605889,16.6521624184139,-5.55849914217501,5.37076798253245,6.83827820699236,1.46751022445991,0.122568065213923,0.0448570442536607,-3.03237280026896,-0.775616088995851,-0.306697248681686,-0.202892858923671,-1.24092014530484,-1.08231333767754,19.4713232833932,0
HRS,final,23,251023,wealth,26.6553173920061,22.0449312066105,-4.61038618539563,21.5366121181974,15.6415535517739,-5.89505856642352,5.11870527380867,6.40337765483656,1.28467238102789,0.0898880737925041,0.0275788647399879,-2.81337226795946,-0.954411871432294,-0.333293003909468,-0.198004144412426,-1.59597727870988,-1.28770487534176,21.843801224913,-2.66453525910038e-15
HRS,final,24,251024,education,27.1040057785075,23.0653651646119,-4.03864061389569,21.771524467274,16.588856996097,-5.18266747117703,5.33248131123352,6.47650816851487,1.14402685728134,0.103712575804964,0.040352810781648,-2.59436568299275,-0.773004272319249,-0.267038675355976,-0.152635611523298,-1.39562322898576,-1.04004294767522,20.0677151960711,-2.66453525910038e-15
HRS,final,24,251024,wealth,26.9230754087669,21.9149971558349,-5.00807825293208,21.6428471544322,15.8950451589509,-5.74780199548133,5.28022825433472,6.01995199688397,0.739723742549248,0.0971350111146914,0.0264871229474091,-2.50263470677951,-0.88432227976436,-0.309755327087408,-0.265262110984071,-1.78582757086597,-1.19407760685177,20.7745083736444,2.66453525910038e-15
HRS,final,25,251025,education,27.110215023243,23.3598512540521,-3.75036376919094,22.1485049965023,16.7872763226895,-5.36122867381286,4.96171002674071,6.57257493136262,1.61086490462192,0.0910537299668403,0.0366365435633822,-2.62066643016063,-0.656924918065585,-0.492324846485156,-0.0254159303634864,-1.565896548738,-1.14924976455074,21.4363131004708,-8.88178419700125e-16
HRS,final,25,251025,wealth,26.5145743744268,22.2651608095233,-4.24941356490351,21.483578507415,16.0352526011432,-5.44832590627182,5.03099586701179,6.2299082083801,1.19891234136831,0.0791159112990155,0.0245568228238738,-2.58785129270176,-0.775515909733417,-0.335583636491413,-0.160171852868509,-1.58920321447672,-1.11109954622483,20.3934119459666,-8.88178419700125e-16
HRS,final,26,251026,education,27.2653519120987,23.1071425984747,-4.15820931362401,22.0610804754788,16.7955652216231,-5.26551525385575,5.2042714366199,6.31157737685164,1.10730594023174,0.105053105104818,0.0363145502758985,-2.60468635849524,-0.632515402631914,-0.53446638428197,-0.253580778543252,-1.24026632990338,-1.16698178691388,22.1627273049745,-8.88178419700125e-16
HRS,final,26,251026,wealth,26.8096684818314,21.9849961609385,-4.82467232089294,21.6764453541494,16.08653452631,-5.58991082783948,5.133223127682,5.89846163462853,0.765238506946536,0.0871197485678264,0.022744269572028,-2.5859381225856,-0.90024649800164,-0.296691876737043,-0.290742190551812,-1.51629213996338,-1.19693837473868,21.4124770788393,1.77635683940025e-15
HRS,final,27,251027,education,27.8494864455303,23.0435148071807,-4.8059716383496,22.4414599949145,16.4422714932638,-5.99918850165065,5.40802645061583,6.60124331391688,1.19321686330105,0.128510874551006,0.0406375061757684,-2.69445749624854,-0.888941253171081,-0.509806448054377,-0.237833320271093,-1.66814998390555,-1.39874770122546,23.3156151176213,2.66453525910038e-15
HRS,final,27,251027,wealth,27.0601044901594,22.1352407254064,-4.92486376475295,21.9242345132432,15.9328528879427,-5.99138162530049,5.13586997691617,6.20238783746371,1.06651786054754,0.101204173159519,0.029322286898587,-2.69678764637637,-0.88144339020407,-0.392376990032039,-0.236747061690569,-1.78402653699744,-1.27382038023611,21.260878707125,1.77635683940025e-15
HRS,final,28,251028,education,26.9378266619465,23.0042343732361,-3.93359228871038,22.0159164713139,16.6415675338065,-5.37434893750744,4.92191019063259,6.36266683942965,1.44075664879706,0.0911906306108596,0.0390095252382596,-2.46960687588335,-0.787856842309971,-0.50110417478156,-0.0632542662701976,-1.55252677826237,-1.28896101709153,23.9835751656523,-1.77635683940025e-15
HRS,final,28,251028,wealth,26.6256205242084,21.8706439381072,-4.75497658610117,21.6097636890064,16.0408538365814,-5.568909852425,5.01585683520199,5.82979010152582,0.813933266323834,0.0841391001162219,0.0243965986987669,-2.42471516669134,-0.837241979034662,-0.362203684573546,-0.231004799091409,-1.71374422303404,-1.19944566360821,21.5382488744347,1.77635683940025e-15
