module,stratum,cohort,estimand,high,low,low_minus_high_gap,shapley_sum,closure_error
wealth_within_low_education,all,CHARLS,dfle,17.4699767784571,14.1914806404435,-3.27849613801362,-3.27849613801362,2.22044604925031e-15
wealth_within_low_education,all,CHARLS,disabled_years,11.5737170273289,12.7593556073287,1.18563857999974,1.18563857999974,1.11022302462516e-15
wealth_within_low_education,all,CHARLS,total_life_expectancy,29.043693805786,26.9508362477722,-2.09285755801388,-2.09285755801387,2.66453525910038e-15
wealth_within_low_education,all,HRS,dfle,17.5244355493806,13.8716599948212,-3.65277555455938,-3.65277555455938,-2.22044604925031e-15
wealth_within_low_education,all,HRS,disabled_years,6.83877680249297,7.30671594112812,0.467939138635159,0.467939138635158,-4.44089209850063e-16
wealth_within_low_education,all,HRS,total_life_expectancy,24.3632123518735,21.1783759359493,-3.18483641592422,-3.18483641592422,0
wealth_within_low_education,all,ELSA,dfle,20.1208910816856,14.6075285905071,-5.51336249117844,-5.51336249117844,3.5527136788005e-15
wealth_within_low_education,all,ELSA,disabled_years,7.15441944805481,7.3932074705458,0.238788022490991,0.238788022490992,7.21644966006352e-16
wealth_within_low_education,all,ELSA,total_life_expectancy,27.2753105297404,22.0007360610529,-5.27457446868745,-5.27457446868745,-8.88178419700125e-16
wealth_within_low_education,all,MHAS,dfle,16.6623093666612,15.594813358761,-1.06749600790022,-1.06749600790021,1.77635683940025e-15
wealth_within_low_education,all,MHAS,disabled_years,7.27439321275671,7.02530492848504,-0.249088284271668,-0.249088284271669,-5.55111512312578e-16
wealth_within_low_education,all,MHAS,total_life_expectancy,23.9367025794179,22.620118287246,-1.31658429217188,-1.31658429217188,6.66133814775094e-16
