module,stratum,cohort,estimand,block,contribution_years,total_low_minus_high_gap,contribution_percent
wealth_within_low_education,all,MHAS,disabled_years,onset,0.449985307113758,-0.249088284271668,-180.652939350203
wealth_within_low_education,all,MHAS,disabled_years,recovery,-0.00166952620561916,-0.249088284271668,0.670254809655477
wealth_within_low_education,all,MHAS,disabled_years,relapse,-0.214154670743389,-0.249088284271668,85.9754088272659
wealth_within_low_education,all,MHAS,disabled_years,post_disability_mortality,-0.0713487537626309,-0.249088284271668,28.6439621081554
wealth_within_low_education,all,MHAS,disabled_years,pre_disability_mortality,-0.411900640673788,-0.249088284271668,165.363313605127
wealth_within_low_education,all,MHAS,total_life_expectancy,onset,-0.152834209168449,-1.31658429217188,11.6083877103173
wealth_within_low_education,all,MHAS,total_life_expectancy,recovery,0.000894270358384238,-1.31658429217188,-0.0679235172181053
wealth_within_low_education,all,MHAS,total_life_expectancy,relapse,0.0807312790114217,-1.31658429217188,-6.13187317298497
wealth_within_low_education,all,MHAS,total_life_expectancy,post_disability_mortality,-0.0905082223026938,-1.31658429217188,6.87447228717793
wealth_within_low_education,all,MHAS,total_life_expectancy,pre_disability_mortality,-1.15486741007054,-1.31658429217188,87.7169366927078
