cohort,metric,half_replicates,full_replicates,half_ci_low,half_ci_high,full_ci_low,full_ci_high,max_endpoint_drift_years,relative_halfwidth_change,requires_1000,module
HRS,population_contribution_onset,250,500,-1.8788157796616,-0.743910761003932,-1.84951621315267,-0.746676059695252,0.0292995665089264,0.0290748075319188,FALSE,focused_broad
HRS,population_contribution_post_difficulty_mortality,250,500,-0.539921599739055,0.115827096423956,-0.525093049253562,0.086765428627807,0.0290616677961489,0.0717326307770005,FALSE,focused_broad
HRS,population_contribution_pre_difficulty_mortality,250,500,-1.11120732189502,-0.384297647469435,-1.11090368112435,-0.354368031729034,0.0299296157404007,0.0391600514706933,FALSE,focused_broad
HRS,population_contribution_recovery,250,500,-1.48778984970293,-0.255609197271636,-1.46592495087963,-0.272502616041528,0.0218648988232979,0.0324766149097147,FALSE,focused_broad
HRS,population_contribution_relapse,250,500,-0.702122301192138,0.149519739428816,-0.676029702386636,0.151772070279766,0.0260925988055015,0.0287994888894229,FALSE,focused_broad
HRS,population_fdfle_gap,250,500,-5.6172029758509,-3.53254550610868,-5.61345146022019,-3.55291338283059,0.0203678767219078,0.0117053854123261,FALSE,focused_broad
HRS,population_recovery_relapse,250,500,-1.99112432487727,-0.42625907012771,-1.91905364466571,-0.456740345733794,0.0720706802115636,0.070129948139398,FALSE,focused_broad
MHAS,conditional_fdfle_gap,500,1000,-2.43345653676839,0.217689459722939,-2.45158059796547,0.244895654159256,0.0272061944363173,0.016810923366256,FALSE,focused_broad
MHAS,population_contribution_initial_state,500,1000,-0.218428284859577,0.0288927429893809,-0.221797654150707,0.0239942900901808,0.00489845289920012,0.00622104850829088,FALSE,focused_broad
MHAS,population_contribution_onset,500,1000,-1.38492972580293,0.141861650943823,-1.39164637559718,0.147157048156081,0.00671664979424413,0.0078060958411467,FALSE,focused_broad
MHAS,population_contribution_post_difficulty_mortality,500,1000,-0.409339670323471,0.354229216448039,-0.413270285847052,0.331330367023172,0.0228988494248673,0.0254743718369969,FALSE,focused_broad
MHAS,population_contribution_pre_difficulty_mortality,500,1000,-1.25573049560222,-0.0712514721957902,-1.22920203756552,-0.0666113826607906,0.0265284580366965,0.0188272358885342,FALSE,focused_broad
MHAS,population_contribution_recovery,500,1000,-0.58962715096749,0.528157444473453,-0.522751292486903,0.53130888122584,0.0668758584805873,0.0604561516670741,FALSE,focused_broad
MHAS,population_contribution_relapse,500,1000,-0.243620736929228,1.1319500468556,-0.331407940060211,1.14301814215274,0.0877872031309831,0.0670466289362981,FALSE,focused_broad
MHAS,population_fdfle_gap,500,1000,-2.32673900932114,0.333009943047162,-2.34215846831237,0.396511847263686,0.0635019042165241,0.0288174019190603,FALSE,focused_broad
MHAS,population_recovery_relapse,500,1000,-0.457222568206172,1.44154626373735,-0.506711445531341,1.36635881422182,0.0751874495155358,0.0137200257473276,FALSE,focused_broad
CHARLS,conditional_fdfle_gap,250,500,-2.45953925811491,-0.546900719942217,-2.44588841699023,-0.547687276746077,0.0136508411246856,0.00760583144876257,FALSE,focused_adl_only
CHARLS,population_contribution_initial_state,250,500,-0.611630122319396,-0.351126752052646,-0.611132410541587,-0.355403487455275,0.00427673540262913,0.018669953804276,FALSE,focused_adl_only
CHARLS,population_contribution_onset,250,500,-1.26489208631745,-0.352413630331222,-1.26970745449077,-0.32730170753001,0.0251119228012113,0.0317562696015459,FALSE,focused_adl_only
CHARLS,population_contribution_post_difficulty_mortality,250,500,-0.379295463798294,0.458181330036429,-0.357255326256477,0.461427235874523,0.0220401375418167,0.0229566776832299,FALSE,focused_adl_only
CHARLS,population_contribution_pre_difficulty_mortality,250,500,-0.620694738045692,0.0834530760140864,-0.594677801114643,0.0842078815059744,0.0260169369310497,0.0372111713148014,FALSE,focused_adl_only
CHARLS,population_contribution_recovery,250,500,-0.346799325201538,0.586712317870554,-0.346147350701934,0.530122777155759,0.0565895407147954,0.0653240517902209,FALSE,focused_adl_only
CHARLS,population_contribution_relapse,250,500,-0.845348647477272,0.0256715151533248,-0.800875406466589,0.0188004435546006,0.0444732410106833,0.0626397771851888,FALSE,focused_adl_only
CHARLS,population_fdfle_gap,250,500,-2.74632524433985,-0.86568943824507,-2.72160038352276,-0.858252067436605,0.0247248608170816,0.00927764812374323,FALSE,focused_adl_only
CHARLS,population_recovery_relapse,250,500,-0.81948120625391,0.414408288504179,-0.838716270821577,0.358920051974665,0.0554882365295135,0.0302706015772822,FALSE,focused_adl_only
ELSA,conditional_fdfle_gap,500,1000,-6.65043939322638,-4.29175246877162,-6.69291907897152,-4.26815489655274,0.0424796857451399,0.0272510038061108,FALSE,focused_adl_only
ELSA,population_contribution_initial_state,500,1000,-1.47623931185385,-0.909824395989911,-1.50469427554562,-0.905720803999577,0.0284549636917744,0.0543572582573143,FALSE,focused_adl_only
ELSA,population_contribution_onset,500,1000,-2.38539880360366,-1.27163375949854,-2.39700291471027,-1.28671556127116,0.0150818017726269,0.00313224378828216,FALSE,focused_adl_only
ELSA,population_contribution_post_difficulty_mortality,500,1000,-1.32276398697321,-0.401977573287018,-1.34793700457998,-0.3542353466733,0.0477422266137183,0.0733774001887933,FALSE,focused_adl_only
ELSA,population_contribution_pre_difficulty_mortality,500,1000,-1.87570346588529,-0.591932165942069,-1.88289036987362,-0.586974033289252,0.00718690398833166,0.00937177524373102,FALSE,focused_adl_only
ELSA,population_contribution_recovery,500,1000,-1.22702671927616,-0.107758831319216,-1.20772785014724,-0.0923103501036206,0.01929886912892,0.00345197014855367,FALSE,focused_adl_only
ELSA,population_contribution_relapse,500,1000,-1.15004775221252,-0.183832304345859,-1.14846484130181,-0.178042050985995,0.00579025335986411,0.0043355767106265,FALSE,focused_adl_only
ELSA,population_fdfle_gap,500,1000,-7.65313825102811,-5.25748437410415,-7.68128367659378,-5.23582010434263,0.0281454255656772,0.0203682017153668,FALSE,focused_adl_only
ELSA,population_recovery_relapse,500,1000,-2.09319673770806,-0.658106560037295,-2.16347100318433,-0.582838429982856,0.0752681300544386,0.0920785753743631,FALSE,focused_adl_only
HRS,conditional_fdfle_gap,500,1000,-4.61998823790238,-2.82776617116326,-4.71851953206862,-2.85806028808397,0.0985312941662437,0.0366775985371113,FALSE,focused_adl_only
HRS,population_contribution_initial_state,500,1000,-1.18052067611748,-0.641157734439667,-1.18322764643937,-0.65211195281765,0.0109542183779836,0.0155281573395912,FALSE,focused_adl_only
HRS,population_contribution_onset,500,1000,-1.44518957656081,-0.626795648234037,-1.44568685106947,-0.62691396458066,0.000497274508664214,0.000462836725903627,FALSE,focused_adl_only
HRS,population_contribution_post_difficulty_mortality,500,1000,-0.558205072265362,0.299049488041951,-0.561317955251915,0.258243631250538,0.0408058567914138,0.0459916306786877,FALSE,focused_adl_only
HRS,population_contribution_pre_difficulty_mortality,500,1000,-1.39646839768521,-0.542231162517791,-1.34014714552132,-0.548688442429481,0.0563212521638958,0.0793200350572185,FALSE,focused_adl_only
HRS,population_contribution_recovery,500,1000,-1.51254490232209,-0.446480331425729,-1.49177099539187,-0.447777274715168,0.0207739069302277,0.0211407882849716,FALSE,focused_adl_only
HRS,population_contribution_relapse,500,1000,-0.902517188023557,-0.201225844258321,-0.91562273493664,-0.21544876487143,0.0142229206131087,0.00159585152804461,FALSE,focused_adl_only
HRS,population_fdfle_gap,500,1000,-5.46271915218045,-3.59617644952634,-5.52850649558951,-3.61247268716847,0.0657873434090641,0.0258299752068107,FALSE,focused_adl_only
HRS,population_recovery_relapse,500,1000,-2.20961330522885,-0.850640068230763,-2.18821020834525,-0.854360717274125,0.0214030968835983,0.0188355178714995,FALSE,focused_adl_only
MHAS,conditional_fdfle_gap,500,1000,-1.93975862889672,0.675619972915707,-1.9951796756549,0.685354431704157,0.0554210467581788,0.0243069115844309,FALSE,focused_adl_only
MHAS,population_contribution_initial_state,500,1000,-0.144537864258727,0.0763155154023795,-0.13649135847682,0.0763207219089234,0.00804650578190627,0.0377859154460903,FALSE,focused_adl_only
MHAS,population_contribution_onset,500,1000,-0.886414083532888,0.4830726795703,-0.887503248932864,0.462839094857483,0.0202335847128167,0.0141774561102059,FALSE,focused_adl_only
MHAS,population_contribution_post_difficulty_mortality,500,1000,-1.00860640383052,0.274352655808525,-1.00504753577495,0.222822207764712,0.051530448043813,0.044865765598696,FALSE,focused_adl_only
MHAS,population_contribution_pre_difficulty_mortality,500,1000,-1.26149466126946,0.11548149039891,-1.20141949671948,0.12573293583782,0.0600751645499797,0.0375418210363846,FALSE,focused_adl_only
MHAS,population_contribution_recovery,500,1000,-0.345021140925684,0.766952605096175,-0.324722141877064,0.771627060061597,0.0202989990486203,0.0142514301607277,FALSE,focused_adl_only
MHAS,population_contribution_relapse,500,1000,-0.354977892075434,0.884849508525566,-0.34719566945283,0.880452895253123,0.00778222262260436,0.00992045789420566,FALSE,focused_adl_only
MHAS,population_fdfle_gap,500,1000,-1.91279165462453,0.82069626429018,-1.99436884599469,0.836053937413777,0.0815771913701566,0.0342474859451994,FALSE,focused_adl_only
MHAS,population_recovery_relapse,500,1000,-0.384847726746561,1.35542823684031,-0.383310553943115,1.37635030033915,0.0209220634988387,0.011016265235553,FALSE,focused_adl_only
CHARLS,conditional_fdfle_gap,500,1000,-2.87265792412688,-0.920489681256873,-2.97179233139204,-1.0049039545527,0.0991344072651632,0.00748397018492434,FALSE,focused_at_least_two
CHARLS,population_contribution_initial_state,500,1000,-0.5769823820663,-0.310642017080757,-0.571656336605832,-0.314936804671457,0.00532604546046855,0.0374760462465621,FALSE,focused_at_least_two
CHARLS,population_contribution_onset,500,1000,-1.80100896768124,-0.757875066526284,-1.80757128729919,-0.767797015595747,0.00992194906946298,0.00323111423598498,FALSE,focused_at_least_two
CHARLS,population_contribution_post_difficulty_mortality,500,1000,-0.373301731588449,0.345272662928912,-0.360365372344136,0.318685459115319,0.0265872038135934,0.0582041302754321,FALSE,focused_at_least_two
CHARLS,population_contribution_pre_difficulty_mortality,500,1000,-0.734701454796622,0.169923380368356,-0.744120403439017,0.1693060495921,0.00941894864239545,0.00963582545363316,FALSE,focused_at_least_two
CHARLS,population_contribution_recovery,500,1000,-0.179411125916486,0.649632623617034,-0.208482514390016,0.646910553899689,0.0290713884735294,0.0308037552944728,FALSE,focused_at_least_two
CHARLS,population_contribution_relapse,500,1000,-0.760319138967368,0.071611287474365,-0.818218463914208,0.0726703272593175,0.0578993249468399,0.0661792642537678,FALSE,focused_at_least_two
CHARLS,population_fdfle_gap,500,1000,-3.16189982977625,-1.10261643071545,-3.23975258327652,-1.24196421347498,0.139347782759525,0.0307815533360831,TRUE,focused_at_least_two
CHARLS,population_recovery_relapse,500,1000,-0.68129776524455,0.436064338627416,-0.794259735619032,0.452568016237411,0.112961970374483,0.103836033318726,TRUE,focused_at_least_two
ELSA,conditional_fdfle_gap,500,1000,-7.14030193347766,-4.68284531091507,-7.16181858748192,-4.68583543587311,0.0215166540042615,0.00748249398796528,FALSE,focused_at_least_two
ELSA,population_contribution_initial_state,500,1000,-1.31406226741127,-0.778601870544363,-1.32167912424033,-0.751424245555601,0.0271776249887618,0.0610156670611452,FALSE,focused_at_least_two
ELSA,population_contribution_onset,500,1000,-2.82883311322638,-1.60784283785746,-2.83386793872739,-1.60694202561478,0.00503482550100909,0.00483781268310569,FALSE,focused_at_least_two
ELSA,population_contribution_post_difficulty_mortality,500,1000,-0.92938037281389,-0.0191755497925771,-0.938112678685224,-0.0197454430726442,0.00873230587133411,0.00888796145457252,FALSE,focused_at_least_two
ELSA,population_contribution_pre_difficulty_mortality,500,1000,-2.65851838516005,-1.11167899560744,-2.64784504773153,-1.0989706284541,0.012708367153337,0.00131387651541992,FALSE,focused_at_least_two
