cohort,exposure,process,term,estimate,std_error_model,statistic,p_value_model,hazard_ratio,hr_ci_low_model,hr_ci_high_model
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.84348704110407,0.299826018112771,9.48379016271552,2.45210956964204e-21,17.175553095356,9.54319223773067,30.9120487969486
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.65382151281473,0.482945481553008,7.56570182842405,3.85776030059629e-14,38.6219787778423,14.9879773387515,99.523585538084
CHARLS,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.59841507600587,0.602609993201578,2.65248683898142,0.00799012427932253,4.94518846214596,1.51785702685584,16.1114574650015
CHARLS,education,death_pre,sex_factormale,0.522971408254734,0.0766198133977281,6.82553748258333,8.75967257590134e-12,1.68703307343775,1.45178897816001,1.96039550767214
CHARLS,education,death_pre,period_factor2,0.170707912753713,0.11762593709391,1.45127781313591,0.146702516805172,1.18614424081386,0.941916241512946,1.49369773872463
CHARLS,education,death_pre,period_factor3,0.395277879557596,0.104100120359888,3.7970933961562,0.000146402640737303,1.48479672825838,1.21075198726737,1.82086946577933
CHARLS,education,death_pre,period_factor4,-0.0188890131590469,0.11311554988493,-0.16698865167753,0.86737897819819,0.981288266283976,0.786159570752398,1.22484886958132
CHARLS,education,death_post,(Intercept),-4.29740075140351,0.34566336991076,-12.4323290388362,1.74475748445959e-35,0.0136038729451331,0.00690920321772952,0.0267853402592695
CHARLS,education,death_post,sesmiddle,-0.143677355647,0.368907464904409,-0.389467195206336,0.696930573210989,0.866167166925484,0.42032124674884,1.78493370692732
CHARLS,education,death_post,seslow,0.17450182399898,0.31279803019608,0.557873794440433,0.576930567249201,1.19065291413274,0.644950109245288,2.19808376122565
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.62635825996112,0.144962972304049,11.2191288169089,3.28490440769874e-29,5.08532153705752,3.8275726684393,6.75636947366063
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.37802703821848,0.173608621945659,13.697632131213,1.04889372308327e-42,10.783606219169,7.67335654197404,15.1545366690578
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.13701871319939,0.317284528696658,9.88708376700761,4.73623930931766e-23,23.0350901778596,12.3683530509455,42.9010537875585
CHARLS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.28943185429304,0.237134195103393,9.65458336067823,4.70066142174954e-22,9.8693288711847,6.20061717772033,15.7087027913261
CHARLS,education,death_post,origin_factorR1,-1.03830073136834,0.0896498526872724,-11.5817338260473,5.10039065794877e-31,0.354055807004368,0.297002583181816,0.422068768327094
CHARLS,education,death_post,origin_factorD2,-0.334626418307448,0.122729067589507,-2.72654575545767,0.00640010784735183,0.715605373489288,0.562606184213921,0.91021226736468
CHARLS,education,death_post,sex_factormale,0.578775797196243,0.0577046581010196,10.0299666654817,1.12554596418108e-23,1.78385329529291,1.59308863123534,1.99746110588952
CHARLS,education,death_post,period_factor2,0.325029289821084,0.0943539636837615,3.44478681267125,0.000571509951072643,1.38407118458443,1.15038367940968,1.66522967796271
CHARLS,education,death_post,period_factor3,0.183961972770612,0.0902988480930398,2.03725713733432,0.041624280726481,1.20197011463396,1.00700062108942,1.43468844627939
CHARLS,education,death_post,period_factor4,0.104714062073796,0.092947014990639,1.1265995156955,0.259911843991156,1.11039306146897,0.925462110491614,1.33227793659046
CHARLS,wealth,onset,(Intercept),-3.15500110481774,0.0798717280980516,-39.5008494237739,0,0.042638353885017,0.0364596287603982,0.0498641726160047
CHARLS,wealth,onset,sesmiddle,0.409440715451117,0.06113738898563,6.69705923403686,2.12655440306323e-11,1.50597528082943,1.33590829733494,1.69769253697559
CHARLS,wealth,onset,seslow,0.572015786335687,0.0586395442134599,9.75477886140166,1.75983798553046e-22,1.77183509499239,1.57945883626653,1.98764255943985
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.955937913598064,0.124645089540848,7.66927856620286,1.72966424781449e-14,2.60110905475532,2.0373165761357,3.32092144833139
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.29535320895966,0.245235921793284,5.28206960663598,1.27732646661562e-07,3.65228576640071,2.25847724828441,5.90627659835227
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.3707428656729,0.306461045104681,7.73587019799891,1.0269820181551e-14,10.7053419620343,5.87131845276651,19.5193545446496
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.26471503230889,0.406320305368232,5.57371857223938,2.49358447271213e-08,9.62838043278812,4.3419659689748,21.3510908240458
CHARLS,wealth,onset,sex_factormale,-0.576502222282476,0.0461874978316186,-12.4817807707223,9.3863596094958e-36,0.561860195616866,0.513230756078021,0.615097352760037
CHARLS,wealth,onset,period_factor2,-0.0470087666332247,0.0651292690401319,-0.721776358402831,0.470431986902826,0.954079033492755,0.83974069271424,1.083985580368
CHARLS,wealth,onset,period_factor3,-0.536303613869537,0.0642464403902449,-8.34760043687912,6.96637835726811e-17,0.58490630096489,0.515701774470442,0.663397719078509
CHARLS,wealth,onset,period_factor4,-0.396680821795357,0.0635381212915217,-6.2431940657378,4.28724423774544e-10,0.672548654250446,0.59379832377963,0.761742959217162
CHARLS,wealth,recovery,(Intercept),-0.591430549944039,0.0834634709128612,-7.08610058358959,1.37943569039942e-12,0.553534858805925,0.470001706735148,0.651914313336644
